1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
------;Straftaten insgesamt;3102;Salzgitter;KfS;7,034;6,728;432;6.1;11;16;4,634;65.9;3,394;2,510;884;1,364;40.2
------;Straftaten insgesamt;3103;Wolfsburg;KfS;9,477;7,524;532;5.6;15;4;5,355;56.5;3,790;2,840;950;1,436;37.9
------;Straftaten insgesamt;3151;Gifhorn;LK;7,940;4,405;535;6.7;6;6;5,285;66.6;3,885;2,930;955;1,020;26.3
------;Straftaten insgesamt;3153;Goslar;LK;9,377;6,963;651;6.9;8;17;6,003;64;4,296;3,145;1,151;1,004;23.4
------;Straftaten insgesamt;3154;Helmstedt;LK;6,246;6,755;360;5.8;5;4;4,212;67.4;3,046;2,340;706;920;30.2
------;Straftaten insgesamt;3155;Northeim;LK;7,015;5,264;463;6.6;10;7;4,657;66.4;3,703;2,759;944;924;25
------;Straftaten insgesamt;3157;Peine;LK;7,743;5,573;450;5.8;18;9;4,823;62.3;3,613;2,794;819;1,281;35.5
------;Straftaten insgesamt;3158;Wolfenbüttel;LK;5,415;4,493;400;7.4;5;6;3,317;61.3;2,547;1,881;666;636;25
------;Straftaten insgesamt;3159;Göttingen;LK;24,527;7,467;1,417;5.8;24;17;14,442;58.9;10,000;7,438;2,562;3,302;33
------;Straftaten insgesamt;3241;Region Hannover;LK;116,462;9,921;7,728;6.6;134;122;71,374;61.3;45,311;34,478;10,833;19,821;43.7
------;Straftaten insgesamt;3251;Diepholz;LK;11,638;5,223;823;7.1;14;20;7,521;64.6;5,674;4,314;1,360;1,921;33.9
------;Straftaten insgesamt;3252;Hameln-Pyrmont;LK;8,439;5,602;440;5.2;5;14;6,026;71.4;4,539;3,339;1,200;1,399;30.8
------;Straftaten insgesamt;3254;Hildesheim;LK;17,396;6,249;1,238;7.1;17;20;10,777;62;7,656;5,577;2,079;2,253;29.4
------;Straftaten insgesamt;3255;Holzminden;LK;3,316;4,676;180;5.4;5;10;2,342;70.6;1,714;1,288;426;391;22.8
------;Straftaten insgesamt;3256;Nienburg (Weser);LK;7,298;5,911;488;6.7;8;7;4,563;62.5;3,459;2,617;842;1,029;29.7
------;Straftaten insgesamt;3257;Schaumburg;LK;9,081;5,677;516;5.7;12;12;5,989;66;4,394;3,245;1,149;1,350;30.7
------;Straftaten insgesamt;3351;Celle;LK;11,641;6,396;651;5.6;9;15;7,881;67.7;5,390;3,828;1,562;1,246;23.1
------;Straftaten insgesamt;3352;Cuxhaven;LK;10,812;5,368;734;6.8;18;14;6,895;63.8;4,682;3,490;1,192;1,045;22.3
------;Straftaten insgesamt;3353;Harburg;LK;13,272;5,068;876;6.6;16;16;8,118;61.2;6,250;4,878;1,372;2,204;35.3
------;Straftaten insgesamt;3354;Lüchow-Dannenberg;LK;2,716;5,523;175;6.4;3;2;1,972;72.6;1,405;1,063;342;244;17.4
------;Straftaten insgesamt;3355;Lüneburg;LK;14,143;7,541;1,010;7.1;9;12;8,432;59.6;5,405;3,996;1,409;1,499;27.7
------;Straftaten insgesamt;3356;Osterholz;LK;4,868;4,177;348;7.1;13;6;3,054;62.7;2,404;1,808;596;618;25.7
------;Straftaten insgesamt;3357;Rotenburg (Wümme);LK;10,411;6,212;777;7.5;17;16;6,741;64.7;4,913;3,811;1,102;1,395;28.4
------;Straftaten insgesamt;3358;Heidekreis;LK;11,489;7,902;751;6.5;13;15;7,689;66.9;5,313;4,034;1,279;1,843;34.7
------;Straftaten insgesamt;3359;Stade;LK;11,260;5,354;607;5.4;15;6;7,238;64.3;5,093;3,770;1,323;1,653;32.5
------;Straftaten insgesamt;3360;Uelzen;LK;6,268;6,643;308;4.9;7;3;4,391;70.1;3,094;2,326;768;855;27.6
------;Straftaten insgesamt;3361;Verden;LK;7,580;5,379;467;6.2;9;13;4,859;64.1;3,833;2,938;895;1,293;33.7
------;Straftaten insgesamt;3401;Delmenhorst;KfS;5,619;7,168;520;9.3;7;7;3,384;60.2;2,611;1,919;692;988;37.8
------;Straftaten insgesamt;3402;Emden;KfS;4,269;8,448;167;3.9;6;6;2,906;68.1;1,965;1,432;533;525;26.7
------;Straftaten insgesamt;3403;Oldenburg (Oldenburg);KfS;14,967;8,660;844;5.6;11;15;8,729;58.3;5,884;4,306;1,578;1,791;30.4
------;Straftaten insgesamt;3404;Osnabrück;KfS;18,476;11,039;1,307;7.1;6;16;10,575;57.2;7,511;5,829;1,682;2,979;39.7
------;Straftaten insgesamt;3405;Wilhelmshaven;KfS;9,215;12,111;706;7.7;15;12;6,030;65.4;3,520;2,573;947;883;25.1
------;Straftaten insgesamt;3451;Ammerland;LK;5,051;3,938;242;4.8;12;2;3,194;63.2;2,398;1,800;598;550;22.9
------;Straftaten insgesamt;3452;Aurich;LK;10,750;5,597;534;5;13;23;7,452;69.3;5,186;3,822;1,364;978;18.9
------;Straftaten insgesamt;3453;Cloppenburg;LK;7,116;4,004;354;5;4;9;4,719;66.3;3,796;2,853;943;1,265;33.3
------;Straftaten insgesamt;3454;Emsland;LK;18,211;5,387;1,139;6.3;18;22;11,839;65;8,392;6,439;1,953;2,800;33.4
------;Straftaten insgesamt;3455;Friesland;LK;5,057;5,043;313;6.2;2;9;3,406;67.4;2,489;1,876;613;442;17.8
------;Straftaten insgesamt;3456;Grafschaft Bentheim;LK;8,223;5,821;385;4.7;8;9;5,655;68.8;4,635;3,774;861;2,324;50.1
------;Straftaten insgesamt;3457;Leer;LK;10,229;5,867;500;4.9;20;13;7,333;71.7;5,417;4,029;1,388;1,536;28.4
------;Straftaten insgesamt;3458;Oldenburg;LK;5,727;4,277;326;5.7;11;5;3,489;60.9;2,925;2,299;626;956;32.7
------;Straftaten insgesamt;3459;Osnabrück;LK;15,875;4,335;1,234;7.8;15;18;9,992;62.9;8,067;6,097;1,970;2,787;34.5
------;Straftaten insgesamt;3460;Vechta;LK;6,516;4,435;370;5.7;4;5;3,890;59.7;3,153;2,374;779;1,277;40.5
------;Straftaten insgesamt;3461;Wesermarsch;LK;4,768;5,323;265;5.6;5;12;3,442;72.2;2,527;1,870;657;625;24.7
------;Straftaten insgesamt;3462;Wittmund;LK;2,711;4,645;133;4.9;3;1;1,962;72.4;1,423;1,032;391;214;15
------;Straftaten insgesamt;4011;Bremen;KfS;81,280;14,275;7,326;9;52;35;36,956;45.5;22,451;17,207;5,244;10,709;47.7
------;Straftaten insgesamt;4012;Bremerhaven;KfS;14,832;12,845;1,214;8.2;24;11;8,722;58.8;5,041;3,776;1,265;1,795;35.6
------;Straftaten insgesamt;5111;Düsseldorf;KfS;79,372;12,618;5,387;6.8;49;22;39,628;49.9;30,268;22,557;7,711;16,429;54.3
------;Straftaten insgesamt;5112;Duisburg;KfS;47,911;9,540;4,367;9.1;45;37;25,000;52.2;18,847;13,897;4,950;8,245;43.7
------;Straftaten insgesamt;5113;Essen;KfS;56,164;9,608;4,727;8.4;57;47;28,048;49.9;20,447;15,132;5,315;8,463;41.4
------;Straftaten insgesamt;5114;Krefeld;KfS;22,297;9,761;1,619;7.3;18;12;11,981;53.7;8,405;6,028;2,377;3,315;39.4
------;Straftaten insgesamt;5116;Mönchengladbach;KfS;27,034;10,070;2,000;7.4;26;9;15,431;57.1;10,463;7,734;2,729;4,079;39
------;Straftaten insgesamt;5117;Mülheim an der Ruhr;KfS;12,885;7,474;1,227;9.5;16;8;6,553;50.9;5,094;3,834;1,260;2,003;39.3
------;Straftaten insgesamt;5119;Oberhausen;KfS;18,276;8,669;1,314;7.2;13;14;9,974;54.6;8,109;5,868;2,241;2,987;36.8
------;Straftaten insgesamt;5120;Remscheid;KfS;7,547;6,702;529;7;5;3;4,600;61;3,548;2,568;980;1,261;35.5
------;Straftaten insgesamt;5122;Solingen;KfS;11,838;7,369;737;6.2;4;5;5,983;50.5;4,729;3,463;1,266;1,718;36.3
------;Straftaten insgesamt;5124;Wuppertal;KfS;32,529;9,064;2,341;7.2;35;30;18,333;56.4;13,302;9,602;3,700;5,662;42.6
------;Straftaten insgesamt;5154;Kleve;K;23,209;7,269;1,467;6.3;22;29;13,088;56.4;11,362;9,075;2,287;5,020;44.2
------;Straftaten insgesamt;5158;Mettmann;K;29,764;6,077;2,517;8.5;32;27;16,171;54.3;12,163;9,179;2,984;4,144;34.1
------;Straftaten insgesamt;5162;Rhein-Kreis Neuss;K;30,086;6,580;2,553;8.5;34;19;16,007;53.2;11,553;8,802;2,751;3,981;34.5
------;Straftaten insgesamt;5166;Viersen;K;18,823;6,256;1,398;7.4;24;19;10,994;58.4;9,351;7,475;1,876;3,266;34.9
------;Straftaten insgesamt;5170;Wesel;K;26,874;5,769;2,923;10.9;30;24;14,242;53;10,703;8,038;2,665;2,911;27.2
------;Straftaten insgesamt;5314;Bonn;KfS;33,412;9,930;2,495;7.5;28;7;18,556;55.5;12,184;8,894;3,290;4,930;40.5
------;Straftaten insgesamt;5315;Köln;KfS;138,279;12,747;12,026;8.7;102;54;68,475;49.5;46,925;34,952;11,973;22,792;48.6
------;Straftaten insgesamt;5316;Leverkusen;KfS;11,691;7,053;1,078;9.2;11;7;5,876;50.3;4,665;3,422;1,243;1,616;34.6
------;Straftaten insgesamt;5334;Aachen;K;52,334;9,303;3,996;7.6;48;33;28,713;54.9;20,606;15,781;4,825;9,666;46.9
------;Straftaten insgesamt;5358;Düren;K;17,236;6,364;1,465;8.5;19;20;8,957;52;6,820;4,990;1,830;2,169;31.8
------;Straftaten insgesamt;5362;Rhein-Erft-Kreis;K;32,891;6,879;2,578;7.8;40;26;17,130;52.1;13,215;9,837;3,378;4,368;33.1
------;Straftaten insgesamt;5366;Euskirchen;K;11,733;5,948;852;7.3;12;25;6,746;57.5;5,165;3,980;1,185;1,526;29.5
------;Straftaten insgesamt;5370;Heinsberg;K;14,123;5,394;897;6.4;13;30;7,957;56.3;6,385;4,765;1,620;1,666;26.1
------;Straftaten insgesamt;5374;Oberbergischer Kreis;K;11,573;4,202;915;7.9;10;27;7,140;61.7;5,405;4,023;1,382;1,373;25.4
------;Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;K;13,670;4,776;1,236;9;12;21;7,540;55.2;5,910;4,392;1,518;1,726;29.2
------;Straftaten insgesamt;5382;Rhein-Sieg-Kreis;K;29,918;4,918;2,288;7.6;46;40;16,737;55.9;13,532;10,191;3,341;4,279;31.6
------;Straftaten insgesamt;5512;Bottrop;KfS;8,108;6,865;584;7.2;8;8;4,046;49.9;3,099;2,263;836;954;30.8
------;Straftaten insgesamt;5513;Gelsenkirchen;KfS;24,513;9,321;2,346;9.6;47;12;13,362;54.5;10,358;7,528;2,830;4,367;42.2
------;Straftaten insgesamt;5515;Münster;KfS;34,829;10,852;2,618;7.5;17;10;18,149;52.1;10,779;8,075;2,704;4,227;39.2
------;Straftaten insgesamt;5554;Borken;K;24,539;6,473;1,448;5.9;14;30;14,664;59.8;9,703;7,485;2,218;2,911;30
------;Straftaten insgesamt;5558;Coesfeld;K;12,693;5,649;966;7.6;12;19;6,802;53.6;4,686;3,619;1,067;1,414;30.2
------;Straftaten insgesamt;5562;Recklinghausen;K;46,464;7,497;3,411;7.3;76;42;24,969;53.7;18,006;13,097;4,909;5,973;33.2
------;Straftaten insgesamt;5566;Steinfurt;K;25,837;5,660;1,663;6.4;23;30;13,837;53.6;10,484;7,863;2,621;3,404;32.5
------;Straftaten insgesamt;5570;Warendorf;K;13,896;4,923;942;6.8;21;17;7,945;57.2;6,168;4,736;1,432;2,124;34.4
------;Straftaten insgesamt;5711;Bielefeld;KfS;27,557;8,145;1,888;6.9;28;24;15,398;55.9;10,571;7,930;2,641;4,503;42.6
------;Straftaten insgesamt;5754;Gütersloh;K;18,624;5,016;1,447;7.8;20;18;10,670;57.3;8,243;6,330;1,913;3,425;41.6
------;Straftaten insgesamt;5758;Herford;K;11,918;4,700;778;6.5;15;13;6,913;58;5,644;4,251;1,393;1,907;33.8
------;Straftaten insgesamt;5762;Höxter;K;6,776;4,778;474;7;11;8;4,341;64.1;3,189;2,455;734;826;25.9
------;Straftaten insgesamt;5766;Lippe;K;15,164;4,325;1,000;6.6;16;28;9,055;59.7;6,996;5,251;1,745;1,927;27.5
------;Straftaten insgesamt;5770;Minden-Lübbecke;K;15,359;4,861;1,123;7.3;25;31;8,924;58.1;6,930;5,137;1,793;1,948;28.1
------;Straftaten insgesamt;5774;Paderborn;K;19,132;6,098;1,393;7.3;12;23;11,274;58.9;7,600;5,732;1,868;2,335;30.7
------;Straftaten insgesamt;5911;Bochum;KfS;32,017;8,754;2,384;7.4;32;22;17,028;53.2;12,415;9,137;3,278;4,866;39.2
------;Straftaten insgesamt;5913;Dortmund;KfS;70,241;11,839;5,122;7.3;82;39;40,137;57.1;25,759;19,215;6,544;12,085;46.9
------;Straftaten insgesamt;5914;Hagen;KfS;18,028;9,499;1,342;7.4;17;23;10,827;60.1;7,770;5,661;2,109;3,381;43.5
------;Straftaten insgesamt;5915;Hamm;KfS;18,853;10,425;1,334;7.1;16;59;10,976;58.2;7,073;5,431;1,642;3,088;43.7
------;Straftaten insgesamt;5916;Herne;KfS;14,516;9,224;1,106;7.6;14;10;8,247;56.8;5,574;4,150;1,424;2,038;36.6
------;Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;K;18,807;5,783;1,495;7.9;17;11;10,655;56.7;7,610;5,567;2,043;2,333;30.7
------;Straftaten insgesamt;5958;Hochsauerlandkreis;K;12,789;4,888;817;6.4;10;14;7,290;57;5,606;4,185;1,421;1,431;25.5
------;Straftaten insgesamt;5962;Märkischer Kreis;K;23,649;5,763;1,811;7.7;34;37;13,925;58.9;10,448;7,732;2,716;3,104;29.7
------;Straftaten insgesamt;5966;Olpe;K;6,053;4,502;478;7.9;4;6;3,763;62.2;2,744;2,107;637;831;30.3
------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;16,222;5,853;999;6.2;24;30;10,414;64.2;6,855;5,151;1,704;2,169;31.6
------;Straftaten insgesamt;5974;Soest;K;20,695;6,762;1,449;7;24;21;12,115;58.5;8,304;6,349;1,955;2,701;32.5
------;Straftaten insgesamt;5978;Unna;K;23,965;6,008;1,850;7.7;28;21;12,951;54;10,164;7,674;2,490;3,278;32.3
------;Straftaten insgesamt;6411;Darmstadt;KfS;13,275;8,182;878;6.6;14;1;7,732;58.2;5,405;4,057;1,348;2,485;46
------;Straftaten insgesamt;6412;Frankfurt am Main;KfS;114,969;14,872;7,001;6.1;43;42;75,373;65.6;53,016;37,845;15,171;38,121;71.9
------;Straftaten insgesamt;6413;Offenbach am Main;KfS;9,871;7,357;492;5;12;15;6,593;66.8;5,330;4,023;1,307;3,091;58
------;Straftaten insgesamt;6414;Wiesbaden;KfS;20,593;7,275;1,152;5.6;19;11;12,586;61.1;8,971;6,557;2,414;3,835;42.7
------;Straftaten insgesamt;6431;Bergstraße;LK;9,408;3,419;616;6.5;3;4;5,579;59.3;4,505;3,383;1,122;1,684;37.4
------;Straftaten insgesamt;6432;Darmstadt-Dieburg;LK;9,422;3,134;580;6.2;12;10;5,498;58.4;4,611;3,556;1,055;1,675;36.3
------;Straftaten insgesamt;6433;Groß-Gerau;LK;12,149;4,334;729;6;6;5;7,859;64.7;6,293;4,915;1,378;2,964;47.1
------;Straftaten insgesamt;6434;Hochtaunuskreis;LK;8,151;3,404;525;6.4;6;7;4,872;59.8;3,911;2,942;969;1,462;37.4
------;Straftaten insgesamt;6435;Main-Kinzig-Kreis;LK;17,398;4,038;960;5.5;26;12;11,752;67.5;9,184;6,891;2,293;3,926;42.7
------;Straftaten insgesamt;6436;Main-Taunus-Kreis;LK;10,318;4,256;729;7.1;13;10;6,170;59.8;4,872;3,714;1,158;1,957;40.2
------;Straftaten insgesamt;6437;Odenwaldkreis;LK;3,153;3,231;155;4.9;3;4;2,085;66.1;1,735;1,294;441;573;33
------;Straftaten insgesamt;6438;Offenbach;LK;16,208;4,476;1,113;6.9;25;21;9,672;59.7;7,496;5,823;1,673;3,537;47.2
------;Straftaten insgesamt;6439;Rheingau-Taunus-Kreis;LK;5,375;2,835;361;6.7;6;5;3,337;62.1;2,687;2,078;609;894;33.3
------;Straftaten insgesamt;6440;Wetteraukreis;LK;12,627;3,980;998;7.9;23;19;7,325;58;5,902;4,605;1,297;2,220;37.6
------;Straftaten insgesamt;6531;Gießen;LK;24,656;8,848;974;4;15;18;19,113;77.5;15,829;12,104;3,725;11,374;71.9
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;9,750;3,790;477;4.9;18;17;6,605;67.7;5,155;3,897;1,258;1,665;32.3
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;8,766;5,012;444;5.1;8;10;5,353;61.1;4,168;3,207;961;1,476;35.4
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;11,270;4,514;710;6.3;12;5;7,129;63.3;5,223;4,046;1,177;1,554;29.8
------;Straftaten insgesamt;6535;Vogelsbergkreis;LK;4,272;3,999;242;5.7;1;1;2,890;67.6;2,244;1,705;539;558;24.9
------;Straftaten insgesamt;6611;Kassel;KfS;24,600;12,047;2,833;11.5;16;19;13,587;55.2;8,575;6,554;2,021;3,993;46.6
------;Straftaten insgesamt;6631;Fulda;LK;11,124;4,891;634;5.7;8;16;7,854;70.6;5,567;4,406;1,161;2,396;43
------;Straftaten insgesamt;6632;Hersfeld-Rotenburg;LK;5,427;4,464;437;8.1;9;11;3,746;69;2,856;2,194;662;854;29.9
------;Straftaten insgesamt;6633;Kassel;LK;8,265;3,433;565;6.8;11;11;4,902;59.3;3,933;3,039;894;1,077;27.4
------;Straftaten insgesamt;6634;Schwalm-Eder-Kreis;LK;7,468;4,090;411;5.5;9;15;4,839;64.8;3,450;2,703;747;898;26
------;Straftaten insgesamt;6635;Waldeck-Frankenberg;LK;6,034;3,791;386;6.4;4;13;3,783;62.7;2,961;2,300;661;850;28.7
------;Straftaten insgesamt;6636;Werra-Meißner-Kreis;LK;4,855;4,845;272;5.6;4;20;3,185;65.6;2,300;1,747;553;512;22.3
------;Straftaten insgesamt;7111;Koblenz;KfS;17,198;14,920;545;3.2;5;7;7,243;42.1;5,707;4,355;1,352;2,184;38.3
------;Straftaten insgesamt;7131;Ahrweiler;LK;6,381;4,979;552;8.7;3;10;3,832;60.1;3,094;2,424;670;841;27.2
------;Straftaten insgesamt;7132;Altenkirchen (Westerwald);LK;6,452;4,908;387;6;7;5;4,653;72.1;3,202;2,375;827;666;20.8
------;Straftaten insgesamt;7133;Bad Kreuznach;LK;8,767;5,435;508;5.8;3;7;5,653;64.5;3,900;2,928;972;1,097;28.1
------;Straftaten insgesamt;7134;Birkenfeld;LK;4,353;5,324;249;5.7;5;2;2,822;64.8;2,111;1,505;606;534;25.3
------;Straftaten insgesamt;7135;Cochem-Zell;LK;2,401;3,831;133;5.5;1;0;1,546;64.4;1,218;933;285;270;22.2
------;Straftaten insgesamt;7137;Mayen-Koblenz;LK;9,732;4,460;668;6.9;7;4;6,251;64.2;4,883;3,740;1,143;1,169;23.9
------;Straftaten insgesamt;7138;Neuwied;LK;9,681;5,165;730;7.5;1;6;6,407;66.2;4,802;3,670;1,132;1,256;26.2
------;Straftaten insgesamt;7140;Rhein-Hunsrück-Kreis;LK;5,176;4,903;284;5.5;4;6;3,752;72.5;3,174;2,288;886;1,349;42.5
------;Straftaten insgesamt;7141;Rhein-Lahn-Kreis;LK;5,702;4,584;389;6.8;10;2;3,864;67.8;2,932;2,225;707;718;24.5
------;Straftaten insgesamt;7143;Westerwaldkreis;LK;9,258;4,488;709;7.7;11;8;6,219;67.2;4,767;3,624;1,143;1,245;26.1
------;Straftaten insgesamt;7211;Trier;KfS;13,712;12,222;620;4.5;7;3;10,061;73.4;7,936;6,128;1,808;5,307;66.9
------;Straftaten insgesamt;7231;Bernkastel-Wittlich;LK;4,868;4,229;296;6.1;2;9;3,481;71.5;2,638;2,024;614;843;32
------;Straftaten insgesamt;7232;Eifelkreis Bitburg-Prüm;LK;6,200;5,982;277;4.5;3;5;4,863;78.4;3,991;3,093;898;2,475;62
------;Straftaten insgesamt;7233;Vulkaneifel;LK;2,855;4,622;194;6.8;1;13;1,900;66.5;1,376;1,079;297;337;24.5
------;Straftaten insgesamt;7235;Trier-Saarburg;LK;6,942;4,512;334;4.8;2;7;5,123;73.8;4,391;3,476;915;2,522;57.4
------;Straftaten insgesamt;7311;Frankenthal (Pfalz);KfS;4,709;9,600;223;4.7;6;1;3,271;69.5;1,717;1,325;392;595;34.7
------;Straftaten insgesamt;7312;Kaiserslautern;KfS;11,301;11,164;649;5.7;10;4;7,450;65.9;4,922;3,699;1,223;1,610;32.7
------;Straftaten insgesamt;7313;Landau in der Pfalz;KfS;4,633;9,731;262;5.7;4;6;2,689;58;1,850;1,387;463;468;25.3
------;Straftaten insgesamt;7314;Ludwigshafen am Rhein;KfS;16,599;9,525;1,130;6.8;11;10;10,172;61.3;7,670;5,677;1,993;3,490;45.5
------;Straftaten insgesamt;7315;Mainz;KfS;16,931;7,677;872;5.2;7;8;10,413;61.5;7,317;5,513;1,804;3,162;43.2
------;Straftaten insgesamt;7316;Neustadt an der Weinstraße;KfS;3,859;7,149;277;7.2;1;2;2,603;67.5;1,855;1,367;488;575;31
------;Straftaten insgesamt;7317;Pirmasens;KfS;3,619;8,896;172;4.8;7;3;2,735;75.6;1,710;1,215;495;456;26.7
------;Straftaten insgesamt;7318;Speyer;KfS;8,081;15,732;373;4.6;5;1;6,280;77.7;5,275;4,067;1,208;4,021;76.2
------;Straftaten insgesamt;7319;Worms;KfS;6,387;7,546;330;5.2;8;9;3,735;58.5;2,661;2,028;633;993;37.3
------;Straftaten insgesamt;7320;Zweibrücken;KfS;2,422;7,013;115;4.7;0;7;1,753;72.4;1,288;892;396;313;24.3
------;Straftaten insgesamt;7331;Alzey-Worms;LK;4,932;3,721;256;5.2;9;4;2,850;57.8;2,356;1,819;537;666;28.3
------;Straftaten insgesamt;7332;Bad Dürkheim;LK;6,732;5,003;542;8.1;5;6;4,184;62.2;3,152;2,344;808;764;24.2
------;Straftaten insgesamt;7333;Donnersbergkreis;LK;3,305;4,337;174;5.3;1;2;2,255;68.2;1,686;1,237;449;313;18.6
------;Straftaten insgesamt;7334;Germersheim;LK;6,987;5,342;510;7.3;6;4;4,333;62;3,344;2,552;792;1,096;32.8
------;Straftaten insgesamt;7335;Kaiserslautern;LK;5,524;5,105;336;6.1;3;8;3,751;67.9;3,012;2,117;895;820;27.2
------;Straftaten insgesamt;7336;Kusel;LK;4,942;6,916;343;6.9;4;7;3,692;74.7;2,865;2,082;783;1,304;45.5
------;Straftaten insgesamt;7337;Südliche Weinstraße;LK;5,702;5,063;660;11.6;4;5;3,579;62.8;2,397;1,808;589;566;23.6
------;Straftaten insgesamt;7338;Rhein-Pfalz-Kreis;LK;6,584;4,223;562;8.5;7;7;3,985;60.5;3,099;2,314;785;969;31.3
------;Straftaten insgesamt;7339;Mainz-Bingen;LK;8,850;4,117;489;5.5;4;20;5,411;61.1;4,193;3,204;989;1,361;32.5
------;Straftaten insgesamt;7340;Südwestpfalz;LK;2,858;3,012;217;7.6;4;3;1,987;69.5;1,672;1,236;436;291;17.4
------;Straftaten insgesamt;8111;Stuttgart;SK;55,577;8,782;3,127;5.6;15;9;35,391;63.7;25,305;19,617;5,688;13,911;55
------;Straftaten insgesamt;8115;Böblingen;LK;15,509;3,892;859;5.5;3;11;10,115;65.2;8,089;6,166;1,923;3,818;47.2
------;Straftaten insgesamt;8116;Esslingen;LK;23,159;4,287;1,519;6.6;7;8;14,802;63.9;12,009;8,901;3,108;6,483;54
------;Straftaten insgesamt;8117;Göppingen;LK;10,160;3,880;557;5.5;13;9;6,441;63.4;4,794;3,570;1,224;2,079;43.4
------;Straftaten insgesamt;8118;Ludwigsburg;LK;20,799;3,774;1,371;6.6;8;15;13,090;62.9;10,158;7,687;2,471;4,649;45.8
------;Straftaten insgesamt;8119;Rems-Murr-Kreis;LK;18,834;4,356;1,510;8;11;13;11,257;59.8;8,272;6,171;2,101;3,387;40.9
------;Straftaten insgesamt;8121;Heilbronn;SK;10,620;8,275;500;4.7;9;7;7,168;67.5;5,336;3,998;1,338;2,669;50
------;Straftaten insgesamt;8125;Heilbronn;LK;12,927;3,659;989;7.7;5;5;8,150;63;6,177;4,789;1,388;2,526;40.9
------;Straftaten insgesamt;8126;Hohenlohekreis;LK;4,282;3,721;287;6.7;2;1;2,642;61.7;2,057;1,583;474;684;33.3
------;Straftaten insgesamt;8127;Schwäbisch Hall;LK;7,100;3,500;391;5.5;4;7;4,257;60;3,321;2,521;800;1,186;35.7
------;Straftaten insgesamt;8128;Main-Tauber-Kreis;LK;5,949;4,415;507;8.5;2;2;3,786;63.6;2,846;2,195;651;1,046;36.8
