1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
326*00;Einfacher Ladendiebstahl;5915;Hamm;KfS;1,127;630;29;2.6;0;0;1,054;93.5;680;472;208;285;41.9
326*00;Einfacher Ladendiebstahl;5916;Herne;KfS;733;467;28;3.8;0;0;693;94.5;608;363;245;241;39.6
326*00;Einfacher Ladendiebstahl;5954;Ennepe-Ruhr-Kreis;K;816;253;22;2.7;0;0;763;93.5;705;431;274;257;36.5
326*00;Einfacher Ladendiebstahl;5958;Hochsauerlandkreis;K;365;141;19;5.2;0;0;323;88.5;334;193;141;86;25.7
326*00;Einfacher Ladendiebstahl;5962;Märkischer Kreis;K;878;215;35;4;0;0;772;87.9;675;414;261;211;31.3
326*00;Einfacher Ladendiebstahl;5966;Olpe;K;168;126;6;3.6;0;0;146;86.9;152;105;47;56;36.8
326*00;Einfacher Ladendiebstahl;5970;Siegen-Wittgenstein;K;850;309;29;3.4;0;0;730;85.9;568;335;233;225;39.6
326*00;Einfacher Ladendiebstahl;5974;Soest;K;647;215;33;5.1;0;0;571;88.3;470;273;197;179;38.1
326*00;Einfacher Ladendiebstahl;5978;Unna;K;820;208;35;4.3;0;0;757;92.3;688;408;280;213;31
326*00;Einfacher Ladendiebstahl;6411;Darmstadt;KfS;776;488;6;0.8;0;0;747;96.3;679;446;233;276;40.6
326*00;Einfacher Ladendiebstahl;6412;Frankfurt am Main;KfS;5,099;667;66;1.3;0;0;4,812;94.4;3,408;2,272;1,136;1,998;58.6
326*00;Einfacher Ladendiebstahl;6413;Offenbach am Main;KfS;573;438;10;1.7;0;0;549;95.8;518;275;243;339;65.4
326*00;Einfacher Ladendiebstahl;6414;Wiesbaden;KfS;1,402;503;16;1.1;0;0;1,285;91.7;1,073;599;474;482;44.9
326*00;Einfacher Ladendiebstahl;6431;Bergstraße;LK;375;138;7;1.9;0;0;336;89.6;291;166;125;121;41.6
326*00;Einfacher Ladendiebstahl;6432;Darmstadt-Dieburg;LK;273;92;9;3.3;0;0;243;89;254;177;77;114;44.9
326*00;Einfacher Ladendiebstahl;6433;Groß-Gerau;LK;364;132;6;1.6;0;0;346;95.1;314;207;107;140;44.6
326*00;Einfacher Ladendiebstahl;6434;Hochtaunuskreis;LK;348;147;16;4.6;0;0;283;81.3;266;172;94;113;42.5
326*00;Einfacher Ladendiebstahl;6435;Main-Kinzig-Kreis;LK;916;217;23;2.5;0;0;852;93;776;510;266;356;45.9
326*00;Einfacher Ladendiebstahl;6436;Main-Taunus-Kreis;LK;385;161;8;2.1;0;0;332;86.2;342;240;102;154;45
326*00;Einfacher Ladendiebstahl;6437;Odenwaldkreis;LK;75;78;1;1.3;0;0;64;85.3;68;45;23;36;52.9
326*00;Einfacher Ladendiebstahl;6438;Offenbach;LK;541;152;10;1.8;0;0;489;90.4;449;267;182;226;50.3
326*00;Einfacher Ladendiebstahl;6439;Rheingau-Taunus-Kreis;LK;127;68;3;2.4;0;0;111;87.4;110;78;32;37;33.6
326*00;Einfacher Ladendiebstahl;6440;Wetteraukreis;LK;475;153;12;2.5;0;0;382;80.4;348;255;93;197;56.6
326*00;Einfacher Ladendiebstahl;6531;Gießen;LK;1,061;391;33;3.1;0;0;939;88.5;716;549;167;454;63.4
326*00;Einfacher Ladendiebstahl;6532;Lahn-Dill-Kreis;LK;575;227;20;3.5;0;0;529;92;470;283;187;213;45.3
326*00;Einfacher Ladendiebstahl;6533;Limburg-Weilburg;LK;303;176;10;3.3;0;0;283;93.4;257;152;105;94;36.6
326*00;Einfacher Ladendiebstahl;6534;Marburg-Biedenkopf;LK;619;252;25;4;0;0;537;86.8;477;335;142;226;47.4
326*00;Einfacher Ladendiebstahl;6535;Vogelsbergkreis;LK;105;100;4;3.8;0;0;93;88.6;84;54;30;26;31
326*00;Einfacher Ladendiebstahl;6611;Kassel;KfS;1,257;625;22;1.8;0;0;1,159;92.2;856;554;302;350;40.9
326*00;Einfacher Ladendiebstahl;6631;Fulda;LK;489;219;7;1.4;0;0;453;92.6;388;245;143;136;35.1
326*00;Einfacher Ladendiebstahl;6632;Hersfeld-Rotenburg;LK;164;136;3;1.8;0;0;152;92.7;138;93;45;59;42.8
326*00;Einfacher Ladendiebstahl;6633;Kassel;LK;182;77;3;1.6;0;0;163;89.6;162;117;45;66;40.7
326*00;Einfacher Ladendiebstahl;6634;Schwalm-Eder-Kreis;LK;279;155;5;1.8;0;0;257;92.1;231;149;82;57;24.7
326*00;Einfacher Ladendiebstahl;6635;Waldeck-Frankenberg;LK;255;163;12;4.7;0;0;234;91.8;219;144;75;97;44.3
326*00;Einfacher Ladendiebstahl;6636;Werra-Meißner-Kreis;LK;114;114;1;0.9;0;0;105;92.1;93;55;38;20;21.5
326*00;Einfacher Ladendiebstahl;7111;Koblenz;KfS;456;402;19;4.2;0;0;413;90.6;399;221;178;107;26.8
326*00;Einfacher Ladendiebstahl;7131;Ahrweiler;LK;95;73;8;8.4;0;0;81;85.3;84;50;34;25;29.8
326*00;Einfacher Ladendiebstahl;7132;Altenkirchen (Westerwald);LK;163;126;3;1.8;0;0;125;76.7;122;81;41;27;22.1
326*00;Einfacher Ladendiebstahl;7133;Bad Kreuznach;LK;298;188;3;1;0;0;268;89.9;241;132;109;76;31.5
326*00;Einfacher Ladendiebstahl;7134;Birkenfeld;LK;162;200;10;6.2;0;0;151;93.2;139;72;67;50;36
326*00;Einfacher Ladendiebstahl;7135;Cochem-Zell;LK;22;36;3;13.6;0;0;17;77.3;17;10;7;5;29.4
326*00;Einfacher Ladendiebstahl;7137;Mayen-Koblenz;LK;190;88;10;5.3;0;0;155;81.6;157;105;52;28;17.8
326*00;Einfacher Ladendiebstahl;7138;Neuwied;LK;190;104;13;6.8;0;0;168;88.4;162;102;60;40;24.7
326*00;Einfacher Ladendiebstahl;7140;Rhein-Hunsrück-Kreis;LK;81;78;2;2.5;0;0;78;96.3;78;40;38;17;21.8
326*00;Einfacher Ladendiebstahl;7141;Rhein-Lahn-Kreis;LK;149;122;16;10.7;0;0;136;91.3;142;79;63;51;35.9
326*00;Einfacher Ladendiebstahl;7143;Westerwaldkreis;LK;150;74;7;4.7;0;0;128;85.3;115;77;38;29;25.2
326*00;Einfacher Ladendiebstahl;7211;Trier;KfS;533;482;19;3.6;0;0;492;92.3;423;282;141;219;51.8
326*00;Einfacher Ladendiebstahl;7231;Bernkastel-Wittlich;LK;165;146;14;8.5;0;0;153;92.7;156;89;67;69;44.2
326*00;Einfacher Ladendiebstahl;7232;Eifelkreis Bitburg-Prüm;LK;120;120;3;2.5;0;0;115;95.8;113;71;42;46;40.7
326*00;Einfacher Ladendiebstahl;7233;Vulkaneifel;LK;28;46;3;10.7;0;0;22;78.6;21;14;7;1;4.8
326*00;Einfacher Ladendiebstahl;7235;Trier-Saarburg;LK;166;110;5;3;0;0;152;91.6;161;116;45;94;58.4
326*00;Einfacher Ladendiebstahl;7311;Frankenthal (Pfalz);KfS;89;183;1;1.1;0;0;84;94.4;82;48;34;27;32.9
326*00;Einfacher Ladendiebstahl;7312;Kaiserslautern;KfS;675;677;9;1.3;0;0;648;96;592;341;251;157;26.5
326*00;Einfacher Ladendiebstahl;7313;Landau in der Pfalz;KfS;166;356;9;5.4;0;0;148;89.2;131;80;51;31;23.7
326*00;Einfacher Ladendiebstahl;7314;Ludwigshafen am Rhein;KfS;573;332;16;2.8;0;0;533;93;505;336;169;254;50.3
326*00;Einfacher Ladendiebstahl;7315;Mainz;KfS;748;345;20;2.7;0;0;686;91.7;577;360;217;222;38.5
326*00;Einfacher Ladendiebstahl;7316;Neustadt an der Weinstraße;KfS;90;169;6;6.7;0;0;78;86.7;83;47;36;20;24.1
326*00;Einfacher Ladendiebstahl;7317;Pirmasens;KfS;206;513;3;1.5;0;0;193;93.7;165;103;62;48;29.1
326*00;Einfacher Ladendiebstahl;7318;Speyer;KfS;238;469;12;5;0;0;218;91.6;193;129;64;85;44
326*00;Einfacher Ladendiebstahl;7319;Worms;KfS;297;356;8;2.7;0;0;275;92.6;240;157;83;103;42.9
326*00;Einfacher Ladendiebstahl;7320;Zweibrücken;KfS;84;247;1;1.2;0;0;75;89.3;64;46;18;19;29.7
326*00;Einfacher Ladendiebstahl;7331;Alzey-Worms;LK;109;83;2;1.8;0;0;93;85.3;90;67;23;33;36.7
326*00;Einfacher Ladendiebstahl;7332;Bad Dürkheim;LK;220;165;10;4.5;0;0;202;91.8;187;123;64;64;34.2
326*00;Einfacher Ladendiebstahl;7333;Donnersbergkreis;LK;51;68;2;3.9;0;0;42;82.4;49;24;25;6;12.2
326*00;Einfacher Ladendiebstahl;7334;Germersheim;LK;231;179;7;3;0;0;199;86.1;179;107;72;80;44.7
326*00;Einfacher Ladendiebstahl;7335;Kaiserslautern;LK;73;69;2;2.7;0;0;62;84.9;70;35;35;24;34.3
326*00;Einfacher Ladendiebstahl;7336;Kusel;LK;48;68;2;4.2;0;0;46;95.8;42;22;20;14;33.3
326*00;Einfacher Ladendiebstahl;7337;Südliche Weinstraße;LK;56;51;3;5.4;0;0;54;96.4;55;34;21;25;45.5
326*00;Einfacher Ladendiebstahl;7338;Rhein-Pfalz-Kreis;LK;132;85;4;3;0;0;125;94.7;144;100;44;65;45.1
326*00;Einfacher Ladendiebstahl;7339;Mainz-Bingen;LK;227;107;2;0.9;0;0;206;90.7;215;122;93;60;27.9
326*00;Einfacher Ladendiebstahl;7340;Südwestpfalz;LK;21;22;2;9.5;0;0;21;100;18;13;5;7;38.9
326*00;Einfacher Ladendiebstahl;8111;Stuttgart;SK;2,085;331;19;0.9;0;0;1,927;92.4;1,729;1,035;694;829;47.9
326*00;Einfacher Ladendiebstahl;8115;Böblingen;LK;578;147;17;2.9;0;0;540;93.4;564;325;239;222;39.4
326*00;Einfacher Ladendiebstahl;8116;Esslingen;LK;702;132;18;2.6;0;0;628;89.5;589;357;232;254;43.1
326*00;Einfacher Ladendiebstahl;8117;Göppingen;LK;392;151;11;2.8;0;0;342;87.2;330;183;147;159;48.2
326*00;Einfacher Ladendiebstahl;8118;Ludwigsburg;LK;790;145;13;1.6;0;0;727;92;727;448;279;336;46.2
326*00;Einfacher Ladendiebstahl;8119;Rems-Murr-Kreis;LK;601;141;12;2;0;0;519;86.4;505;293;212;226;44.8
326*00;Einfacher Ladendiebstahl;8121;Heilbronn;SK;577;456;11;1.9;0;0;557;96.5;508;308;200;221;43.5
326*00;Einfacher Ladendiebstahl;8125;Heilbronn;LK;531;153;7;1.3;0;0;504;94.9;511;360;151;287;56.2
326*00;Einfacher Ladendiebstahl;8126;Hohenlohekreis;LK;175;155;2;1.1;0;0;162;92.6;159;88;71;48;30.2
326*00;Einfacher Ladendiebstahl;8127;Schwäbisch Hall;LK;298;151;8;2.7;0;0;267;89.6;260;149;111;114;43.8
326*00;Einfacher Ladendiebstahl;8128;Main-Tauber-Kreis;LK;224;169;3;1.3;0;0;204;91.1;181;112;69;55;30.4
326*00;Einfacher Ladendiebstahl;8135;Heidenheim;LK;245;184;11;4.5;0;0;219;89.4;219;132;87;76;34.7
326*00;Einfacher Ladendiebstahl;8136;Ostalbkreis;LK;455;145;6;1.3;0;0;409;89.9;388;257;131;149;38.4
326*00;Einfacher Ladendiebstahl;8211;Baden-Baden;SK;247;445;4;1.6;0;0;227;91.9;175;113;62;88;50.3
326*00;Einfacher Ladendiebstahl;8212;Karlsruhe;SK;1,152;373;29;2.5;0;0;1,059;91.9;881;543;338;396;44.9
326*00;Einfacher Ladendiebstahl;8215;Karlsruhe;LK;507;113;10;2;0;0;433;85.4;441;267;174;186;42.2
326*00;Einfacher Ladendiebstahl;8216;Rastatt;LK;337;145;9;2.7;0;0;306;90.8;309;187;122;143;46.3
326*00;Einfacher Ladendiebstahl;8221;Heidelberg;SK;943;594;8;0.8;0;0;880;93.3;803;567;236;434;54
326*00;Einfacher Ladendiebstahl;8222;Mannheim;SK;1,101;355;16;1.5;0;0;1,001;90.9;935;560;375;475;50.8
326*00;Einfacher Ladendiebstahl;8225;Neckar-Odenwald-Kreis;LK;112;78;3;2.7;0;0;104;92.9;117;67;50;37;31.6
326*00;Einfacher Ladendiebstahl;8226;Rhein-Neckar-Kreis;LK;618;113;12;1.9;0;0;547;88.5;560;348;212;216;38.6
326*00;Einfacher Ladendiebstahl;8231;Pforzheim;SK;613;486;10;1.6;0;0;593;96.7;542;365;177;292;53.9
326*00;Einfacher Ladendiebstahl;8235;Calw;LK;178;111;5;2.8;0;0;161;90.4;165;102;63;57;34.5
326*00;Einfacher Ladendiebstahl;8236;Enzkreis;LK;72;36;3;4.2;0;0;62;86.1;65;52;13;35;53.8
326*00;Einfacher Ladendiebstahl;8237;Freudenstadt;LK;150;127;7;4.7;0;0;139;92.7;138;100;38;63;45.7
326*00;Einfacher Ladendiebstahl;8311;Freiburg im Breisgau;SK;1,384;599;25;1.8;0;0;1,324;95.7;1,076;659;417;450;41.8
326*00;Einfacher Ladendiebstahl;8315;Breisgau-Hochschwarzwald;LK;209;79;1;0.5;0;0;182;87.1;177;107;70;69;39
326*00;Einfacher Ladendiebstahl;8316;Emmendingen;LK;239;143;3;1.3;0;0;217;90.8;216;136;80;69;31.9
326*00;Einfacher Ladendiebstahl;8317;Ortenaukreis;LK;1,129;261;25;2.2;0;0;1,024;90.7;882;499;383;484;54.9
326*00;Einfacher Ladendiebstahl;8325;Rottweil;LK;174;124;1;0.6;0;0;167;96;180;114;66;71;39.4
326*00;Einfacher Ladendiebstahl;8326;Schwarzwald-Baar-Kreis;LK;423;199;5;1.2;0;0;393;92.9;387;224;163;171;44.2
326*00;Einfacher Ladendiebstahl;8327;Tuttlingen;LK;248;175;2;0.8;0;0;228;91.9;214;133;81;89;41.6
326*00;Einfacher Ladendiebstahl;8335;Konstanz;LK;813;283;13;1.6;0;0;724;89.1;669;375;294;279;41.7
326*00;Einfacher Ladendiebstahl;8336;Lörrach;LK;649;284;15;2.3;0;0;622;95.8;529;334;195;291;55
326*00;Einfacher Ladendiebstahl;8337;Waldshut;LK;383;224;13;3.4;0;0;353;92.2;299;167;132;129;43.1
326*00;Einfacher Ladendiebstahl;8415;Reutlingen;LK;694;241;14;2;0;0;633;91.2;552;341;211;224;40.6
326*00;Einfacher Ladendiebstahl;8416;Tübingen;LK;482;211;4;0.8;0;0;462;95.9;359;218;141;128;35.7
326*00;Einfacher Ladendiebstahl;8417;Zollernalbkreis;LK;235;124;5;2.1;0;0;215;91.5;196;122;74;90;45.9
326*00;Einfacher Ladendiebstahl;8421;Ulm;SK;713;564;7;1;0;0;638;89.5;531;345;186;198;37.3
326*00;Einfacher Ladendiebstahl;8425;Alb-Donau-Kreis;LK;161;81;6;3.7;0;0;134;83.2;147;96;51;51;34.7
326*00;Einfacher Ladendiebstahl;8426;Biberach;LK;269;133;3;1.1;0;0;228;84.8;224;147;77;86;38.4
326*00;Einfacher Ladendiebstahl;8435;Bodenseekreis;LK;391;179;8;2;0;0;326;83.4;305;198;107;104;34.1
326*00;Einfacher Ladendiebstahl;8436;Ravensburg;LK;588;206;9;1.5;0;0;543;92.3;460;286;174;158;34.3
326*00;Einfacher Ladendiebstahl;8437;Sigmaringen;LK;333;254;5;1.5;0;0;308;92.5;258;187;71;148;57.4
326*00;Einfacher Ladendiebstahl;9161;Ingolstadt;KfS;559;408;15;2.7;0;0;509;91.1;446;270;176;274;61.4
326*00;Einfacher Ladendiebstahl;9162;München;KfS;4,807;323;110;2.3;0;0;4,494;93.5;3,877;2,172;1,705;1,960;50.6
326*00;Einfacher Ladendiebstahl;9163;Rosenheim;KfS;189;297;11;5.8;0;0;171;90.5;181;89;92;61;33.7
326*00;Einfacher Ladendiebstahl;9171;Altötting;LK;140;125;6;4.3;0;0;128;91.4;138;83;55;51;37
326*00;Einfacher Ladendiebstahl;9172;Berchtesgadener Land;LK;169;159;5;3;0;0;155;91.7;155;84;71;66;42.6
326*00;Einfacher Ladendiebstahl;9173;Bad Tölz-Wolfratshausen;LK;86;67;6;7;0;0;85;98.8;95;60;35;34;35.8
326*00;Einfacher Ladendiebstahl;9174;Dachau;LK;151;97;6;4;0;0;136;90.1;138;74;64;62;44.9
326*00;Einfacher Ladendiebstahl;9175;Ebersberg;LK;121;84;4;3.3;0;0;106;87.6;113;61;52;56;49.6
326*00;Einfacher Ladendiebstahl;9176;Eichstätt;LK;83;62;2;2.4;0;0;75;90.4;73;46;27;25;34.2
326*00;Einfacher Ladendiebstahl;9177;Erding;LK;183;132;12;6.6;0;0;176;96.2;164;119;45;80;48.8
326*00;Einfacher Ladendiebstahl;9178;Freising;LK;172;95;8;4.7;0;0;168;97.7;174;109;65;83;47.7
326*00;Einfacher Ladendiebstahl;9179;Fürstenfeldbruck;LK;168;77;9;5.4;0;0;139;82.7;150;95;55;57;38
326*00;Einfacher Ladendiebstahl;9180;Garmisch-Partenkirchen;LK;110;125;6;5.5;0;0;103;93.6;78;42;36;37;47.4
326*00;Einfacher Ladendiebstahl;9181;Landsberg am Lech;LK;89;74;1;1.1;0;0;76;85.4;75;38;37;17;22.7
326*00;Einfacher Ladendiebstahl;9182;Miesbach;LK;79;79;3;3.8;0;0;73;92.4;70;43;27;25;35.7
326*00;Einfacher Ladendiebstahl;9183;Mühldorf a.Inn;LK;143;123;7;4.9;0;0;131;91.6;142;82;60;66;46.5
326*00;Einfacher Ladendiebstahl;9184;München;LK;320;92;14;4.4;0;0;308;96.3;330;175;155;121;36.7
326*00;Einfacher Ladendiebstahl;9185;Neuburg-Schrobenhausen;LK;69;71;0;0;0;0;66;95.7;61;35;26;25;41
326*00;Einfacher Ladendiebstahl;9186;Pfaffenhofen a.d.Ilm;LK;78;60;2;2.6;0;0;71;91;78;47;31;31;39.7
326*00;Einfacher Ladendiebstahl;9187;Rosenheim;LK;169;65;6;3.6;0;0;160;94.7;158;73;85;34;21.5
326*00;Einfacher Ladendiebstahl;9188;Starnberg;LK;104;76;7;6.7;0;0;94;90.4;97;52;45;35;36.1
326*00;Einfacher Ladendiebstahl;9189;Traunstein;LK;118;66;11;9.3;0;0;111;94.1;107;60;47;30;28
326*00;Einfacher Ladendiebstahl;9190;Weilheim-Schongau;LK;96;71;3;3.1;0;0;87;90.6;86;50;36;20;23.3
326*00;Einfacher Ladendiebstahl;9261;Landshut;KfS;207;283;7;3.4;0;0;190;91.8;182;103;79;85;46.7
326*00;Einfacher Ladendiebstahl;9262;Passau;KfS;225;429;11;4.9;0;0;206;91.6;186;111;75;88;47.3
326*00;Einfacher Ladendiebstahl;9263;Straubing;KfS;195;410;16;8.2;0;0;177;90.8;163;92;71;48;29.4
326*00;Einfacher Ladendiebstahl;9271;Deggendorf;LK;351;294;20;5.7;0;0;323;92;320;214;106;191;59.7
326*00;Einfacher Ladendiebstahl;9272;Freyung-Grafenau;LK;41;52;2;4.9;0;0;39;95.1;37;19;18;13;35.1
326*00;Einfacher Ladendiebstahl;9273;Kelheim;LK;67;54;3;4.5;0;0;62;92.5;73;36;37;29;39.7
326*00;Einfacher Ladendiebstahl;9274;Landshut;LK;77;48;3;3.9;0;0;69;89.6;72;42;30;28;38.9
326*00;Einfacher Ladendiebstahl;9275;Passau;LK;106;55;5;4.7;0;0;94;88.7;94;60;34;29;30.9
326*00;Einfacher Ladendiebstahl;9276;Regen;LK;43;56;3;7;0;0;40;93;42;25;17;10;23.8
326*00;Einfacher Ladendiebstahl;9277;Rottal-Inn;LK;110;90;8;7.3;0;0;83;75.5;81;40;41;26;32.1
326*00;Einfacher Ladendiebstahl;9278;Straubing-Bogen;LK;43;42;3;7;0;0;36;83.7;41;22;19;12;29.3
326*00;Einfacher Ladendiebstahl;9279;Dingolfing-Landau;LK;94;97;4;4.3;0;0;74;78.7;75;57;18;36;48
326*00;Einfacher Ladendiebstahl;9361;Amberg;KfS;125;297;4;3.2;0;0;120;96;131;65;66;36;27.5
326*00;Einfacher Ladendiebstahl;9362;Regensburg;KfS;1,120;736;15;1.3;0;0;1,066;95.2;909;576;333;339;37.3
326*00;Einfacher Ladendiebstahl;9363;Weiden i.d.OPf.;KfS;175;411;7;4;0;0;158;90.3;146;80;66;56;38.4
326*00;Einfacher Ladendiebstahl;9371;Amberg-Sulzbach;LK;80;78;2;2.5;0;0;77;96.3;71;40;31;17;23.9
326*00;Einfacher Ladendiebstahl;9372;Cham;LK;98;77;3;3.1;0;0;90;91.8;91;49;42;35;38.5
326*00;Einfacher Ladendiebstahl;9373;Neumarkt i.d.OPf.;LK;140;104;2;1.4;0;0;123;87.9;127;79;48;41;32.3
326*00;Einfacher Ladendiebstahl;9374;Neustadt a.d.Waldnaab;LK;37;39;2;5.4;0;0;36;97.3;43;27;16;10;23.3
326*00;Einfacher Ladendiebstahl;9375;Regensburg;LK;189;97;4;2.1;0;0;175;92.6;188;99;89;58;30.9
326*00;Einfacher Ladendiebstahl;9376;Schwandorf;LK;188;127;5;2.7;0;0;172;91.5;168;90;78;59;35.1
326*00;Einfacher Ladendiebstahl;9377;Tirschenreuth;LK;118;165;4;3.4;0;0;58;49.2;63;31;32;20;31.7
326*00;Einfacher Ladendiebstahl;9461;Bamberg;KfS;722;942;13;1.8;0;0;679;94;541;357;184;339;62.7
326*00;Einfacher Ladendiebstahl;9462;Bayreuth;KfS;216;292;7;3.2;0;0;195;90.3;189;111;78;61;32.3
326*00;Einfacher Ladendiebstahl;9463;Coburg;KfS;121;296;3;2.5;0;0;107;88.4;105;59;46;28;26.7
326*00;Einfacher Ladendiebstahl;9464;Hof;KfS;186;412;11;5.9;0;0;166;89.2;159;94;65;72;45.3
326*00;Einfacher Ladendiebstahl;9471;Bamberg;LK;153;104;6;3.9;0;0;129;84.3;129;92;37;74;57.4
326*00;Einfacher Ladendiebstahl;9472;Bayreuth;LK;24;23;0;0;0;0;20;83.3;27;19;8;10;37
326*00;Einfacher Ladendiebstahl;9473;Coburg;LK;90;104;2;2.2;0;0;82;91.1;84;56;28;19;22.6
326*00;Einfacher Ladendiebstahl;9474;Forchheim;LK;138;118;10;7.2;0;0;124;89.9;134;81;53;59;44
326*00;Einfacher Ladendiebstahl;9475;Hof;LK;69;73;0;0;0;0;65;94.2;68;38;30;19;27.9
326*00;Einfacher Ladendiebstahl;9476;Kronach;LK;56;84;0;0;0;0;48;85.7;53;32;21;17;32.1
326*00;Einfacher Ladendiebstahl;9477;Kulmbach;LK;94;132;3;3.2;0;0;86;91.5;86;49;37;21;24.4
326*00;Einfacher Ladendiebstahl;9478;Lichtenfels;LK;120;180;3;2.5;0;0;105;87.5;104;73;31;29;27.9
326*00;Einfacher Ladendiebstahl;9479;Wunsiedel i.Fichtelgebirge;LK;99;138;7;7.1;0;0;85;85.9;90;52;38;43;47.8
326*00;Einfacher Ladendiebstahl;9561;Ansbach;KfS;175;420;8;4.6;0;0;157;89.7;142;83;59;56;39.4
326*00;Einfacher Ladendiebstahl;9562;Erlangen;KfS;366;326;7;1.9;0;0;339;92.6;335;197;138;133;39.7
326*00;Einfacher Ladendiebstahl;9563;Fürth;KfS;356;278;5;1.4;0;0;337;94.7;341;168;173;178;52.2
326*00;Einfacher Ladendiebstahl;9564;Nürnberg;KfS;2,730;530;39;1.4;0;0;2,560;93.8;2,318;1,421;897;1,207;52.1
326*00;Einfacher Ladendiebstahl;9565;Schwabach;KfS;82;200;4;4.9;0;0;76;92.7;83;48;35;38;45.8
326*00;Einfacher Ladendiebstahl;9571;Ansbach;LK;113;61;3;2.7;0;0;85;75.2;91;44;47;34;37.4
326*00;Einfacher Ladendiebstahl;9572;Erlangen-Höchstadt;LK;150;109;1;0.7;0;0;132;88;135;80;55;51;37.8
326*00;Einfacher Ladendiebstahl;9573;Fürth;LK;126;106;5;4;0;0;109;86.5;116;82;34;51;44
326*00;Einfacher Ladendiebstahl;9574;Nürnberger Land;LK;122;71;9;7.4;0;0;111;91;119;80;39;39;32.8
326*00;Einfacher Ladendiebstahl;9575;Neustadt a.d.Aisch-Bad Windsheim;LK;87;86;1;1.1;0;0;77;88.5;76;39;37;28;36.8
326*00;Einfacher Ladendiebstahl;9576;Roth;LK;66;52;3;4.5;0;0;61;92.4;63;41;22;15;23.8
326*00;Einfacher Ladendiebstahl;9577;Weißenburg-Gunzenhausen;LK;71;75;1;1.4;0;0;64;90.1;73;44;29;34;46.6
326*00;Einfacher Ladendiebstahl;9661;Aschaffenburg;KfS;359;507;5;1.4;0;0;329;91.6;306;156;150;102;33.3
326*00;Einfacher Ladendiebstahl;9662;Schweinfurt;KfS;448;840;2;0.4;0;0;396;88.4;335;257;78;208;62.1
326*00;Einfacher Ladendiebstahl;9663;Würzburg;KfS;556;438;15;2.7;0;0;503;90.5;442;285;157;177;40
326*00;Einfacher Ladendiebstahl;9671;Aschaffenburg;LK;58;33;1;1.7;0;0;44;75.9;39;29;10;15;38.5
326*00;Einfacher Ladendiebstahl;9672;Bad Kissingen;LK;104;101;3;2.9;0;0;94;90.4;102;55;47;30;29.4
326*00;Einfacher Ladendiebstahl;9673;Rhön-Grabfeld;LK;88;111;0;0;0;0;72;81.8;73;50;23;28;38.4
326*00;Einfacher Ladendiebstahl;9674;Haßberge;LK;52;62;1;1.9;0;0;40;76.9;43;25;18;15;34.9
326*00;Einfacher Ladendiebstahl;9675;Kitzingen;LK;86;94;2;2.3;0;0;82;95.3;84;55;29;38;45.2
326*00;Einfacher Ladendiebstahl;9676;Miltenberg;LK;104;81;4;3.8;0;0;95;91.3;96;65;31;30;31.3
326*00;Einfacher Ladendiebstahl;9677;Main-Spessart;LK;89;71;2;2.2;0;0;78;87.6;77;48;29;18;23.4
326*00;Einfacher Ladendiebstahl;9678;Schweinfurt;LK;144;125;5;3.5;0;0;131;91;133;110;23;102;76.7
326*00;Einfacher Ladendiebstahl;9679;Würzburg;LK;80;49;2;2.5;0;0;72;90;73;45;28;25;34.2
326*00;Einfacher Ladendiebstahl;9761;Augsburg;KfS;981;332;25;2.5;0;0;929;94.7;843;504;339;338;40.1
326*00;Einfacher Ladendiebstahl;9762;Kaufbeuren;KfS;100;224;5;5;0;0;95;95;98;54;44;29;29.6
326*00;Einfacher Ladendiebstahl;9763;Kempten (Allgäu);KfS;180;261;4;2.2;0;0;176;97.8;183;109;74;45;24.6
326*00;Einfacher Ladendiebstahl;9764;Memmingen;KfS;138;311;4;2.9;0;0;122;88.4;122;72;50;60;49.2
326*00;Einfacher Ladendiebstahl;9771;Aichach-Friedberg;LK;91;67;4;4.4;0;0;78;85.7;72;43;29;22;30.6
326*00;Einfacher Ladendiebstahl;9772;Augsburg;LK;317;124;13;4.1;0;0;285;89.9;305;207;98;129;42.3
326*00;Einfacher Ladendiebstahl;9773;Dillingen a.d.Donau;LK;67;69;2;3;0;0;62;92.5;66;36;30;17;25.8
326*00;Einfacher Ladendiebstahl;9774;Günzburg;LK;136;107;6;4.4;0;0;112;82.4;121;73;48;54;44.6
326*00;Einfacher Ladendiebstahl;9775;Neu-Ulm;LK;345;196;13;3.8;0;0;298;86.4;285;193;92;138;48.4
326*00;Einfacher Ladendiebstahl;9776;Lindau (Bodensee);LK;87;106;3;3.4;0;0;81;93.1;84;42;42;35;41.7
326*00;Einfacher Ladendiebstahl;9777;Ostallgäu;LK;88;62;3;3.4;0;0;79;89.8;88;50;38;21;23.9
326*00;Einfacher Ladendiebstahl;9778;Unterallgäu;LK;52;36;0;0;0;0;43;82.7;44;24;20;17;38.6
326*00;Einfacher Ladendiebstahl;9779;Donau-Ries;LK;158;118;3;1.9;0;0;140;88.6;151;99;52;41;27.2
326*00;Einfacher Ladendiebstahl;9780;Oberallgäu;LK;92;59;3;3.3;0;0;85;92.4;91;53;38;20;22
326*00;Einfacher Ladendiebstahl;10041;Regionalverband Saarbrücken;RV;1,509;461;51;3.4;0;0;1,349;89.4;1,294;685;609;571;44.1
