1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
------;Straftaten insgesamt;3155;Northeim;LK;6,478;4,916;415;6.4;12;7;4,429;68.4;3,277;2,465;812;649;19.8
------;Straftaten insgesamt;3157;Peine;LK;6,617;4,871;353;5.3;8;10;4,346;65.7;2,982;2,281;701;820;27.5
------;Straftaten insgesamt;3158;Wolfenbüttel;LK;4,155;3,481;304;7.3;7;7;2,472;59.5;2,063;1,528;535;363;17.6
------;Straftaten insgesamt;3159;Göttingen;LK;20,740;6,403;1,459;7;17;17;13,666;65.9;9,173;6,816;2,357;2,395;26.1
------;Straftaten insgesamt;3241;Region Hannover;LK;96,337;8,338;5,822;6;81;77;61,571;63.9;38,041;29,005;9,036;14,204;37.3
------;Straftaten insgesamt;3251;Diepholz;LK;10,496;4,813;846;8.1;15;23;7,174;68.3;5,157;4,006;1,151;1,406;27.3
------;Straftaten insgesamt;3252;Hameln-Pyrmont;LK;7,155;4,816;443;6.2;3;10;5,119;71.5;3,824;2,896;928;1,042;27.2
------;Straftaten insgesamt;3254;Hildesheim;LK;14,891;5,406;1,046;7;26;19;9,568;64.3;6,598;4,948;1,650;1,700;25.8
------;Straftaten insgesamt;3255;Holzminden;LK;3,399;4,841;192;5.6;6;3;2,495;73.4;1,838;1,379;459;335;18.2
------;Straftaten insgesamt;3256;Nienburg (Weser);LK;6,058;4,980;415;6.9;13;8;4,110;67.8;2,873;2,201;672;670;23.3
------;Straftaten insgesamt;3257;Schaumburg;LK;7,853;4,958;453;5.8;11;9;5,171;65.8;3,775;2,851;924;991;26.3
------;Straftaten insgesamt;3351;Celle;LK;10,298;5,741;592;5.7;15;15;7,124;69.2;4,785;3,477;1,308;1,013;21.2
------;Straftaten insgesamt;3352;Cuxhaven;LK;9,835;4,947;563;5.7;10;12;6,486;65.9;4,547;3,452;1,095;978;21.5
------;Straftaten insgesamt;3353;Harburg;LK;12,594;4,919;808;6.4;14;41;7,573;60.1;5,866;4,642;1,224;1,917;32.7
------;Straftaten insgesamt;3354;Lüchow-Dannenberg;LK;2,412;4,973;155;6.4;2;1;1,802;74.7;1,362;1,024;338;183;13.4
------;Straftaten insgesamt;3355;Lüneburg;LK;11,915;6,467;705;5.9;15;12;7,267;61;4,694;3,561;1,133;989;21.1
------;Straftaten insgesamt;3356;Osterholz;LK;4,362;3,805;282;6.5;8;10;2,688;61.6;2,204;1,649;555;452;20.5
------;Straftaten insgesamt;3357;Rotenburg (Wümme);LK;8,119;4,936;453;5.6;8;14;5,545;68.3;3,900;3,033;867;879;22.5
------;Straftaten insgesamt;3358;Heidekreis;LK;10,339;7,339;749;7.2;15;18;6,998;67.7;5,032;3,824;1,208;1,483;29.5
------;Straftaten insgesamt;3359;Stade;LK;9,630;4,689;581;6;3;16;6,408;66.5;4,424;3,352;1,072;1,225;27.7
------;Straftaten insgesamt;3360;Uelzen;LK;4,679;5,055;250;5.3;4;9;3,352;71.6;2,347;1,737;610;436;18.6
------;Straftaten insgesamt;3361;Verden;LK;6,524;4,742;426;6.5;5;7;4,430;67.9;3,554;2,716;838;988;27.8
------;Straftaten insgesamt;3401;Delmenhorst;KfS;4,819;6,218;385;8;2;6;3,195;66.3;2,447;1,875;572;854;34.9
------;Straftaten insgesamt;3402;Emden;KfS;3,558;7,134;252;7.1;1;8;2,278;64;1,400;1,084;316;295;21.1
------;Straftaten insgesamt;3403;Oldenburg (Oldenburg);KfS;11,517;6,790;672;5.8;15;13;7,075;61.4;4,816;3,623;1,193;1,248;25.9
------;Straftaten insgesamt;3404;Osnabrück;KfS;14,448;8,798;1,282;8.9;15;9;8,429;58.3;5,999;4,602;1,397;1,981;33
------;Straftaten insgesamt;3405;Wilhelmshaven;KfS;7,980;10,613;672;8.4;8;8;5,530;69.3;3,036;2,254;782;624;20.6
------;Straftaten insgesamt;3451;Ammerland;LK;4,121;3,280;221;5.4;3;7;2,491;60.4;2,034;1,557;477;387;19
------;Straftaten insgesamt;3452;Aurich;LK;9,137;4,804;489;5.4;8;15;6,222;68.1;4,314;3,258;1,056;666;15.4
------;Straftaten insgesamt;3453;Cloppenburg;LK;6,462;3,743;472;7.3;10;17;4,307;66.7;3,457;2,609;848;1,046;30.3
------;Straftaten insgesamt;3454;Emsland;LK;15,785;4,799;986;6.2;21;19;10,420;66;7,259;5,636;1,623;2,185;30.1
------;Straftaten insgesamt;3455;Friesland;LK;4,117;4,160;239;5.8;7;6;2,728;66.3;2,094;1,575;519;339;16.2
------;Straftaten insgesamt;3456;Grafschaft Bentheim;LK;6,827;4,951;310;4.5;10;9;4,694;68.8;3,999;3,220;779;1,759;44
------;Straftaten insgesamt;3457;Leer;LK;8,626;5,030;411;4.8;12;12;6,203;71.9;4,399;3,417;982;993;22.6
------;Straftaten insgesamt;3458;Oldenburg;LK;5,404;4,111;436;8.1;3;11;3,373;62.4;2,750;2,195;555;898;32.7
------;Straftaten insgesamt;3459;Osnabrück;LK;14,304;3,979;1,265;8.8;12;28;9,296;65;7,185;5,539;1,646;2,242;31.2
------;Straftaten insgesamt;3460;Vechta;LK;5,556;3,866;350;6.3;10;6;3,411;61.4;2,819;2,196;623;1,065;37.8
------;Straftaten insgesamt;3461;Wesermarsch;LK;4,117;4,651;213;5.2;2;2;3,006;73;2,214;1,646;568;418;18.9
------;Straftaten insgesamt;3462;Wittmund;LK;2,684;4,677;186;6.9;1;4;1,989;74.1;1,332;961;371;148;11.1
------;Straftaten insgesamt;4011;Bremen;KfS;63,146;11,145;6,660;10.5;59;30;30,592;48.4;18,755;14,587;4,168;8,078;43.1
------;Straftaten insgesamt;4012;Bremerhaven;KfS;12,355;10,880;1,344;10.9;18;19;6,182;50;3,924;3,012;912;1,253;31.9
------;Straftaten insgesamt;5111;Düsseldorf;KfS;57,336;9,240;4,103;7.2;31;20;27,882;48.6;21,837;16,705;5,132;10,206;46.7
------;Straftaten insgesamt;5112;Duisburg;KfS;43,311;8,734;3,175;7.3;53;62;24,695;57;17,629;13,180;4,449;7,169;40.7
------;Straftaten insgesamt;5113;Essen;KfS;46,440;7,974;4,373;9.4;53;18;22,180;47.8;16,432;12,364;4,068;6,092;37.1
------;Straftaten insgesamt;5114;Krefeld;KfS;20,435;9,008;1,393;6.8;21;13;11,312;55.4;7,696;5,641;2,055;2,752;35.8
------;Straftaten insgesamt;5116;Mönchengladbach;KfS;22,432;8,639;1,639;7.3;23;10;13,789;61.5;8,601;6,452;2,149;2,900;33.7
------;Straftaten insgesamt;5117;Mülheim an der Ruhr;KfS;10,506;6,147;965;9.2;14;9;4,983;47.4;4,026;2,976;1,050;1,413;35.1
------;Straftaten insgesamt;5119;Oberhausen;KfS;14,088;6,722;812;5.8;15;10;8,701;61.8;6,502;4,825;1,677;2,221;34.2
------;Straftaten insgesamt;5120;Remscheid;KfS;6,951;6,233;497;7.2;5;6;3,951;56.8;3,024;2,223;801;970;32.1
------;Straftaten insgesamt;5122;Solingen;KfS;10,080;6,332;729;7.2;14;9;5,287;52.5;4,133;3,059;1,074;1,356;32.8
------;Straftaten insgesamt;5124;Wuppertal;KfS;27,753;7,818;1,971;7.1;20;13;14,459;52.1;11,333;8,489;2,844;4,397;38.8
------;Straftaten insgesamt;5154;Kleve;K;18,232;5,814;1,300;7.1;21;28;10,283;56.4;8,581;6,890;1,691;3,552;41.4
------;Straftaten insgesamt;5158;Mettmann;K;25,692;5,305;2,126;8.3;25;19;13,955;54.3;10,527;7,973;2,554;3,034;28.8
------;Straftaten insgesamt;5162;Rhein-Kreis Neuss;K;23,161;5,124;1,539;6.6;39;38;13,084;56.5;9,993;7,611;2,382;2,885;28.9
------;Straftaten insgesamt;5166;Viersen;K;17,206;5,763;1,456;8.5;17;22;10,027;58.3;8,309;6,513;1,796;2,599;31.3
------;Straftaten insgesamt;5170;Wesel;K;23,653;5,141;2,202;9.3;31;30;12,302;52;9,285;7,047;2,238;2,161;23.3
------;Straftaten insgesamt;5314;Bonn;KfS;27,706;8,381;2,297;8.3;31;10;13,113;47.3;9,559;7,278;2,281;3,245;33.9
------;Straftaten insgesamt;5315;Köln;KfS;109,956;10,148;8,892;8.1;122;51;56,094;51;38,667;29,095;9,572;16,525;42.7
------;Straftaten insgesamt;5316;Leverkusen;KfS;9,579;5,844;905;9.4;12;5;4,913;51.3;3,772;2,796;976;1,208;32
------;Straftaten insgesamt;5334;Aachen;K;43,100;7,743;3,076;7.1;56;50;23,599;54.8;17,107;12,978;4,129;7,025;41.1
------;Straftaten insgesamt;5358;Düren;K;14,486;5,464;1,233;8.5;12;17;7,946;54.9;6,216;4,682;1,534;1,669;26.9
------;Straftaten insgesamt;5362;Rhein-Erft-Kreis;K;31,064;6,615;2,438;7.8;54;34;15,969;51.4;12,569;9,551;3,018;3,742;29.8
------;Straftaten insgesamt;5366;Euskirchen;K;9,611;4,945;634;6.6;15;30;5,538;57.6;4,208;3,220;988;958;22.8
------;Straftaten insgesamt;5370;Heinsberg;K;13,108;5,111;874;6.7;21;40;7,603;58;5,722;4,317;1,405;1,449;25.3
------;Straftaten insgesamt;5374;Oberbergischer Kreis;K;10,610;3,905;726;6.8;21;28;6,583;62;5,012;3,741;1,271;1,105;22
------;Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;K;12,926;4,563;1,127;8.7;18;19;7,165;55.4;5,553;4,178;1,375;1,328;23.9
------;Straftaten insgesamt;5382;Rhein-Sieg-Kreis;K;27,951;4,656;2,255;8.1;34;39;14,636;52.4;11,768;8,981;2,787;3,163;26.9
------;Straftaten insgesamt;5512;Bottrop;KfS;7,081;6,032;539;7.6;14;14;3,439;48.6;2,829;2,073;756;733;25.9
------;Straftaten insgesamt;5513;Gelsenkirchen;KfS;20,081;7,750;1,603;8;19;13;10,750;53.5;8,555;6,389;2,166;3,302;38.6
------;Straftaten insgesamt;5515;Münster;KfS;26,313;8,316;1,848;7;18;11;11,632;44.2;7,932;6,186;1,746;2,785;35.1
------;Straftaten insgesamt;5554;Borken;K;21,807;5,864;1,409;6.5;36;36;13,060;59.9;8,740;6,804;1,936;2,351;26.9
------;Straftaten insgesamt;5558;Coesfeld;K;10,285;4,660;750;7.3;11;16;5,360;52.1;4,199;3,227;972;1,015;24.2
------;Straftaten insgesamt;5562;Recklinghausen;K;40,069;6,530;2,993;7.5;56;53;21,549;53.8;15,432;11,353;4,079;4,457;28.9
------;Straftaten insgesamt;5566;Steinfurt;K;21,700;4,842;1,334;6.1;14;34;12,028;55.4;8,868;6,871;1,997;2,491;28.1
------;Straftaten insgesamt;5570;Warendorf;K;12,694;4,576;946;7.5;14;29;7,477;58.9;5,717;4,373;1,344;1,731;30.3
------;Straftaten insgesamt;5711;Bielefeld;KfS;20,280;6,081;1,396;6.9;44;23;11,953;58.9;8,593;6,619;1,974;3,252;37.8
------;Straftaten insgesamt;5754;Gütersloh;K;15,652;4,290;1,142;7.3;17;27;9,151;58.5;7,255;5,608;1,647;2,626;36.2
------;Straftaten insgesamt;5758;Herford;K;11,267;4,497;858;7.6;20;13;6,441;57.2;5,096;3,908;1,188;1,409;27.6
------;Straftaten insgesamt;5762;Höxter;K;5,649;4,043;352;6.2;8;2;3,651;64.6;2,761;2,128;633;596;21.6
------;Straftaten insgesamt;5766;Lippe;K;12,983;3,742;975;7.5;18;18;7,994;61.6;6,279;4,699;1,580;1,541;24.5
------;Straftaten insgesamt;5770;Minden-Lübbecke;K;14,081;4,538;867;6.2;18;20;8,425;59.8;6,166;4,667;1,499;1,444;23.4
------;Straftaten insgesamt;5774;Paderborn;K;16,114;5,226;985;6.1;27;13;9,925;61.6;6,756;5,135;1,621;1,741;25.8
------;Straftaten insgesamt;5911;Bochum;KfS;26,051;7,148;1,885;7.2;18;21;14,287;54.8;10,094;7,681;2,413;3,211;31.8
------;Straftaten insgesamt;5913;Dortmund;KfS;55,249;9,401;4,245;7.7;56;37;31,816;57.6;21,497;16,149;5,348;9,352;43.5
------;Straftaten insgesamt;5914;Hagen;KfS;14,484;7,676;964;6.7;19;7;8,566;59.1;6,514;4,983;1,531;2,614;40.1
------;Straftaten insgesamt;5915;Hamm;KfS;14,687;8,207;1,137;7.7;17;10;8,226;56;5,615;4,346;1,269;2,064;36.8
------;Straftaten insgesamt;5916;Herne;KfS;12,190;7,767;912;7.5;8;6;6,607;54.2;4,728;3,563;1,165;1,573;33.3
------;Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;K;17,340;5,366;1,435;8.3;21;21;9,505;54.8;6,678;4,910;1,768;1,808;27.1
------;Straftaten insgesamt;5958;Hochsauerlandkreis;K;11,703;4,518;762;6.5;14;24;7,149;61.1;5,389;4,142;1,247;1,144;21.2
------;Straftaten insgesamt;5962;Märkischer Kreis;K;20,864;5,105;1,527;7.3;41;38;12,479;59.8;9,358;7,019;2,339;2,548;27.2
------;Straftaten insgesamt;5966;Olpe;K;5,066;3,799;347;6.8;10;7;3,272;64.6;2,399;1,833;566;633;26.4
------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;13,125;4,764;863;6.6;10;17;8,218;62.6;5,840;4,465;1,375;1,725;29.5
------;Straftaten insgesamt;5974;Soest;K;15,070;5,006;1,130;7.5;13;17;8,802;58.4;6,462;5,010;1,452;1,632;25.3
------;Straftaten insgesamt;5978;Unna;K;21,815;5,542;1,702;7.8;20;22;10,790;49.5;8,477;6,367;2,110;2,294;27.1
------;Straftaten insgesamt;6411;Darmstadt;KfS;9,160;5,755;636;6.9;9;2;5,716;62.4;4,127;3,228;899;1,636;39.6
------;Straftaten insgesamt;6412;Frankfurt am Main;KfS;96,449;12,622;6,003;6.2;29;32;63,160;65.5;41,375;29,936;11,439;27,126;65.6
------;Straftaten insgesamt;6413;Offenbach am Main;KfS;8,972;6,855;485;5.4;10;6;6,136;68.4;4,777;3,696;1,081;2,539;53.2
------;Straftaten insgesamt;6414;Wiesbaden;KfS;18,882;6,777;1,052;5.6;10;22;12,051;63.8;8,418;6,252;2,166;3,202;38
------;Straftaten insgesamt;6431;Bergstraße;LK;8,165;3,013;461;5.6;0;4;5,220;63.9;4,029;3,131;898;1,369;34
------;Straftaten insgesamt;6432;Darmstadt-Dieburg;LK;8,236;2,767;527;6.4;4;6;5,332;64.7;4,474;3,543;931;1,510;33.8
------;Straftaten insgesamt;6433;Groß-Gerau;LK;10,845;3,932;573;5.3;8;2;7,576;69.9;5,881;4,638;1,243;2,441;41.5
------;Straftaten insgesamt;6434;Hochtaunuskreis;LK;8,658;3,649;634;7.3;11;3;5,492;63.4;4,026;3,163;863;1,391;34.6
------;Straftaten insgesamt;6435;Main-Kinzig-Kreis;LK;16,386;3,886;1,005;6.1;16;15;11,824;72.2;8,955;6,691;2,264;3,493;39
------;Straftaten insgesamt;6436;Main-Taunus-Kreis;LK;9,429;3,941;636;6.7;9;2;6,084;64.5;4,559;3,593;966;1,673;36.7
------;Straftaten insgesamt;6437;Odenwaldkreis;LK;2,523;2,608;146;5.8;1;1;1,827;72.4;1,461;1,106;355;449;30.7
------;Straftaten insgesamt;6438;Offenbach;LK;14,498;4,066;915;6.3;14;19;9,236;63.7;6,818;5,389;1,429;2,831;41.5
------;Straftaten insgesamt;6439;Rheingau-Taunus-Kreis;LK;5,427;2,895;292;5.4;5;5;3,737;68.9;2,861;2,197;664;888;31
------;Straftaten insgesamt;6440;Wetteraukreis;LK;10,982;3,539;648;5.9;19;17;7,145;65.1;5,828;4,614;1,214;2,062;35.4
------;Straftaten insgesamt;6531;Gießen;LK;16,773;6,174;778;4.6;12;20;12,349;73.6;9,319;7,084;2,235;5,270;56.6
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;8,724;3,443;513;5.9;6;19;5,990;68.7;4,592;3,493;1,099;1,309;28.5
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;6,834;3,967;311;4.6;2;7;4,689;68.6;3,537;2,705;832;1,088;30.8
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;10,333;4,202;607;5.9;8;8;6,726;65.1;4,926;3,826;1,100;1,396;28.3
------;Straftaten insgesamt;6535;Vogelsbergkreis;LK;4,352;4,125;170;3.9;2;0;2,999;68.9;2,081;1,586;495;433;20.8
------;Straftaten insgesamt;6611;Kassel;KfS;16,848;8,380;1,170;6.9;13;6;10,093;59.9;6,746;5,275;1,471;2,581;38.3
------;Straftaten insgesamt;6631;Fulda;LK;8,314;3,728;716;8.6;5;8;5,937;71.4;4,119;3,263;856;1,367;33.2
------;Straftaten insgesamt;6632;Hersfeld-Rotenburg;LK;4,649;3,864;269;5.8;3;4;3,283;70.6;2,574;2,038;536;609;23.7
------;Straftaten insgesamt;6633;Kassel;LK;7,177;3,028;470;6.5;3;4;4,647;64.7;3,601;2,795;806;833;23.1
------;Straftaten insgesamt;6634;Schwalm-Eder-Kreis;LK;6,449;3,586;367;5.7;3;10;4,503;69.8;3,146;2,432;714;710;22.6
------;Straftaten insgesamt;6635;Waldeck-Frankenberg;LK;5,466;3,492;336;6.1;3;21;3,896;71.3;2,830;2,204;626;669;23.6
------;Straftaten insgesamt;6636;Werra-Meißner-Kreis;LK;3,971;3,969;209;5.3;4;7;2,599;65.4;1,921;1,427;494;358;18.6
------;Straftaten insgesamt;7111;Koblenz;KfS;10,567;9,319;458;4.3;8;2;5,246;49.6;4,218;3,191;1,027;1,392;33
------;Straftaten insgesamt;7131;Ahrweiler;LK;6,369;4,881;470;7.4;2;3;3,871;60.8;2,970;2,294;676;782;26.3
------;Straftaten insgesamt;7132;Altenkirchen (Westerwald);LK;5,411;4,192;360;6.7;6;12;3,824;70.7;2,721;2,054;667;489;18
------;Straftaten insgesamt;7133;Bad Kreuznach;LK;8,028;5,057;607;7.6;4;11;5,425;67.6;3,681;2,751;930;938;25.5
------;Straftaten insgesamt;7134;Birkenfeld;LK;3,887;4,809;211;5.4;0;3;2,728;70.2;1,970;1,405;565;435;22.1
------;Straftaten insgesamt;7135;Cochem-Zell;LK;2,184;3,547;131;6;1;5;1,476;67.6;1,204;940;264;215;17.9
------;Straftaten insgesamt;7137;Mayen-Koblenz;LK;8,830;4,111;531;6;4;23;5,966;67.6;4,413;3,381;1,032;847;19.2
------;Straftaten insgesamt;7138;Neuwied;LK;8,601;4,697;523;6.1;7;5;5,817;67.6;4,449;3,416;1,033;963;21.6
------;Straftaten insgesamt;7140;Rhein-Hunsrück-Kreis;LK;3,955;3,825;269;6.8;2;3;2,728;69;2,159;1,618;541;771;35.7
------;Straftaten insgesamt;7141;Rhein-Lahn-Kreis;LK;5,182;4,228;273;5.3;4;5;3,579;69.1;2,627;1,992;635;574;21.9
------;Straftaten insgesamt;7143;Westerwaldkreis;LK;8,490;4,186;487;5.7;8;10;5,856;69;4,220;3,255;965;919;21.8
------;Straftaten insgesamt;7211;Trier;KfS;10,161;9,181;431;4.2;3;1;7,179;70.7;5,316;3,913;1,403;2,776;52.2
------;Straftaten insgesamt;7231;Bernkastel-Wittlich;LK;4,357;3,867;258;5.9;4;4;3,121;71.6;2,358;1,769;589;586;24.9
------;Straftaten insgesamt;7232;Eifelkreis Bitburg-Prüm;LK;3,967;3,965;246;6.2;5;2;2,869;72.3;2,307;1,712;595;947;41
------;Straftaten insgesamt;7233;Vulkaneifel;LK;2,718;4,493;182;6.7;2;4;1,933;71.1;1,398;1,052;346;249;17.8
------;Straftaten insgesamt;7235;Trier-Saarburg;LK;5,507;3,658;313;5.7;4;10;3,863;70.1;3,148;2,477;671;1,267;40.2
------;Straftaten insgesamt;7311;Frankenthal (Pfalz);KfS;3,399;6,972;192;5.6;3;3;2,200;64.7;1,562;1,222;340;469;30
------;Straftaten insgesamt;7312;Kaiserslautern;KfS;10,441;10,476;555;5.3;3;7;7,299;69.9;4,440;3,258;1,182;1,163;26.2
------;Straftaten insgesamt;7313;Landau in der Pfalz;KfS;3,804;8,148;218;5.7;3;1;2,440;64.1;1,599;1,249;350;359;22.5
------;Straftaten insgesamt;7314;Ludwigshafen am Rhein;KfS;13,945;8,081;952;6.8;13;14;9,218;66.1;6,520;4,841;1,679;2,756;42.3
------;Straftaten insgesamt;7315;Mainz;KfS;14,553;6,703;821;5.6;10;6;9,105;62.6;6,185;4,723;1,462;2,323;37.6
------;Straftaten insgesamt;7316;Neustadt an der Weinstraße;KfS;3,359;6,301;211;6.3;1;0;2,219;66.1;1,567;1,178;389;431;27.5
------;Straftaten insgesamt;7317;Pirmasens;KfS;3,153;7,848;157;5;4;2;2,408;76.4;1,539;1,119;420;313;20.3
------;Straftaten insgesamt;7318;Speyer;KfS;5,730;11,293;285;5;6;7;4,247;74.1;3,291;2,371;920;2,038;61.9
------;Straftaten insgesamt;7319;Worms;KfS;5,477;6,563;315;5.8;7;5;3,463;63.2;2,585;1,963;622;920;35.6
------;Straftaten insgesamt;7320;Zweibrücken;KfS;2,312;6,800;106;4.6;3;2;1,710;74;1,169;876;293;222;19
------;Straftaten insgesamt;7331;Alzey-Worms;LK;4,621;3,535;217;4.7;4;5;2,964;64.1;2,221;1,750;471;584;26.3
------;Straftaten insgesamt;7332;Bad Dürkheim;LK;6,821;5,128;431;6.3;9;6;4,579;67.1;3,269;2,447;822;707;21.6
------;Straftaten insgesamt;7333;Donnersbergkreis;LK;3,063;4,055;167;5.5;1;1;2,207;72.1;1,669;1,239;430;342;20.5
------;Straftaten insgesamt;7334;Germersheim;LK;6,788;5,262;561;8.3;7;9;4,531;66.8;3,334;2,548;786;1,003;30.1
------;Straftaten insgesamt;7335;Kaiserslautern;LK;4,908;4,616;473;9.6;2;9;3,371;68.7;2,515;1,855;660;778;30.9
------;Straftaten insgesamt;7336;Kusel;LK;3,222;4,596;231;7.2;4;3;2,444;75.9;1,704;1,238;466;496;29.1
------;Straftaten insgesamt;7337;Südliche Weinstraße;LK;5,082;4,587;404;7.9;0;5;3,410;67.1;2,408;1,845;563;503;20.9
------;Straftaten insgesamt;7338;Rhein-Pfalz-Kreis;LK;6,136;3,965;500;8.1;5;4;3,884;63.3;3,022;2,279;743;815;27
------;Straftaten insgesamt;7339;Mainz-Bingen;LK;8,249;3,900;536;6.5;4;8;5,384;65.3;4,032;3,100;932;1,121;27.8
------;Straftaten insgesamt;7340;Südwestpfalz;LK;2,831;2,983;175;6.2;2;2;2,003;70.8;1,463;1,119;344;212;14.5
------;Straftaten insgesamt;8111;Stuttgart;SK;42,428;6,731;2,482;5.8;17;16;28,456;67.1;20,087;15,585;4,502;9,567;47.6
------;Straftaten insgesamt;8115;Böblingen;LK;14,813;3,770;1,082;7.3;13;4;9,809;66.2;7,424;5,726;1,698;3,097;41.7
------;Straftaten insgesamt;8116;Esslingen;LK;19,065;3,573;1,437;7.5;5;5;12,263;64.3;9,515;7,223;2,292;4,420;46.5
------;Straftaten insgesamt;8117;Göppingen;LK;8,369;3,234;492;5.9;6;8;5,476;65.4;4,264;3,238;1,026;1,571;36.8
------;Straftaten insgesamt;8118;Ludwigsburg;LK;20,077;3,684;1,306;6.5;11;17;12,918;64.3;9,729;7,490;2,239;3,879;39.9
------;Straftaten insgesamt;8119;Rems-Murr-Kreis;LK;15,593;3,649;1,153;7.4;5;10;9,940;63.7;7,433;5,670;1,763;2,713;36.5
------;Straftaten insgesamt;8121;Heilbronn;SK;6,997;5,533;436;6.2;2;6;4,688;67;3,690;2,872;818;1,701;46.1
------;Straftaten insgesamt;8125;Heilbronn;LK;9,271;2,677;542;5.8;7;16;6,014;64.9;4,967;3,927;1,040;1,769;35.6
------;Straftaten insgesamt;8126;Hohenlohekreis;LK;3,614;3,205;247;6.8;0;3;2,396;66.3;1,872;1,479;393;674;36
------;Straftaten insgesamt;8127;Schwäbisch Hall;LK;5,882;2,973;397;6.7;4;3;3,797;64.6;2,910;2,265;645;884;30.4
------;Straftaten insgesamt;8128;Main-Tauber-Kreis;LK;4,586;3,456;283;6.2;2;5;3,078;67.1;2,260;1,753;507;649;28.7
------;Straftaten insgesamt;8135;Heidenheim;LK;3,955;2,978;193;4.9;9;18;2,687;67.9;2,136;1,660;476;702;32.9
