1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;;;;;
Schluessel;Straftat;Gemeindeschluessel;Stadt-/Landkreis;Kreisart;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasste Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Auffklaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an der Gesamtzahl;;;;;
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5914;Hagen;KfS;373;198;54;14.5;2;5;308;82.6;363;307;56;171;47.1;836666;;5914;Hagen;188,686
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5915;Hamm;KfS;352;196;60;17;2;0;302;85.8;405;324;81;170;42;836666;;5915;Hamm;179,916
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5916;Herne;KfS;318;203;58;18.2;1;1;274;86.2;349;293;56;132;37.8;836666;;5916;Herne;156,449
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5954;Ennepe-Ruhr-Kreis;K;407;126;72;17.7;1;0;341;83.8;415;340;75;152;36.6;836666;;5954;Ennepe-Ruhr-Kreis;324,106
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5958;Hochsauerlandkreis;K;333;128;44;13.2;2;2;293;88;378;320;58;117;31;836666;;5958;Hochsauerlandkreis;259,777
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5962;Märkischer Kreis;K;546;133;82;15;1;2;487;89.2;654;530;124;229;35;836666;;5962;Märkischer Kreis;410,222
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5966;Olpe;K;165;123;32;19.4;0;1;143;86.7;175;158;17;65;37.1;836666;;5966;Olpe;133,955
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5970;Siegen-Wittgenstein;K;340;123;48;14.1;2;8;291;85.6;389;331;58;139;35.7;836666;;5970;Siegen-Wittgenstein;276,944
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5974;Soest;K;429;142;90;21;2;2;362;84.4;452;387;65;164;36.3;836666;;5974;Soest;301,785
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;5978;Unna;K;631;160;84;13.3;3;2;523;82.9;664;572;92;207;31.2;836666;;5978;Unna;394,891
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6411;Darmstadt;KfS;307;192;32;10.4;0;0;256;83.4;330;276;54;168;50.9;836666;;6411;Darmstadt;159,878
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6412;Frankfurt am Main;KfS;2,441;320;361;14.8;2;12;1,777;72.8;2,182;1,809;373;1,169;53.6;836666;;6412;Frankfurt am Main;763,380
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6413;Offenbach am Main;KfS;229;176;27;11.8;0;1;200;87.3;281;234;47;153;54.4;836666;;6413;Offenbach am Main;130,280
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6414;Wiesbaden;KfS;770;277;101;13.1;0;1;679;88.2;813;661;152;316;38.9;836666;;6414;Wiesbaden;278,474
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6431;Bergstraße;LK;192;71;19;9.9;0;0;175;91.1;224;184;40;101;45.1;836666;;6431;Bergstraße;270,340
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6432;Darmstadt-Dieburg;LK;267;90;28;10.5;1;2;244;91.4;326;266;60;156;47.9;836666;;6432;Darmstadt-Dieburg;297,844
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6433;Groß-Gerau;LK;353;128;42;11.9;0;2;321;90.9;400;340;60;193;48.3;836666;;6433;Groß-Gerau;275,726
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6434;Hochtaunuskreis;LK;312;132;61;19.6;0;1;297;95.2;352;297;55;142;40.3;836666;;6434;Hochtaunuskreis;236,914
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6435;Main-Kinzig-Kreis;LK;440;105;60;13.6;0;5;380;86.4;485;405;80;206;42.5;836666;;6435;Main-Kinzig-Kreis;420,552
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6436;Main-Taunus-Kreis;LK;296;124;47;15.9;1;1;257;86.8;298;246;52;140;47;836666;;6436;Main-Taunus-Kreis;238,558
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6437;Odenwaldkreis;LK;108;112;18;16.7;0;0;99;91.7;146;114;32;52;35.6;836666;;6437;Odenwaldkreis;96,703
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6438;Offenbach;LK;333;94;29;8.7;0;0;293;88;411;334;77;191;46.5;836666;;6438;Offenbach;355,813
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6439;Rheingau-Taunus-Kreis;LK;165;88;36;21.8;0;5;160;97;185;153;32;64;34.6;836666;;6439;Rheingau-Taunus-Kreis;187,160
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6440;Wetteraukreis;LK;302;98;45;14.9;0;5;270;89.4;308;247;61;118;38.3;836666;;6440;Wetteraukreis;308,339
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6531;Gießen;LK;435;161;67;15.4;2;4;382;87.8;491;415;76;233;47.5;836666;;6531;Gießen;270,688
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6532;Lahn-Dill-Kreis;LK;261;103;34;13;0;3;240;92;287;239;48;119;41.5;836666;;6532;Lahn-Dill-Kreis;253,319
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6533;Limburg-Weilburg;LK;222;129;17;7.7;0;2;194;87.4;247;201;46;89;36;836666;;6533;Limburg-Weilburg;171,912
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6534;Marburg-Biedenkopf;LK;241;98;48;19.9;0;0;211;87.6;269;235;34;108;40.1;836666;;6534;Marburg-Biedenkopf;247,084
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6535;Vogelsbergkreis;LK;125;118;14;11.2;0;2;108;86.4;132;108;24;29;22;836666;;6535;Vogelsbergkreis;105,643
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6611;Kassel;KfS;632;313;80;12.7;1;3;531;84;655;542;113;319;48.7;836666;;6611;Kassel;202,137
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6631;Fulda;LK;221;99;39;17.6;0;2;191;86.4;246;203;43;99;40.2;836666;;6631;Fulda;223,145
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6632;Hersfeld-Rotenburg;LK;137;113;35;25.5;0;2;130;94.9;159;142;17;55;34.6;836666;;6632;Hersfeld-Rotenburg;120,719
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6633;Kassel;LK;206;87;35;17;0;1;197;95.6;238;193;45;65;27.3;836666;;6633;Kassel;236,764
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6634;Schwalm-Eder-Kreis;LK;341;190;24;7;0;2;326;95.6;182;152;30;47;25.8;836666;;6634;Schwalm-Eder-Kreis;179,673
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6635;Waldeck-Frankenberg;LK;161;103;23;14.3;0;0;148;91.9;182;160;22;60;33;836666;;6635;Waldeck-Frankenberg;156,406
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;6636;Werra-Meißner-Kreis;LK;123;122;17;13.8;0;1;114;92.7;136;121;15;56;41.2;836666;;6636;Werra-Meißner-Kreis;100,629
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7111;Koblenz;KfS;352;309;40;11.4;0;0;269;76.4;393;308;85;121;30.8;836666;;7111;Koblenz;114,052
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7131;Ahrweiler;LK;123;95;22;17.9;0;1;111;90.2;132;114;18;48;36.4;836666;;7131;Ahrweiler;130,086
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7132;Altenkirchen (Westerwald);LK;195;151;31;15.9;0;1;179;91.8;222;181;41;55;24.8;836666;;7132;Altenkirchen (Westerwald);128,805
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7133;Bad Kreuznach;LK;230;145;41;17.8;0;0;197;85.7;261;216;45;94;36;836666;;7133;Bad Kreuznach;158,345
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7134;Birkenfeld;LK;132;163;21;15.9;0;0;116;87.9;150;115;35;47;31.3;836666;;7134;Birkenfeld;80,951
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7135;Cochem-Zell;LK;54;88;11;20.4;0;0;49;90.7;52;45;7;18;34.6;836666;;7135;Cochem-Zell;61,375
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7137;Mayen-Koblenz;LK;316;147;69;21.8;2;2;295;93.4;372;299;73;98;26.3;836666;;7137;Mayen-Koblenz;214,434
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7138;Neuwied;LK;245;134;33;13.5;0;1;226;92.2;286;236;50;76;26.6;836666;;7138;Neuwied;182,811
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7140;Rhein-Hunsrück-Kreis;LK;87;84;15;17.2;0;0;81;93.1;112;100;12;40;35.7;836666;;7140;Rhein-Hunsrück-Kreis;103,163
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7141;Rhein-Lahn-Kreis;LK;134;110;22;16.4;0;1;115;85.8;149;122;27;47;31.5;836666;;7141;Rhein-Lahn-Kreis;122,297
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7143;Westerwaldkreis;LK;209;104;31;14.8;0;3;196;93.8;253;197;56;48;19;836666;;7143;Westerwaldkreis;201,904
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7211;Trier;KfS;233;209;47;20.2;1;0;204;87.6;242;203;39;90;37.2;836666;;7211;Trier;111,528
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7231;Bernkastel-Wittlich;LK;106;94;22;20.8;0;0;100;94.3;134;110;24;59;44;836666;;7231;Bernkastel-Wittlich;112,483
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7232;Eifelkreis Bitburg-Prüm;LK;83;84;20;24.1;0;0;82;98.8;113;92;21;46;40.7;836666;;7232;Eifelkreis Bitburg-Prüm;99,058
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7233;Vulkaneifel;LK;49;81;14;28.6;0;0;47;95.9;51;44;7;15;29.4;836666;;7233;Vulkaneifel;60,646
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7235;Trier-Saarburg;LK;114;76;21;18.4;0;0;107;93.9;143;118;25;58;40.6;836666;;7235;Trier-Saarburg;149,398
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7311;Frankenthal (Pfalz);KfS;139;285;17;12.2;0;1;120;86.3;160;131;29;57;35.6;836666;;7311;Frankenthal (Pfalz);48,762
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7312;Kaiserslautern;KfS;336;336;57;17;0;1;286;85.1;336;286;50;88;26.2;836666;;7312;Kaiserslautern;100,030
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7313;Landau in der Pfalz;KfS;134;286;21;15.7;0;1;119;88.8;131;102;29;43;32.8;836666;;7313;Landau in der Pfalz;46,881
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7314;Ludwigshafen am Rhein;KfS;529;307;80;15.1;0;3;446;84.3;576;459;117;258;44.8;836666;;7314;Ludwigshafen am Rhein;172,253
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7315;Mainz;KfS;438;200;68;15.5;0;0;364;83.1;515;432;83;223;43.3;836666;;7315;Mainz;218,578
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7316;Neustadt an der Weinstraße;KfS;94;176;24;25.5;0;0;74;78.7;95;76;19;32;33.7;836666;;7316;Neustadt an der Weinstraße;53,264
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7317;Pirmasens;KfS;159;395;19;11.9;0;0;150;94.3;175;130;45;45;25.7;836666;;7317;Pirmasens;40,231
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7318;Speyer;KfS;175;346;39;22.3;0;0;161;92;182;157;25;108;59.3;836666;;7318;Speyer;50,561
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7319;Worms;KfS;196;235;23;11.7;0;1;164;83.7;219;179;40;99;45.2;836666;;7319;Worms;83,542
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7320;Zweibrücken;KfS;55;161;9;16.4;1;0;50;90.9;57;51;6;20;35.1;836666;;7320;Zweibrücken;34,193
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7331;Alzey-Worms;LK;106;82;21;19.8;0;1;101;95.3;123;96;27;34;27.6;836666;;7331;Alzey-Worms;129,687
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7332;Bad Dürkheim;LK;185;139;31;16.8;0;4;168;90.8;197;161;36;54;27.4;836666;;7332;Bad Dürkheim;132,671
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7333;Donnersbergkreis;LK;89;118;14;15.7;1;0;83;93.3;103;85;18;26;25.2;836666;;7333;Donnersbergkreis;75,325
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7334;Germersheim;LK;190;147;42;22.1;0;1;158;83.2;188;147;41;64;34;836666;;7334;Germersheim;129,013
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7335;Kaiserslautern;LK;104;98;24;23.1;0;3;95;91.3;114;83;31;37;32.5;836666;;7335;Kaiserslautern;105,979
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7336;Kusel;LK;117;167;24;20.5;0;0;111;94.9;137;120;17;47;34.3;836666;;7336;Kusel;70,219
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7337;Südliche Weinstraße;LK;99;90;17;17.2;0;0;92;92.9;124;97;27;20;16.1;836666;;7337;Südliche Weinstraße;110,521
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7338;Rhein-Pfalz-Kreis;LK;163;105;25;15.3;1;0;147;90.2;195;162;33;78;40;836666;;7338;Rhein-Pfalz-Kreis;154,609
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7339;Mainz-Bingen;LK;217;103;35;16.1;0;1;197;90.8;250;194;56;78;31.2;836666;;7339;Mainz-Bingen;211,417
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;7340;Südwestpfalz;LK;68;72;8;11.8;0;0;65;95.6;79;65;14;10;12.7;836666;;7340;Südwestpfalz;94,831
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8111;Stuttgart;SK;1,711;269;315;18.4;1;7;1,382;80.8;1,808;1,525;283;1,004;55.5;836666;;8111;Stuttgart;635,911
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8115;Böblingen;LK;368;94;54;14.7;0;2;326;88.6;439;356;83;245;55.8;836666;;8115;Böblingen;392,807
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8116;Esslingen;LK;633;118;114;18;0;0;570;90;688;589;99;398;57.8;836666;;8116;Esslingen;535,024
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8117;Göppingen;LK;247;96;33;13.4;0;3;223;90.3;289;227;62;133;46;836666;;8117;Göppingen;258,145
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8118;Ludwigsburg;LK;543;100;70;12.9;0;2;487;89.7;577;484;93;335;58.1;836666;;8118;Ludwigsburg;545,423
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8119;Rems-Murr-Kreis;LK;522;122;109;20.9;0;2;460;88.1;570;488;82;283;49.6;836666;;8119;Rems-Murr-Kreis;427,248
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8121;Heilbronn;SK;234;185;34;14.5;1;2;199;85;269;237;32;133;49.4;836666;;8121;Heilbronn;126,592
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8125;Heilbronn;LK;211;61;18;8.5;1;1;196;92.9;282;255;27;135;47.9;836666;;8125;Heilbronn;344,456
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8126;Hohenlohekreis;LK;71;63;11;15.5;0;0;66;93;68;57;11;25;36.8;836666;;8126;Hohenlohekreis;112,655
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8127;Schwäbisch Hall;LK;152;77;22;14.5;0;0;139;91.4;181;150;31;73;40.3;836666;;8127;Schwäbisch Hall;196,761
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8128;Main-Tauber-Kreis;LK;80;60;6;7.5;0;1;78;97.5;102;92;10;39;38.2;836666;;8128;Main-Tauber-Kreis;132,399
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8135;Heidenheim;LK;134;101;24;17.9;1;1;117;87.3;143;124;19;54;37.8;836666;;8135;Heidenheim;132,777
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8136;Ostalbkreis;LK;314;100;39;12.4;0;0;264;84.1;344;280;64;128;37.2;836666;;8136;Ostalbkreis;314,025
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8211;Baden-Baden;SK;89;161;8;9;0;0;78;87.6;86;69;17;46;53.5;836666;;8211;Baden-Baden;55,185
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8212;Karlsruhe;SK;602;193;126;20.9;0;3;493;81.9;665;579;86;306;46;836666;;8212;Karlsruhe;312,060
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8215;Karlsruhe;LK;316;71;38;12;0;1;292;92.4;384;328;56;182;47.4;836666;;8215;Karlsruhe;445,101
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8216;Rastatt;LK;191;83;22;11.5;0;0;167;87.4;200;164;36;90;45;836666;;8216;Rastatt;231,420
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8221;Heidelberg;SK;300;186;54;18;0;0;250;83.3;341;296;45;143;41.9;836666;;8221;Heidelberg;161,485
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8222;Mannheim;SK;655;211;65;9.9;1;1;534;81.5;733;607;126;331;45.2;836666;;8222;Mannheim;310,658
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8225;Neckar-Odenwald-Kreis;LK;124;86;10;8.1;0;0;114;91.9;145;131;14;42;29;836666;;8225;Neckar-Odenwald-Kreis;143,633
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8226;Rhein-Neckar-Kreis;LK;468;85;67;14.3;0;2;417;89.1;542;445;97;235;43.4;836666;;8226;Rhein-Neckar-Kreis;548,355
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8231;Pforzheim;SK;314;249;46;14.6;0;1;271;86.3;358;309;49;191;53.4;836666;;8231;Pforzheim;125,957
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8235;Calw;LK;142;89;16;11.3;1;0;131;92.3;163;140;23;59;36.2;836666;;8235;Calw;159,201
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8236;Enzkreis;LK;120;60;12;10;0;1;99;82.5;122;109;13;58;47.5;836666;;8236;Enzkreis;199,556
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8237;Freudenstadt;LK;75;63;8;10.7;0;1;71;94.7;112;96;16;50;44.6;836666;;8237;Freudenstadt;118,243
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8311;Freiburg im Breisgau;SK;561;243;98;17.5;0;0;460;82;594;526;68;301;50.7;836666;;8311;Freiburg im Breisgau;231,195
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8315;Breisgau-Hochschwarzwald;LK;224;85;29;12.9;0;0;205;91.5;252;218;34;101;40.1;836666;;8315;Breisgau-Hochschwarzwald;263,601
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8316;Emmendingen;LK;140;84;21;15;1;4;126;90;170;138;32;60;35.3;836666;;8316;Emmendingen;166,408
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8317;Ortenaukreis;LK;522;121;61;11.7;1;2;459;87.9;608;503;105;279;45.9;836666;;8317;Ortenaukreis;430,953
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8325;Rottweil;LK;121;87;16;13.2;0;0;113;93.4;156;138;18;76;48.7;836666;;8325;Rottweil;139,878
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8326;Schwarzwald-Baar-Kreis;LK;176;83;13;7.4;0;1;157;89.2;199;166;33;83;41.7;836666;;8326;Schwarzwald-Baar-Kreis;212,506
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8327;Tuttlingen;LK;113;80;15;13.3;0;1;103;91.2;144;127;17;60;41.7;836666;;8327;Tuttlingen;140,766
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8335;Konstanz;LK;365;127;40;11;1;1;314;86;414;355;59;184;44.4;836666;;8335;Konstanz;286,305
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8336;Lörrach;LK;247;108;45;18.2;0;0;225;91.1;282;236;46;122;43.3;836666;;8336;Lörrach;228,736
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8337;Waldshut;LK;108;63;16;14.8;0;2;94;87;123;104;19;50;40.7;836666;;8337;Waldshut;171,003
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8415;Reutlingen;LK;364;127;44;12.1;1;1;319;87.6;406;345;61;179;44.1;836666;;8415;Reutlingen;287,034
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;8416;Tübingen;LK;243;106;43;17.7;0;0;208;85.6;260;225;35;104;40;836666;;8416;Tübingen;228,678
