1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;;;;;
Schluessel;Straftat;Gemeindeschluessel;Stadt-/Landkreis;Kreisart;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasste Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Auffklaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an der Gesamtzahl;;;;;
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8211;Baden-Baden;SK;33;60;0;0;0;0;33;100;35;28;7;34;97.1;2334842;;8211;Baden-Baden;55,185
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8212;Karlsruhe;SK;948;304;2;0.2;0;0;944;99.6;911;781;130;908;99.7;2334842;;8212;Karlsruhe;312,060
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8215;Karlsruhe;LK;179;40;0;0;0;0;172;96.1;151;106;45;149;98.7;2334842;;8215;Karlsruhe;445,101
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8216;Rastatt;LK;555;240;302;54.4;0;0;554;99.8;565;423;142;556;98.4;2334842;;8216;Rastatt;231,420
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8221;Heidelberg;SK;845;523;0;0;0;0;845;100;835;641;194;832;99.6;2334842;;8221;Heidelberg;161,485
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8222;Mannheim;SK;464;149;1;0.2;0;0;464;100;447;403;44;439;98.2;2334842;;8222;Mannheim;310,658
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8225;Neckar-Odenwald-Kreis;LK;20;14;0;0;0;0;16;80;19;16;3;17;89.5;2334842;;8225;Neckar-Odenwald-Kreis;143,633
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8226;Rhein-Neckar-Kreis;LK;269;49;0;0;0;0;264;98.1;252;206;46;249;98.8;2334842;;8226;Rhein-Neckar-Kreis;548,355
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8231;Pforzheim;SK;44;35;0;0;0;0;44;100;58;43;15;56;96.6;2334842;;8231;Pforzheim;125,957
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8235;Calw;LK;61;38;0;0;0;0;61;100;60;56;4;60;100;2334842;;8235;Calw;159,201
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8236;Enzkreis;LK;25;13;0;0;0;0;24;96;30;23;7;29;96.7;2334842;;8236;Enzkreis;199,556
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8237;Freudenstadt;LK;18;15;1;5.6;0;0;18;100;19;17;2;18;94.7;2334842;;8237;Freudenstadt;118,243
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8311;Freiburg im Breisgau;SK;321;139;0;0;0;0;318;99.1;303;264;39;299;98.7;2334842;;8311;Freiburg im Breisgau;231,195
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8315;Breisgau-Hochschwarzwald;LK;263;100;55;20.9;0;0;262;99.6;281;229;52;277;98.6;2334842;;8315;Breisgau-Hochschwarzwald;263,601
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8316;Emmendingen;LK;22;13;0;0;0;0;22;100;25;20;5;23;92;2334842;;8316;Emmendingen;166,408
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8317;Ortenaukreis;LK;2,809;652;559;19.9;0;0;2,805;99.9;2,696;2,294;402;2,682;99.5;2334842;;8317;Ortenaukreis;430,953
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8325;Rottweil;LK;15;11;1;6.7;0;0;15;100;16;14;2;16;100;2334842;;8325;Rottweil;139,878
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8326;Schwarzwald-Baar-Kreis;LK;31;15;1;3.2;0;0;30;96.8;35;27;8;33;94.3;2334842;;8326;Schwarzwald-Baar-Kreis;212,506
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8327;Tuttlingen;LK;32;23;0;0;0;0;32;100;33;29;4;33;100;2334842;;8327;Tuttlingen;140,766
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8335;Konstanz;LK;744;260;163;21.9;0;0;737;99.1;677;550;127;675;99.7;2334842;;8335;Konstanz;286,305
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8336;Lörrach;LK;1,221;534;46;3.8;0;0;1,219;99.8;1,230;1,063;167;1,219;99.1;2334842;;8336;Lörrach;228,736
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8337;Waldshut;LK;71;42;2;2.8;0;0;65;91.5;74;52;22;73;98.6;2334842;;8337;Waldshut;171,003
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8415;Reutlingen;LK;49;17;0;0;0;0;48;98;48;40;8;48;100;2334842;;8415;Reutlingen;287,034
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8416;Tübingen;LK;57;25;0;0;0;0;49;86;41;32;9;38;92.7;2334842;;8416;Tübingen;228,678
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8417;Zollernalbkreis;LK;30;16;0;0;0;0;29;96.7;28;24;4;28;100;2334842;;8417;Zollernalbkreis;189,363
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8421;Ulm;SK;77;61;0;0;0;0;77;100;74;66;8;73;98.6;2334842;;8421;Ulm;126,790
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8425;Alb-Donau-Kreis;LK;47;24;0;0;0;0;46;97.9;46;41;5;45;97.8;2334842;;8425;Alb-Donau-Kreis;197,076
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8426;Biberach;LK;136;68;0;0;0;0;136;100;135;105;30;135;100;2334842;;8426;Biberach;201,282
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8435;Bodenseekreis;LK;105;48;4;3.8;0;0;105;100;108;66;42;105;97.2;2334842;;8435;Bodenseekreis;217,470
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8436;Ravensburg;LK;477;167;0;0;0;0;476;99.8;470;389;81;467;99.4;2334842;;8436;Ravensburg;285,424
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8437;Sigmaringen;LK;418;319;0;0;0;0;416;99.5;418;303;115;418;100;2334842;;8437;Sigmaringen;130,849
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9161;Ingolstadt;KfS;104;76;0;0;0;0;103;99;108;84;24;103;95.4;2334842;;9161;Ingolstadt;137,392
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9162;München;KfS;3,288;222;2;0.1;0;0;3,278;99.7;3,222;2,482;740;3,197;99.2;2334842;;9162;München;1,484,226
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9163;Rosenheim;KfS;86;135;0;0;0;0;86;100;86;79;7;84;97.7;2334842;;9163;Rosenheim;63,551
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9171;Altötting;LK;61;55;7;11.5;0;0;61;100;65;51;14;64;98.5;2334842;;9171;Altötting;111,516
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9172;Berchtesgadener Land;LK;3,735;3,526;2,799;74.9;0;0;3,721;99.6;3,730;3,221;509;3,706;99.4;2334842;;9172;Berchtesgadener Land;105,929
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9173;Bad Tölz-Wolfratshausen;LK;33;26;0;0;0;0;33;100;37;33;4;36;97.3;2334842;;9173;Bad Tölz-Wolfratshausen;127,917
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9174;Dachau;LK;169;109;0;0;0;0;167;98.8;168;138;30;161;95.8;2334842;;9174;Dachau;154,899
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9175;Ebersberg;LK;36;25;0;0;0;0;36;100;36;30;6;36;100;2334842;;9175;Ebersberg;143,649
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9176;Eichstätt;LK;18;14;1;5.6;0;0;17;94.4;17;16;1;17;100;2334842;;9176;Eichstätt;132,881
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9177;Erding;LK;103;75;1;1;0;0;102;99;101;79;22;101;100;2334842;;9177;Erding;138,182
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9178;Freising;LK;3,277;1,820;239;7.3;0;0;3,061;93.4;3,100;1,655;1,445;3,080;99.4;2334842;;9178;Freising;180,007
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9179;Fürstenfeldbruck;LK;107;49;0;0;0;0;107;100;110;85;25;108;98.2;2334842;;9179;Fürstenfeldbruck;219,311
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9180;Garmisch-Partenkirchen;LK;241;273;64;26.6;0;0;241;100;261;222;39;253;96.9;2334842;;9180;Garmisch-Partenkirchen;88,424
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9181;Landsberg am Lech;LK;27;22;0;0;0;0;27;100;26;25;1;26;100;2334842;;9181;Landsberg am Lech;120,302
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9182;Miesbach;LK;112;112;1;0.9;0;0;112;100;120;108;12;120;100;2334842;;9182;Miesbach;100,010
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9183;Mühldorf a.Inn;LK;47;41;0;0;0;0;46;97.9;45;41;4;45;100;2334842;;9183;Mühldorf a.Inn;115,872
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9184;München;LK;161;46;0;0;0;0;160;99.4;161;142;19;159;98.8;2334842;;9184;München;350,473
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9185;Neuburg-Schrobenhausen;LK;43;44;0;0;0;0;42;97.7;42;34;8;41;97.6;2334842;;9185;Neuburg-Schrobenhausen;97,303
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9186;Pfaffenhofen a.d.Ilm;LK;84;66;1;1.2;0;0;83;98.8;84;77;7;82;97.6;2334842;;9186;Pfaffenhofen a.d.Ilm;128,227
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9187;Rosenheim;LK;2,641;1,011;2,185;82.7;0;0;2,640;100;2,672;2,158;514;2,657;99.4;2334842;;9187;Rosenheim;261,330
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9188;Starnberg;LK;56;41;2;3.6;0;0;56;100;63;50;13;60;95.2;2334842;;9188;Starnberg;136,667
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9189;Traunstein;LK;69;39;1;1.4;0;0;69;100;75;53;22;73;97.3;2334842;;9189;Traunstein;177,319
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9190;Weilheim-Schongau;LK;73;54;0;0;0;0;73;100;65;54;11;64;98.5;2334842;;9190;Weilheim-Schongau;135,478
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9261;Landshut;KfS;119;162;0;0;0;0;118;99.2;103;95;8;101;98.1;2334842;;9261;Landshut;73,411
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9262;Passau;KfS;1,023;1,937;688;67.3;0;0;1,012;98.9;1,043;902;141;1,038;99.5;2334842;;9262;Passau;52,803
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9263;Straubing;KfS;36;75;2;5.6;0;0;36;100;31;24;7;30;96.8;2334842;;9263;Straubing;47,791
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9271;Deggendorf;LK;453;379;1;0.2;0;0;450;99.3;450;300;150;450;100;2334842;;9271;Deggendorf;119,478
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9272;Freyung-Grafenau;LK;125;160;1;0.8;0;0;118;94.4;132;115;17;130;98.5;2334842;;9272;Freyung-Grafenau;78,362
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9273;Kelheim;LK;18;15;0;0;0;0;18;100;20;16;4;20;100;2334842;;9273;Kelheim;123,058
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9274;Landshut;LK;54;34;0;0;0;0;53;98.1;53;44;9;50;94.3;2334842;;9274;Landshut;159,895
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9275;Passau;LK;1,545;802;859;55.6;0;0;1,522;98.5;1,652;1,402;250;1,642;99.4;2334842;;9275;Passau;192,656
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9276;Regen;LK;58;75;0;0;0;0;58;100;62;47;15;61;98.4;2334842;;9276;Regen;77,410
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9277;Rottal-Inn;LK;725;597;45;6.2;0;0;721;99.4;759;608;151;755;99.5;2334842;;9277;Rottal-Inn;121,502
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9278;Straubing-Bogen;LK;104;103;0;0;0;0;102;98.1;109;100;9;109;100;2334842;;9278;Straubing-Bogen;101,120
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9279;Dingolfing-Landau;LK;5;5;0;0;0;0;5;100;5;4;1;5;100;2334842;;9279;Dingolfing-Landau;96,683
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9361;Amberg;KfS;19;45;0;0;0;0;19;100;19;15;4;19;100;2334842;;9361;Amberg;42,207
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9362;Regensburg;KfS;741;484;0;0;0;0;740;99.9;706;477;229;703;99.6;2334842;;9362;Regensburg;153,094
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9363;Weiden i.d.OPf.;KfS;65;152;0;0;0;0;65;100;53;47;6;53;100;2334842;;9363;Weiden i.d.OPf.;42,743
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9371;Amberg-Sulzbach;LK;39;38;0;0;0;0;35;89.7;35;33;2;35;100;2334842;;9371;Amberg-Sulzbach;103,049
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9372;Cham;LK;206;161;0;0;0;0;206;100;209;177;32;206;98.6;2334842;;9372;Cham;127,998
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9373;Neumarkt i.d.OPf.;LK;56;42;0;0;0;0;56;100;56;49;7;56;100;2334842;;9373;Neumarkt i.d.OPf.;134,573
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9374;Neustadt a.d.Waldnaab;LK;601;636;16;2.7;0;0;595;99;624;521;103;617;98.9;2334842;;9374;Neustadt a.d.Waldnaab;94,450
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9375;Regensburg;LK;123;63;0;0;0;0;123;100;124;113;11;123;99.2;2334842;;9375;Regensburg;194,070
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9376;Schwandorf;LK;40;27;0;0;0;0;39;97.5;39;32;7;39;100;2334842;;9376;Schwandorf;147,872
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9377;Tirschenreuth;LK;166;230;0;0;0;0;166;100;165;127;38;163;98.8;2334842;;9377;Tirschenreuth;72,046
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9461;Bamberg;KfS;1,393;1,800;0;0;0;0;1,393;100;1,348;963;385;1,347;99.9;2334842;;9461;Bamberg;77,373
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9462;Bayreuth;KfS;105;140;0;0;0;0;104;99;104;84;20;102;98.1;2334842;;9462;Bayreuth;74,783
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9463;Coburg;KfS;21;51;0;0;0;0;21;100;21;18;3;21;100;2334842;;9463;Coburg;41,072
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9464;Hof;KfS;77;168;2;2.6;0;0;75;97.4;81;72;9;80;98.8;2334842;;9464;Hof;45,825
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9471;Bamberg;LK;59;40;0;0;0;0;59;100;61;49;12;54;88.5;2334842;;9471;Bamberg;147,163
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9472;Bayreuth;LK;50;48;0;0;0;0;49;98;49;41;8;49;100;2334842;;9472;Bayreuth;103,664
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9473;Coburg;LK;19;22;0;0;0;0;19;100;20;16;4;19;95;2334842;;9473;Coburg;86,747
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9474;Forchheim;LK;32;28;0;0;0;0;32;100;30;25;5;30;100;2334842;;9474;Forchheim;116,203
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9475;Hof;LK;336;354;0;0;0;0;325;96.7;361;325;36;350;97;2334842;;9475;Hof;94,801
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9476;Kronach;LK;20;30;0;0;0;0;19;95;19;15;4;18;94.7;2334842;;9476;Kronach;66,743
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9477;Kulmbach;LK;41;57;0;0;0;0;41;100;39;35;4;39;100;2334842;;9477;Kulmbach;71,566
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9478;Lichtenfels;LK;31;46;0;0;0;0;31;100;32;24;8;31;96.9;2334842;;9478;Lichtenfels;66,776
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9479;Wunsiedel i.Fichtelgebirge;LK;232;319;0;0;0;0;228;98.3;269;228;41;253;94.1;2334842;;9479;Wunsiedel i.Fichtelgebirge;72,655
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9561;Ansbach;KfS;36;86;0;0;0;0;32;88.9;32;28;4;30;93.8;2334842;;9561;Ansbach;41,798
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9562;Erlangen;KfS;105;93;0;0;0;0;105;100;108;82;26;107;99.1;2334842;;9562;Erlangen;112,528
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9563;Fürth;KfS;47;37;0;0;0;0;47;100;47;38;9;44;93.6;2334842;;9563;Fürth;128,497
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9564;Nürnberg;KfS;709;137;14;2;0;0;708;99.9;626;478;148;610;97.4;2334842;;9564;Nürnberg;518,370
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9565;Schwabach;KfS;13;32;0;0;0;0;12;92.3;12;8;4;12;100;2334842;;9565;Schwabach;40,981
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9571;Ansbach;LK;31;17;0;0;0;0;31;100;30;28;2;27;90;2334842;;9571;Ansbach;184,591
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9572;Erlangen-Höchstadt;LK;62;45;0;0;0;0;61;98.4;62;58;4;62;100;2334842;;9572;Erlangen-Höchstadt;137,262
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9573;Fürth;LK;867;736;0;0;0;0;868;100.1;862;603;259;857;99.4;2334842;;9573;Fürth;117,853
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9574;Nürnberger Land;LK;95;56;0;0;0;0;95;100;98;91;7;95;96.9;2334842;;9574;Nürnberger Land;170,792
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9575;Neustadt a.d.Aisch-Bad Windsheim;LK;15;15;0;0;0;0;13;86.7;12;12;0;12;100;2334842;;9575;Neustadt a.d.Aisch-Bad Windsheim;101,014
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9576;Roth;LK;37;29;0;0;0;0;37;100;38;33;5;38;100;2334842;;9576;Roth;126,749
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9577;Weißenburg-Gunzenhausen;LK;13;14;0;0;0;0;13;100;12;8;4;12;100;2334842;;9577;Weißenburg-Gunzenhausen;94,734
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9661;Aschaffenburg;KfS;85;120;0;0;0;0;85;100;84;69;15;83;98.8;2334842;;9661;Aschaffenburg;71,002
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9662;Schweinfurt;KfS;118;221;1;0.8;0;0;120;101.7;122;97;25;121;99.2;2334842;;9662;Schweinfurt;53,426
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9663;Würzburg;KfS;236;184;0;0;0;0;234;99.2;226;195;31;224;99.1;2334842;;9663;Würzburg;127,934
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9671;Aschaffenburg;LK;93;53;0;0;0;0;91;97.8;91;85;6;90;98.9;2334842;;9671;Aschaffenburg;174,200
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9672;Bad Kissingen;LK;24;23;0;0;0;0;24;100;25;20;5;22;88;2334842;;9672;Bad Kissingen;103,235
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9673;Rhön-Grabfeld;LK;20;25;0;0;0;0;20;100;21;19;2;20;95.2;2334842;;9673;Rhön-Grabfeld;79,635
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9674;Haßberge;LK;16;19;0;0;0;0;15;93.8;17;16;1;17;100;2334842;;9674;Haßberge;84,384
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9675;Kitzingen;LK;80;88;0;0;0;0;81;101.3;90;81;9;84;93.3;2334842;;9675;Kitzingen;91,155
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9676;Miltenberg;LK;26;20;0;0;0;0;26;100;26;21;5;25;96.2;2334842;;9676;Miltenberg;128,743
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9677;Main-Spessart;LK;55;44;0;0;0;0;55;100;57;51;6;56;98.2;2334842;;9677;Main-Spessart;126,158
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9678;Schweinfurt;LK;722;625;0;0;0;0;720;99.7;705;444;261;704;99.9;2334842;;9678;Schweinfurt;115,445
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9679;Würzburg;LK;107;66;0;0;0;0;103;96.3;114;97;17;107;93.9;2334842;;9679;Würzburg;162,302
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9761;Augsburg;KfS;233;79;0;0;0;0;233;100;231;193;38;228;98.7;2334842;;9761;Augsburg;296,582
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9762;Kaufbeuren;KfS;36;81;0;0;0;0;36;100;36;29;7;35;97.2;2334842;;9762;Kaufbeuren;44,398
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9763;Kempten (Allgäu);KfS;58;84;1;1.7;0;0;58;100;63;56;7;61;96.8;2334842;;9763;Kempten (Allgäu);69,151
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9764;Memmingen;KfS;127;288;1;0.8;0;0;126;99.2;121;110;11;121;100;2334842;;9764;Memmingen;44,100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9771;Aichach-Friedberg;LK;108;80;0;0;0;0;108;100;108;83;25;108;100;2334842;;9771;Aichach-Friedberg;134,655
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9772;Augsburg;LK;110;43;0;0;0;0;109;99.1;109;91;18;108;99.1;2334842;;9772;Augsburg;253,468
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9773;Dillingen a.d.Donau;LK;33;34;0;0;0;0;32;97;34;28;6;33;97.1;2334842;;9773;Dillingen a.d.Donau;96,562
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9774;Günzburg;LK;179;141;0;0;0;0;179;100;179;154;25;176;98.3;2334842;;9774;Günzburg;127,027
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9775;Neu-Ulm;LK;143;82;0;0;0;0;142;99.3;134;119;15;131;97.8;2334842;;9775;Neu-Ulm;175,204
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9776;Lindau (Bodensee);LK;1,293;1,577;837;64.7;0;0;1,276;98.7;1,326;1,030;296;1,307;98.6;2334842;;9776;Lindau (Bodensee);81,981
