1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
111900;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;2;0;0;0;1;1;0;0;0;0;0;2;100;2;2;0;1;50
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;6,758;0.1;850;12.6;1,843;1,884;1,234;1,701;96;1;0;5,602;82.9;5,566;5,431;135;1,998;35.9
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9  StGB;3,384;0.1;378;11.2;941;878;548;977;40;0;0;2,795;82.6;2,729;2,669;60;960;35.2
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;2,775;0;431;15.5;694;821;590;620;50;1;0;2,303;83;2,370;2,310;60;920;38.8
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;599;0;41;6.8;208;185;96;104;6;0;0;504;84.1;514;499;15;134;26.1
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;766;0;35;4.6;261;205;130;145;25;0;0;715;93.3;646;581;65;99;15.3
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174  StGB;488;0;24;4.9;183;136;78;69;22;0;0;461;94.5;442;406;36;59;13.3
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;45;0;1;2.2;21;13;10;1;0;0;0;41;91.1;39;26;13;7;17.9
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;3;0;0;0;2;0;1;0;0;0;0;3;100;3;3;0;0;0
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;230;0;10;4.3;55;56;41;75;3;0;0;210;91.3;164;148;16;34;20.7
114000;Sexuelle Belästigung § 184i StGB;19,307;0.3;0;0;4,689;5,670;4,122;4,712;114;2;0;15,074;78.1;13,994;13,673;321;5,755;41.1
115000;Straftaten aus Gruppen § 184j StGB;12;0;0;0;4;1;2;5;0;0;0;4;33.3;7;7;0;6;85.7
130000;Sexueller Missbrauch §§ 176-176e, 182, 183, 183a StGB;26,294;0.4;1,036;3.9;7,378;7,463;4,866;5,489;1,098;2;0;20,168;76.7;16,980;16,088;892;4,060;23.9
131000;Sexueller Missbrauch von Kindern §§ 176-176e StGB;16,375;0.3;798;4.9;5,229;4,734;2,806;2,608;998;2;0;13,742;83.9;11,900;11,187;713;2,243;18.8
131010;Sexueller Missbrauch von Kindern - Anbieten von Kindern gemäß §§ 176 Abs. 1 Nr 3, 176a Abs.2, 176b Abs. 2 StGB;380;0;28;7.4;94;92;91;65;38;0;0;302;79.5;304;277;27;44;14.5
131011;Sexueller Missbrauch von Kindern - Kinder für sex. Handlungen anbietet, Nachweis verspricht  § 176 Abs. 1 Nr. 3 StGB;164;0;28;17.1;39;29;41;40;15;0;0;123;75;126;113;13;25;19.8
131012;Sexueller Missbrauch von Kindern - Kinder für sex. Missbrauch ohne Körperkontakt anbietet, Nachweis verspricht, zur Tat verabredet  § 176a Abs. 2 StGB;162;0;0;0;43;51;35;18;15;0;0;138;85.2;139;132;7;12;8.6
131013;Sexueller Missbrauch von Kindern - Kind zum vorbereitenden Einwirken anbietet, Nachweis verspricht, zur Tat verabredet  § 176b Abs. 2 StGB;54;0;0;0;12;12;15;7;8;0;0;41;75.9;42;35;7;7;16.7
131100;Sexueller Missbrauch von Kindern - sexuelle Handlungen an Kind/durch Kind vornehmen lässt § 176 Abs 1 Nr. 1 und 2 StGB;6,845;0.1;380;5.6;2,312;2,030;1,112;1,072;319;0;0;6,026;88;5,615;5,348;267;1,209;21.5
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176a Abs. 1 Nr. 1 StGB;1,500;0;58;3.9;391;455;308;320;26;0;0;970;64.7;913;856;57;244;26.7
131300;Sexueller Missbrauch von Kindern - Täter bestimmt Kind, sexuelle Handlungen an sich selbst vorzunehmen § 176a Abs 1 Nr. 2 StGB;878;0;79;9;284;315;166;68;45;0;0;768;87.5;612;581;31;63;10.3
131400;"Sexueller Missbrauch von Kindern - Einwirken auf Kinder ohne Körperkontakt § 176a Abs. 1 Nr. 3; 176b Abs. 1 Nr. 1 und 2  StGB";3,768;0.1;58;1.5;1,234;1,085;498;563;388;0;0;3,195;84.8;2,397;2,248;149;256;10.7
131410;Sexueller Missbrauch von Kindern - Einwirken auf Kinder ohne Körperkontakt mit dem Kind § 176a Abs. 1 Nr 3   i.V.m. Absatz 3 StGB;3,163;0.1;36;1.1;1,056;917;420;446;324;0;0;2,698;85.3;1,971;1,839;132;206;10.5
131411;Sexueller Missbrauch von Kindern - Einwirken auf Kind durch pornographischen Inhalt oder entsprechende Reden § 176a Abs. 1 Nr. 3 StGB;2,948;0;0;0;994;871;388;407;288;0;0;2,528;85.8;1,822;1,691;131;191;10.5
131412;Versuch des Sexuellen Missbrauchs von Kindern ohne Körperkontakt mit dem Kind (Scheinkindkonstellation) § 176a Abs. 1 nr. 3 i.V.m. Abs. 3 StGB;215;0;36;16.7;62;46;32;39;36;0;0;170;79.1;164;163;1;15;9.1
131420;Vorbereitung des sexuellen Missbrauchs von Kindern gem § 176b Abs. 1, 3  StGB;605;0;22;3.6;178;168;78;117;64;0;0;497;82.1;451;434;17;50;11.1
131421;Sexueller Missbrauch von Kindern - Einwirken auf Kind zur Vorbereitung sex. Missbrauchs  § 176b Abs. 1 StGB;517;0;0;0;154;139;60;104;60;0;0;414;80.1;378;364;14;49;13
131422;Versuch der Vorbereitung des sexuellen Missbrauchs von Kindern (Scheinkindkonstellation) § 176b Abs. 1 i.V.m. Abs. 3 StGB;88;0;22;25;24;29;18;13;4;0;0;83;94.3;74;71;3;1;1.4
131500;Schwerer Sexueller Missbrauch von Kindern - Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung nach § 176c Abs. 1 Nr. 2 StGB;1,475;0;47;3.2;581;393;233;175;93;1;0;1,306;88.5;1,211;1,162;49;215;17.8
131600;Schwerer sexueller Missbrauch von Kindern - Herstellung und Verbreitung pornographischer Inhalte § 176c Abs. 2 StGB;141;0;4;2.8;39;33;18;48;3;0;0;128;90.8;137;116;21;20;14.6
131700;Schwerer sexueller Missbrauch von Kindern - sonstige Begehungsweisen gem. § 176c StGB;1,351;0;144;10.7;284;325;377;280;85;1;0;1,027;76;1,217;1,097;120;237;19.5
131710;Schwerer sexueller Missbrauch von Kindern - sonstige Begehungsweisen  § 176c Abs. 1 Nr. 1, 3, 4  StGB;1,345;0;143;10.6;281;324;376;279;85;1;0;1,023;76.1;1,211;1,091;120;237;19.6
131720;Schwerer sexueller Missbrauch von Kindern - mit schwerer körperlicher Misshandlung oder Gefahr des Todes § 176c Abs. 3 StGB;6;0;1;16.7;3;1;1;1;0;0;0;4;66.7;6;6;0;0;0
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176d StGB;1;0;0;0;0;0;0;1;0;0;0;1;100;1;1;0;0;0
131900;Verbreitung und Besitz von Anleitungen zu sexuellem Missbrauch von Kindern § 176e StGB;36;0;0;0;10;6;3;16;1;0;0;19;52.8;16;13;3;2;12.5
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;8,719;0.1;0;0;1,809;2,341;1,852;2,673;44;0;0;5,432;62.3;4,459;4,301;158;1,693;38
132010;Exhibitionistische Handlungen § 183 StGB;7,176;0.1;0;0;1,553;1,979;1,525;2,087;32;0;0;4,346;60.6;3,452;3,452;0;1,301;37.7
132020;Erregung öffentlichen Ärgernisses § 183a StGB;1,543;0;0;0;256;362;327;586;12;0;0;1,086;70.4;1,126;968;158;445;39.5
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;1,200;0;238;19.8;340;388;208;208;56;0;0;994;82.8;953;930;23;226;23.7
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;342;0;146;42.7;80;100;58;89;15;0;0;279;81.6;248;245;3;72;29
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;858;0;92;10.7;260;288;150;119;41;0;0;715;83.3;711;691;20;154;21.7
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184e, 184f, 184g, 184k, 184l StGB;61,147;1;221;0.4;20,275;17,192;10,056;9,240;4,384;0;0;53,423;87.4;49,687;41,796;7,891;11,740;23.6
140010;Ausübung der verbotenen Prostitution § 184f StGB;566;0;0;0;155;147;66;164;34;0;0;532;94;426;39;387;340;79.8
140020;Jugendgefährdende Prostitution § 184g StGB;12;0;0;0;3;6;3;0;0;0;0;12;100;17;6;11;9;52.9
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB ;113;0;21;18.6;24;39;22;19;9;0;0;92;81.4;104;68;36;39;37.5
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;96;0;21;21.9;23;28;20;17;8;0;0;80;83.3;93;59;34;36;38.7
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;62;0;13;21;12;17;14;13;6;0;0;49;79;59;42;17;29;49.2
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;34;0;8;23.5;11;11;6;4;2;0;0;31;91.2;38;21;17;7;18.4
141200;Ausbeuten von Prostituierten § 180a StGB;17;0;0;0;1;11;2;2;1;0;0;12;70.6;11;9;2;3;27.3
142000;Zuhälterei § 181a StGB;129;0;0;0;19;33;37;37;3;0;0;118;91.5;147;119;28;79;53.7
143000;Verbreitung pornografischer Inhalte (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184e StGB;59,205;1;199;0.3;19,824;16,682;9,710;8,771;4,218;0;0;51,726;87.4;48,274;40,938;7,336;11,100;23
143010;Sonstige Verbreitung pornografischer Inhalte (Erzeugnisse) § 184 StGB;2,620;0;0;0;678;701;488;515;238;0;0;1,999;76.3;1,750;1,569;181;293;16.7
143020;Verbreitung gewalt- oder tierpornografischer Inhalte § 184a StGB;305;0;2;0.7;127;75;54;26;23;0;0;276;90.5;281;245;36;51;18.1
143040;Veranstaltung und Besuch kinder- und jugendpornografischer Darbietungen § 184e StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
143100;Verbreitung pornografischer Inhalte (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;2,238;0;0;0;826;573;299;392;148;0;0;1,977;88.3;2,024;1,757;267;274;13.5
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornografischer Inhalte § 184b StGB;45,191;0.8;139;0.3;14,993;12,787;7,591;6,657;3,163;0;0;39,420;87.2;37,464;31,572;5,892;9,412;25.1
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornografie § 184b Abs. 1 StGB;28,382;0.5;99;0.3;9,419;7,700;4,867;4,611;1,785;0;0;24,179;85.2;23,578;19,761;3,817;7,159;30.4
143211;Verbreitung von Kinderpornografie § 184b Abs. 1 Nr. 1 StGB;23,178;0.4;85;0.4;7,810;6,431;3,953;3,395;1,589;0;0;19,633;84.7;19,382;16,294;3,088;5,890;30.4
143212;Besitzverschaffung für andere von Kinderpornografie § 184b Abs. 1 Nr. 2 StGB;4,182;0.1;8;0.2;1,155;1,016;741;1,099;171;0;0;3,589;85.8;3,460;3,013;447;1,081;31.2
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornografie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;456;0;5;1.1;204;116;73;54;9;0;0;427;93.6;409;306;103;84;20.5
143214;Herstellung mit Verbreitungsabsicht von Kinderpornografie § 184b Abs. 1 Nr. 4 StGB;566;0;1;0.2;250;137;100;63;16;0;0;530;93.6;561;358;203;147;26.2
143220;Verbreitung und Herstellung von Kinderpornografie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;79;0;0;0;17;24;13;23;2;0;0;66;83.5;71;59;12;18;25.4
143230;Besitz oder sich Verschaffen von Kinderpornografie § 184b Abs. 3 StGB;16,730;0.3;40;0.2;5,557;5,063;2,711;2,023;1,376;0;0;15,175;90.7;14,918;12,761;2,157;2,457;16.5
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornografischer Inhalte § 184c StGB;8,851;0.1;58;0.7;3,200;2,546;1,278;1,181;646;0;0;8,054;91;8,030;7,011;1,019;1,268;15.8
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornografie § 184c Abs. 1 StGB;5,252;0.1;58;1.1;1,912;1,499;774;760;307;0;0;4,758;90.6;4,872;4,179;693;860;17.7
143511;Verbreitung von Jugendpornografie § 184c Abs. 1 Nr. 1 StGB;4,092;0.1;49;1.2;1,495;1,185;590;567;255;0;0;3,684;90;3,825;3,322;503;670;17.5
143512;Besitzverschaffung für andere von Jugendpornografie § 184c Abs. 1 Nr. 2 StGB;665;0;0;0;225;186;97;126;31;0;0;603;90.7;614;525;89;106;17.3
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;251;0;9;3.6;93;57;56;41;4;0;0;238;94.8;223;189;34;48;21.5
143514;Herstellung mit Verbreitungsabsicht von Jugendpornografie § 184c Abs. 1 Nr. 4 StGB;244;0;0;0;99;71;31;26;17;0;0;233;95.5;241;171;70;42;17.4
143520;Verbreitung und Herstellung von Jugendpornografie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;23;0;0;0;8;4;5;4;2;0;0;20;87;26;21;5;3;11.5
143530;Besitz oder sich Verschaffen von Jugendpornografie § 184c Abs. 3 StGB;3,576;0.1;0;0;1,280;1,043;499;417;337;0;0;3,276;91.6;3,258;2,927;331;416;12.8
145000;Verletzung des Intimbereichs durch Bildaufnahmen § 184k StGB;1,079;0;0;0;232;277;209;241;120;0;0;905;83.9;758;664;94;187;24.7
146000;Inverkehrbringen, Erwerb und Besitz von Sexpuppen mit kindlichem Erscheinungsbild § 184l StGB;43;0;1;2.3;18;8;9;8;0;0;0;38;88.4;38;37;1;1;2.6
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;941,783;15.9;67,237;7.1;235,492;268,869;189,757;242,960;4,705;4,205;1,283;813,029;86.3;681,534;540,713;140,821;231,695;34
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;44,857;0.8;9,163;20.4;5,254;10,670;11,254;17,596;83;1,459;135;26,974;60.1;32,337;29,305;3,032;15,013;46.4
210010;Sonstiger Raub § 249 StGB;4,399;0.1;791;18;567;1,105;1,206;1,506;15;6;0;2,487;56.5;3,620;3,320;300;1,712;47.3
210020;Sonstiger schwerer Raub § 250 StGB;1,342;0;254;18.9;157;293;332;559;1;143;16;773;57.6;1,422;1,341;81;697;49
210030;Sonstiger Raub mit Todesfolge § 251 StGB;1;0;0;0;0;0;0;1;0;0;0;1;100;2;2;0;0;0
210040;Räuberischer Diebstahl § 252 StGB;10,685;0.2;1,000;9.4;1,280;2,898;2,965;3,538;4;23;5;8,300;77.7;9,081;7,804;1,277;4,864;53.6
210050;Sonstige räuberische Erpressung § 255 StGB;3,459;0.1;1,510;43.7;685;886;741;1,115;32;125;11;2,654;76.7;3,570;3,357;213;1,560;43.7
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;55;0;23;41.8;11;28;6;9;1;9;0;34;61.8;38;36;2;12;31.6
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);32;0;18;56.3;7;16;2;6;1;6;0;21;65.6;22;22;0;8;36.4
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;3;0;1;33.3;0;3;0;0;0;0;0;1;33.3;1;1;0;0;0
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;11;0;4;36.4;3;2;2;3;1;6;0;6;54.5;9;9;0;6;66.7
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;18;0;13;72.2;4;11;0;3;0;0;0;14;77.8;13;13;0;3;23.1
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;23;0;5;21.7;4;12;4;3;0;3;0;13;56.5;16;14;2;4;25
211210;Raub auf Postfilialen und -agenturen § 249 StGB;6;0;3;50;0;5;1;0;0;0;0;4;66.7;4;3;1;1;25
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;10;0;1;10;3;4;2;1;0;2;0;4;40;7;6;1;3;42.9
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;7;0;1;14.3;1;3;1;2;0;1;0;5;71.4;5;5;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte ;2,033;0;563;27.7;397;604;428;602;2;622;34;1,187;58.4;1,315;1,267;48;414;31.5
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;158;0;42;26.6;14;42;36;66;0;9;0;88;55.7;99;93;6;40;40.4
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;684;0;181;26.5;104;167;154;259;0;252;9;368;53.8;485;472;13;145;29.9
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;326;0;145;44.5;75;74;61;116;0;83;7;199;61;230;221;9;71;30.9
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;187;0;55;29.4;28;75;49;34;1;61;2;94;50.3;119;116;3;43;36.1
212110;Raub auf Spielhallen § 249 StGB;18;0;6;33.3;3;6;6;3;0;2;0;9;50;8;8;0;3;37.5
212120;Schwerer Raub auf Spielhallen § 250 StGB;108;0;31;28.7;16;40;26;25;1;43;2;56;51.9;80;77;3;27;33.8
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;61;0;18;29.5;9;29;17;6;0;16;0;29;47.5;34;34;0;15;44.1
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;678;0;140;20.6;176;246;128;127;1;217;16;438;64.6;517;499;18;161;31.1
212210;Raub auf Tankstellen § 249 StGB;63;0;13;20.6;18;16;13;16;0;2;0;35;55.6;45;45;0;20;44.4
212220;Schwerer Raub auf Tankstellen § 250 StGB;396;0;70;17.7;90;157;74;74;1;149;6;261;65.9;364;350;14;120;33
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;219;0;57;26;68;73;41;37;0;66;10;142;64.8;149;145;4;37;24.8
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;31;0;9;29;5;7;6;13;0;3;0;21;67.7;35;35;0;13;37.1
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;27;0;5;18.5;5;6;4;12;0;3;0;18;66.7;29;29;0;10;34.5
213110;Raub auf Geld- und Kassenboten § 249 StGB;11;0;2;18.2;3;4;1;3;0;0;0;8;72.7;11;11;0;5;45.5
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;12;0;2;16.7;2;2;3;5;0;2;0;9;75;17;17;0;5;29.4
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;4;0;1;25;0;0;0;4;0;1;0;1;25;1;1;0;0;0
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;4;0;4;100;0;1;2;1;0;0;0;3;75;6;6;0;3;50
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;4;0;4;100;0;1;2;1;0;0;0;3;75;6;6;0;3;50
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;102;0;40;39.2;20;25;13;44;0;6;1;62;60.8;79;73;6;37;46.8
214079;Räuberischer Angriff auf sonstige Kraftfahrer;69;0;27;39.1;18;16;8;27;0;3;1;38;55.1;45;44;1;23;51.1
214100;Beraubung von Taxifahrern;33;0;13;39.4;2;9;5;17;0;3;0;24;72.7;34;29;5;14;41.2
216000;Handtaschenraub;1,079;0;287;26.6;84;264;269;459;3;6;0;428;39.7;564;507;57;285;50.5
216010;Handtaschenraub § 249 StGB;947;0;257;27.1;72;243;233;396;3;0;0;356;37.6;453;406;47;223;49.2
216020;Handtaschenraub § 250 StGB;100;0;22;22;9;11;28;52;0;5;0;53;53;92;82;10;53;57.6
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;0;0;#DIV/0!;0;0;0;0;0;0;0;0;-;0;0;0;0;-
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;32;0;8;25;3;10;8;11;0;1;0;19;59.4;24;24;0;11;45.8
