1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
Schluessel;Straftat;Gemeindeschluessel;Stadt-/Landkreis;Kreisart;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasste Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Auffklaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an der Gesamtzahl
------;Straftaten insgesamt;1001;Flensburg;KfS;9,677;10,621;764;7.9;12;6;5,824;60.2;3,772;2,876;896;1,311;34.8
------;Straftaten insgesamt;1002;Kiel;KfS;23,647;9,603;1,605;6.8;23;15;11,631;49.2;7,480;5,656;1,824;2,317;31
------;Straftaten insgesamt;1003;Lübeck;KfS;21,959;10,153;1,631;7.4;17;12;12,541;57.1;8,424;6,228;2,196;2,229;26.5
------;Straftaten insgesamt;1004;Neumünster;KfS;12,678;15,948;782;6.2;10;7;7,684;60.6;5,735;4,231;1,504;3,509;61.2
------;Straftaten insgesamt;1051;Dithmarschen;K;7,164;5,348;474;6.6;9;13;3,848;53.7;2,773;2,096;677;584;21.1
------;Straftaten insgesamt;1053;Herzogtum Lauenburg;K;9,978;4,969;840;8.4;11;14;5,427;54.4;4,284;3,260;1,024;1,180;27.5
------;Straftaten insgesamt;1054;Nordfriesland;K;42,788;25,536;563;1.3;10;56;38,838;90.8;3,632;2,717;915;734;20.2
------;Straftaten insgesamt;1055;Ostholstein;K;12,755;6,314;1,269;9.9;12;8;6,600;51.7;5,085;3,853;1,232;1,161;22.8
------;Straftaten insgesamt;1056;Pinneberg;K;19,718;6,194;1,581;8;18;32;9,865;50;7,365;5,641;1,724;2,421;32.9
------;Straftaten insgesamt;1057;Plön;K;5,181;3,995;367;7.1;2;5;2,751;53.1;2,256;1,681;575;379;16.8
------;Straftaten insgesamt;1058;Rendsburg-Eckernförde;K;11,857;4,295;886;7.5;11;22;6,237;52.6;4,856;3,760;1,096;1,122;23.1
------;Straftaten insgesamt;1059;Schleswig-Flensburg;K;9,529;4,676;683;7.2;4;28;6,084;63.8;4,796;3,756;1,040;1,744;36.4
------;Straftaten insgesamt;1060;Segeberg;K;14,254;5,083;1,095;7.7;20;30;7,362;51.6;6,143;4,680;1,463;2,068;33.7
------;Straftaten insgesamt;1061;Steinburg;K;7,005;5,354;426;6.1;7;10;4,002;57.1;3,026;2,316;710;693;22.9
------;Straftaten insgesamt;1062;Stormarn;K;12,993;5,294;1,293;10;16;12;6,390;49.2;5,184;4,139;1,045;1,684;32.5
------;Straftaten insgesamt;2000;Hamburg;KfS;206,106;11,117;14,652;7.1;118;84;97,154;47.1;64,953;49,703;15,250;30,796;47.4
------;Straftaten insgesamt;3101;Braunschweig;KfS;20,027;8,049;1,168;5.8;20;18;12,633;63.1;8,653;6,386;2,267;2,628;30.4
------;Straftaten insgesamt;3102;Salzgitter;KfS;6,929;6,682;397;5.7;13;8;4,376;63.2;3,179;2,396;783;1,140;35.9
------;Straftaten insgesamt;3103;Wolfsburg;KfS;8,851;7,141;527;6;13;7;5,078;57.4;3,595;2,696;899;1,312;36.5
------;Straftaten insgesamt;3151;Gifhorn;LK;7,212;4,054;429;5.9;9;3;4,746;65.8;3,613;2,733;880;881;24.4
------;Straftaten insgesamt;3153;Goslar;LK;8,621;6,431;585;6.8;7;9;5,559;64.5;4,076;3,008;1,068;823;20.2
------;Straftaten insgesamt;3154;Helmstedt;LK;5,693;6,230;376;6.6;12;7;3,603;63.3;2,656;2,059;597;750;28.2
------;Straftaten insgesamt;3155;Northeim;LK;6,774;5,141;418;6.2;7;12;4,491;66.3;3,478;2,671;807;736;21.2
------;Straftaten insgesamt;3157;Peine;LK;7,250;5,294;436;6;10;7;4,301;59.3;3,263;2,490;773;1,005;30.8
------;Straftaten insgesamt;3158;Wolfenbüttel;LK;4,939;4,143;390;7.9;5;9;3,020;61.1;2,308;1,712;596;500;21.7
------;Straftaten insgesamt;3159;Göttingen;LK;21,601;6,674;1,219;5.6;19;19;13,331;61.7;9,426;7,046;2,380;2,778;29.5
------;Straftaten insgesamt;3241;Region Hannover;LK;108,375;9,363;7,117;6.6;104;96;65,709;60.6;41,959;31,861;10,098;17,086;40.7
------;Straftaten insgesamt;3251;Diepholz;LK;11,523;5,266;836;7.3;12;8;7,850;68.1;5,579;4,284;1,295;1,674;30
------;Straftaten insgesamt;3252;Hameln-Pyrmont;LK;8,214;5,514;430;5.2;4;13;5,659;68.9;4,273;3,167;1,106;1,261;29.5
------;Straftaten insgesamt;3254;Hildesheim;LK;16,686;6,073;1,108;6.6;19;31;10,342;62;7,479;5,605;1,874;2,021;27
------;Straftaten insgesamt;3255;Holzminden;LK;3,455;4,945;177;5.1;11;10;2,443;70.7;1,850;1,417;433;439;23.7
------;Straftaten insgesamt;3256;Nienburg (Weser);LK;6,651;5,462;522;7.8;8;12;4,203;63.2;3,247;2,441;806;797;24.5
------;Straftaten insgesamt;3257;Schaumburg;LK;8,786;5,557;526;6;14;20;5,591;63.6;4,234;3,225;1,009;1,129;26.7
------;Straftaten insgesamt;3351;Celle;LK;11,701;6,504;771;6.6;20;14;7,841;67;5,176;3,711;1,465;1,143;22.1
------;Straftaten insgesamt;3352;Cuxhaven;LK;10,633;5,327;661;6.2;19;19;6,453;60.7;4,504;3,371;1,133;986;21.9
------;Straftaten insgesamt;3353;Harburg;LK;13,138;5,101;868;6.6;11;23;7,900;60.1;6,027;4,772;1,255;2,029;33.7
------;Straftaten insgesamt;3354;Lüchow-Dannenberg;LK;2,845;5,869;163;5.7;3;10;2,132;74.9;1,541;1,147;394;248;16.1
------;Straftaten insgesamt;3355;Lüneburg;LK;12,702;6,861;746;5.9;10;13;7,470;58.8;4,904;3,684;1,220;1,180;24.1
------;Straftaten insgesamt;3356;Osterholz;LK;5,184;4,506;327;6.3;5;6;3,213;62;2,325;1,762;563;525;22.6
------;Straftaten insgesamt;3357;Rotenburg (Wümme);LK;9,236;5,598;550;6;12;8;6,120;66.3;4,415;3,431;984;1,127;25.5
------;Straftaten insgesamt;3358;Heidekreis;LK;11,560;8,089;709;6.1;12;8;7,733;66.9;5,339;4,120;1,219;1,789;33.5
------;Straftaten insgesamt;3359;Stade;LK;10,381;5,027;669;6.4;10;6;6,705;64.6;4,749;3,534;1,215;1,369;28.8
------;Straftaten insgesamt;3360;Uelzen;LK;5,790;6,233;321;5.5;6;14;3,911;67.5;2,766;2,102;664;526;19
------;Straftaten insgesamt;3361;Verden;LK;7,737;5,586;544;7;14;5;5,085;65.7;3,886;2,921;965;1,244;32
------;Straftaten insgesamt;3401;Delmenhorst;KfS;5,203;6,712;532;10.2;8;4;3,137;60.3;2,487;1,837;650;909;36.6
------;Straftaten insgesamt;3402;Emden;KfS;3,568;7,205;164;4.6;7;0;2,182;61.2;1,486;1,124;362;340;22.9
------;Straftaten insgesamt;3403;Oldenburg (Oldenburg);KfS;12,964;7,608;678;5.2;12;6;7,540;58.2;5,232;3,833;1,399;1,439;27.5
------;Straftaten insgesamt;3404;Osnabrück;KfS;18,031;10,926;1,495;8.3;12;15;10,597;58.8;6,970;5,335;1,635;2,576;37
------;Straftaten insgesamt;3405;Wilhelmshaven;KfS;8,294;11,055;669;8.1;15;3;5,516;66.5;3,234;2,380;854;743;23
------;Straftaten insgesamt;3451;Ammerland;LK;4,434;3,506;258;5.8;2;9;2,725;61.5;2,152;1,628;524;474;22
------;Straftaten insgesamt;3452;Aurich;LK;9,433;4,954;520;5.5;7;17;6,535;69.3;4,777;3,611;1,166;796;16.7
------;Straftaten insgesamt;3453;Cloppenburg;LK;7,105;4,084;433;6.1;4;4;4,601;64.8;3,587;2,747;840;1,108;30.9
------;Straftaten insgesamt;3454;Emsland;LK;16,454;4,965;940;5.7;13;15;10,584;64.3;7,808;6,054;1,754;2,481;31.8
------;Straftaten insgesamt;3455;Friesland;LK;4,925;4,976;320;6.5;4;9;3,395;68.9;2,245;1,686;559;352;15.7
------;Straftaten insgesamt;3456;Grafschaft Bentheim;LK;8,380;6,041;388;4.6;6;12;5,648;67.4;4,689;3,845;844;2,360;50.3
------;Straftaten insgesamt;3457;Leer;LK;9,491;5,505;413;4.4;8;12;6,703;70.6;4,918;3,687;1,231;1,248;25.4
------;Straftaten insgesamt;3458;Oldenburg;LK;5,793;4,386;524;9;8;12;3,512;60.6;2,944;2,241;703;899;30.5
------;Straftaten insgesamt;3459;Osnabrück;LK;14,983;4,144;1,320;8.8;19;21;9,055;60.4;7,262;5,610;1,652;2,278;31.4
------;Straftaten insgesamt;3460;Vechta;LK;6,316;4,362;337;5.3;6;5;3,743;59.3;3,111;2,389;722;1,183;38
------;Straftaten insgesamt;3461;Wesermarsch;LK;4,658;5,267;340;7.3;8;15;3,211;68.9;2,442;1,805;637;513;21
------;Straftaten insgesamt;3462;Wittmund;LK;2,660;4,630;153;5.8;5;4;1,870;70.3;1,302;961;341;159;12.2
------;Straftaten insgesamt;4011;Bremen;KfS;66,206;11,753;6,536;9.9;53;43;29,070;43.9;18,420;14,400;4,020;8,490;46.1
------;Straftaten insgesamt;4012;Bremerhaven;KfS;13,100;11,575;1,309;10;16;19;6,913;52.8;4,307;3,219;1,088;1,373;31.9
------;Straftaten insgesamt;5111;Düsseldorf;KfS;71,168;11,488;5,372;7.5;59;27;34,274;48.2;26,702;19,966;6,736;13,053;48.9
------;Straftaten insgesamt;5112;Duisburg;KfS;46,363;9,363;3,527;7.6;55;33;24,762;53.4;18,733;13,837;4,896;7,855;41.9
------;Straftaten insgesamt;5113;Essen;KfS;49,272;8,503;4,484;9.1;47;35;24,215;49.1;18,405;13,818;4,587;7,228;39.3
------;Straftaten insgesamt;5114;Krefeld;KfS;21,448;9,446;1,414;6.6;14;10;10,990;51.2;7,880;5,756;2,124;2,992;38
------;Straftaten insgesamt;5116;Mönchengladbach;KfS;24,945;9,557;2,147;8.6;19;13;13,442;53.9;9,491;6,969;2,522;3,448;36.3
------;Straftaten insgesamt;5117;Mülheim an der Ruhr;KfS;10,862;6,362;1,095;10.1;12;5;5,433;50;4,293;3,187;1,106;1,570;36.6
------;Straftaten insgesamt;5119;Oberhausen;KfS;16,606;7,955;1,054;6.3;19;11;9,431;56.8;7,276;5,400;1,876;2,697;37.1
------;Straftaten insgesamt;5120;Remscheid;KfS;7,911;7,078;600;7.6;7;1;4,626;58.5;3,483;2,544;939;1,194;34.3
------;Straftaten insgesamt;5122;Solingen;KfS;11,348;7,139;724;6.4;14;1;5,862;51.7;4,518;3,302;1,216;1,508;33.4
------;Straftaten insgesamt;5124;Wuppertal;KfS;31,743;8,952;2,397;7.6;32;9;16,957;53.4;12,935;9,496;3,439;5,360;41.4
------;Straftaten insgesamt;5154;Kleve;K;20,293;6,449;1,268;6.2;12;17;11,163;55;9,502;7,518;1,984;4,178;44
------;Straftaten insgesamt;5158;Mettmann;K;28,601;5,904;2,555;8.9;26;29;14,781;51.7;11,166;8,444;2,722;3,593;32.2
------;Straftaten insgesamt;5162;Rhein-Kreis Neuss;K;26,820;5,927;2,112;7.9;13;37;13,999;52.2;10,822;8,224;2,598;3,497;32.3
------;Straftaten insgesamt;5166;Viersen;K;18,955;6,345;1,862;9.8;20;32;10,463;55.2;8,604;6,740;1,864;2,717;31.6
------;Straftaten insgesamt;5170;Wesel;K;26,813;5,823;2,815;10.5;30;25;13,723;51.2;10,080;7,629;2,451;2,549;25.3
------;Straftaten insgesamt;5314;Bonn;KfS;33,773;10,176;2,640;7.8;22;10;17,299;51.2;11,952;8,875;3,077;4,504;37.7
------;Straftaten insgesamt;5315;Köln;KfS;127,462;11,878;10,965;8.6;122;57;62,759;49.2;43,136;32,518;10,618;19,229;44.6
------;Straftaten insgesamt;5316;Leverkusen;KfS;13,643;8,326;1,053;7.7;15;4;8,136;59.6;6,515;4,216;2,299;1,798;27.6
------;Straftaten insgesamt;5334;Aachen;K;48,366;8,688;3,807;7.9;62;32;25,913;53.6;19,024;14,533;4,491;8,684;45.6
------;Straftaten insgesamt;5358;Düren;K;17,722;6,643;1,759;9.9;20;26;8,832;49.8;6,769;4,983;1,786;1,961;29
------;Straftaten insgesamt;5362;Rhein-Erft-Kreis;K;34,589;7,330;3,629;10.5;48;37;16,403;47.4;13,293;10,017;3,276;4,186;31.5
------;Straftaten insgesamt;5366;Euskirchen;K;10,810;5,552;866;8;10;17;5,904;54.6;4,402;3,348;1,054;1,063;24.1
------;Straftaten insgesamt;5370;Heinsberg;K;14,444;5,592;1,030;7.1;15;39;7,443;51.5;5,920;4,482;1,438;1,521;25.7
------;Straftaten insgesamt;5374;Oberbergischer Kreis;K;12,506;4,604;1,008;8.1;15;29;7,651;61.2;5,576;4,163;1,413;1,275;22.9
------;Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;K;13,513;4,768;1,223;9.1;11;11;7,242;53.6;5,597;4,263;1,334;1,466;26.2
------;Straftaten insgesamt;5382;Rhein-Sieg-Kreis;K;30,836;5,133;2,649;8.6;28;45;15,989;51.9;12,845;9,757;3,088;3,649;28.4
------;Straftaten insgesamt;5512;Bottrop;KfS;8,658;7,380;740;8.5;13;8;4,141;47.8;3,172;2,353;819;853;26.9
------;Straftaten insgesamt;5513;Gelsenkirchen;KfS;22,852;8,785;1,924;8.4;31;10;12,303;53.8;9,887;7,369;2,518;3,888;39.3
------;Straftaten insgesamt;5515;Münster;KfS;31,771;10,000;1,952;6.1;17;14;15,134;47.6;9,662;7,392;2,270;3,619;37.5
------;Straftaten insgesamt;5554;Borken;K;24,597;6,584;1,609;6.5;25;51;13,160;53.5;9,351;7,225;2,126;2,720;29.1
------;Straftaten insgesamt;5558;Coesfeld;K;11,563;5,224;884;7.6;8;9;5,889;50.9;4,307;3,340;967;1,148;26.7
------;Straftaten insgesamt;5562;Recklinghausen;K;45,749;7,466;3,311;7.2;57;35;24,149;52.8;18,831;13,476;5,355;5,659;30.1
------;Straftaten insgesamt;5566;Steinfurt;K;26,147;5,808;1,815;6.9;13;13;13,648;52.2;10,316;7,812;2,504;3,278;31.8
------;Straftaten insgesamt;5570;Warendorf;K;14,096;5,067;1,161;8.2;12;31;7,644;54.2;5,839;4,478;1,361;1,910;32.7
------;Straftaten insgesamt;5711;Bielefeld;KfS;24,259;7,263;1,752;7.2;28;17;13,801;56.9;10,040;7,418;2,622;4,010;39.9
------;Straftaten insgesamt;5754;Gütersloh;K;17,209;4,701;1,274;7.4;17;28;9,496;55.2;7,908;6,108;1,800;2,944;37.2
------;Straftaten insgesamt;5758;Herford;K;12,272;4,896;1,070;8.7;15;13;6,670;54.4;5,619;4,293;1,326;1,709;30.4
------;Straftaten insgesamt;5762;Höxter;K;7,062;5,045;565;8;4;21;4,248;60.2;3,088;2,386;702;742;24
------;Straftaten insgesamt;5766;Lippe;K;15,983;4,617;1,154;7.2;25;22;8,995;56.3;7,115;5,297;1,818;1,917;26.9
------;Straftaten insgesamt;5770;Minden-Lübbecke;K;15,114;4,856;1,045;6.9;18;14;8,019;53.1;6,486;4,927;1,559;1,645;25.4
------;Straftaten insgesamt;5774;Paderborn;K;18,142;5,864;1,286;7.1;11;10;10,259;56.5;7,362;5,667;1,695;2,043;27.8
------;Straftaten insgesamt;5911;Bochum;KfS;30,567;8,410;2,619;8.6;29;21;15,977;52.3;11,127;8,407;2,720;3,636;32.7
------;Straftaten insgesamt;5913;Dortmund;KfS;62,755;10,693;5,029;8;47;50;34,512;55;23,651;17,901;5,750;10,813;45.7
------;Straftaten insgesamt;5914;Hagen;KfS;18,220;9,655;1,437;7.9;26;13;10,403;57.1;7,580;5,643;1,937;3,188;42.1
------;Straftaten insgesamt;5915;Hamm;KfS;16,549;9,233;1,225;7.4;23;13;9,205;55.6;6,305;4,837;1,468;2,616;41.5
------;Straftaten insgesamt;5916;Herne;KfS;14,251;9,099;1,085;7.6;16;13;7,879;55.3;5,140;3,911;1,229;1,795;34.9
------;Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;K;20,331;6,311;1,738;8.5;15;13;11,188;55;7,681;5,691;1,990;2,291;29.8
------;Straftaten insgesamt;5958;Hochsauerlandkreis;K;12,880;4,980;1,032;8;11;11;7,193;55.8;5,658;4,356;1,302;1,332;23.5
------;Straftaten insgesamt;5962;Märkischer Kreis;K;24,870;6,114;1,973;7.9;56;25;14,066;56.6;10,545;7,826;2,719;2,966;28.1
------;Straftaten insgesamt;5966;Olpe;K;6,029;4,529;465;7.7;6;1;3,743;62.1;2,643;2,028;615;765;28.9
------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;14,301;5,213;963;6.7;14;15;8,822;61.7;6,339;4,776;1,563;1,885;29.7
