1;2;3;4;5;6;7;8;9;10;11;12;
530079;Unterschlagung†sonstiger†Gueter/Sachen†ßß†246,†247,†248a†StGB†-†ohne†von†Kfz;14;Sachsen;4,952;121.2;25;0.5;2,771;56;2,738;256;9.3
530079;Unterschlagung†sonstiger†Gueter/Sachen†ßß†246,†247,†248a†StGB†-†ohne†von†Kfz;15;Sachsen-Anhalt;3,822;170.2;27;0.7;2,033;53.2;1,941;119;6.1
530079;Unterschlagung†sonstiger†Gueter/Sachen†ßß†246,†247,†248a†StGB†-†ohne†von†Kfz;1;Schleswig-Holstein;4,329;151.4;37;0.9;1,690;39;1,665;204;12.3
530079;Unterschlagung†sonstiger†Gueter/Sachen†ßß†246,†247,†248a†StGB†-†ohne†von†Kfz;16;Thueringen;3,348;154.2;10;0.3;1,810;54.1;1,836;116;6.3
530079;Unterschlagung†sonstiger†Gueter/Sachen†ßß†246,†247,†248a†StGB†-†ohne†von†Kfz;70;Bund echte Zaehlung der Tatverdaechtigen;103,764;126.3;625;0.6;48,584;46.8;48,059;9,697;20.2
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;8;Baden-Wuerttemberg;669;6.1;5;0.7;643;96.1;659;293;44.5
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;9;Bayern;772;6;7;0.9;755;97.8;742;338;45.6
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;11;Berlin;506;14.4;3;0.6;447;88.3;433;190;43.9
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;12;Brandenburg;278;11.2;2;0.7;271;97.5;282;58;20.6
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;4;Bremen;56;8.3;1;1.8;53;94.6;55;20;36.4
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;2;Hamburg;246;13.8;8;3.3;218;88.6;230;98;42.6
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;6;Hessen;573;9.3;3;0.5;545;95.1;576;234;40.6
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;13;Mecklenburg-Vorpommern;130;8.1;1;0.8;122;93.8;140;16;11.4
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;3;Niedersachsen;642;8.1;16;2.5;611;95.2;639;171;26.8
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;5;Nordrhein-Westfalen;1,951;10.9;19;1;1,862;95.4;1,870;731;39.1
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;7;Rheinland-Pfalz;346;8.5;3;0.9;333;96.2;334;108;32.3
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;10;Saarland;74;7.4;2;2.7;73;98.6;82;27;32.9
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;14;Sachsen;359;8.8;4;1.1;345;96.1;361;69;19.1
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;15;Sachsen-Anhalt;233;10.4;3;1.3;228;97.9;242;26;10.7
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;1;Schleswig-Holstein;217;7.6;3;1.4;214;98.6;218;65;29.8
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;16;Thueringen;151;7;1;0.7;149;98.7;159;22;13.8
531000;Unterschlagung†von†Kfz†ßß†246,†247†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;7,203;8.8;81;1.1;6,869;95.4;6,926;2,434;35.1
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;8;Baden-Wuerttemberg;6,250;57.4;90;1.4;5,729;91.7;5,339;2,730;51.1
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;9;Bayern;13,678;106.5;165;1.2;11,603;84.8;11,254;7,424;66
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;11;Berlin;5,689;161.6;147;2.6;4,069;71.5;3,148;1,839;58.4
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;12;Brandenburg;2,173;87.5;19;0.9;1,810;83.3;1,711;654;38.2
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;4;Bremen;766;114.1;57;7.4;590;77;484;284;58.7
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;2;Hamburg;1,255;70.2;19;1.5;1,065;84.9;1,049;639;60.9
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;6;Hessen;4,938;80;66;1.3;4,320;87.5;4,053;2,338;57.7
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;13;Mecklenburg-Vorpommern;1,509;93.6;7;0.5;1,385;91.8;1,081;254;23.5
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;3;Niedersachsen;6,149;77.6;218;3.5;5,307;86.3;5,048;2,027;40.2
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;5;Nordrhein-Westfalen;15,672;87.7;275;1.8;12,390;79.1;11,257;5,504;48.9
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;7;Rheinland-Pfalz;2,986;73.7;59;2;2,654;88.9;2,356;898;38.1
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;10;Saarland;998;100.2;13;1.3;748;74.9;665;238;35.8
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;14;Sachsen;2,618;64.1;53;2;2,382;91;2,162;837;38.7
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;15;Sachsen-Anhalt;1,972;87.8;25;1.3;1,741;88.3;1,617;246;15.2
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;1;Schleswig-Holstein;1,858;65;70;3.8;1,580;85;1,670;575;34.4
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;16;Thueringen;1,680;77.4;13;0.8;1,295;77.1;1,051;176;16.7
540000;Urkundenfaelschung†ßß†267-271,†273-279,†281†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;70,191;85.4;1,296;1.8;58,668;83.6;53,300;26,361;49.5
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;8;Baden-Wuerttemberg;4,401;40.5;36;0.8;4,080;92.7;3,827;1,940;50.7
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;9;Bayern;7,003;54.5;33;0.5;6,465;92.3;6,516;4,102;63
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;11;Berlin;4,519;128.4;105;2.3;3,101;68.6;2,399;1,320;55
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;12;Brandenburg;1,688;67.9;8;0.5;1,399;82.9;1,297;443;34.2
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;4;Bremen;501;74.6;21;4.2;404;80.6;368;215;58.4
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;2;Hamburg;946;52.9;12;1.3;794;83.9;777;458;58.9
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;6;Hessen;3,598;58.3;35;1;3,267;90.8;3,091;1,678;54.3
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;13;Mecklenburg-Vorpommern;1,022;63.4;5;0.5;936;91.6;883;195;22.1
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;3;Niedersachsen;4,194;52.9;115;2.7;3,784;90.2;3,851;1,521;39.5
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;5;Nordrhein-Westfalen;11,340;63.5;125;1.1;9,518;83.9;8,920;4,115;46.1
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;7;Rheinland-Pfalz;2,305;56.9;43;1.9;2,080;90.2;1,807;637;35.3
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;10;Saarland;785;78.8;4;0.5;623;79.4;554;187;33.8
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;14;Sachsen;2,161;52.9;42;1.9;1,987;91.9;1,789;636;35.6
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;15;Sachsen-Anhalt;1,764;78.6;22;1.2;1,597;90.5;1,454;187;12.9
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;1;Schleswig-Holstein;1,385;48.4;37;2.7;1,178;85.1;1,226;414;33.8
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;16;Thueringen;1,244;57.3;9;0.7;994;79.9;853;133;15.6
540001;Sonstige†Urkundenfaelschung†ß†267†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;48,856;59.5;652;1.3;42,207;86.4;39,139;17,977;45.9
540002;Mittelbare†Falschbeurkundung;8;Baden-Wuerttemberg;277;2.5;7;2.5;271;97.8;274;217;79.2
540002;Mittelbare†Falschbeurkundung;9;Bayern;606;4.7;48;7.9;598;98.7;626;488;78
540002;Mittelbare†Falschbeurkundung;11;Berlin;490;13.9;22;4.5;433;88.4;414;371;89.6
540002;Mittelbare†Falschbeurkundung;12;Brandenburg;86;3.5;2;2.3;80;93;80;44;55
540002;Mittelbare†Falschbeurkundung;4;Bremen;31;4.6;13;41.9;30;96.8;30;27;90
540002;Mittelbare†Falschbeurkundung;2;Hamburg;96;5.4;2;2.1;95;99;96;92;95.8
540002;Mittelbare†Falschbeurkundung;6;Hessen;317;5.1;12;3.8;314;99.1;349;307;88
540002;Mittelbare†Falschbeurkundung;13;Mecklenburg-Vorpommern;45;2.8;1;2.2;45;100;34;19;55.9
540002;Mittelbare†Falschbeurkundung;3;Niedersachsen;299;3.8;12;4;295;98.7;289;221;76.5
540002;Mittelbare†Falschbeurkundung;5;Nordrhein-Westfalen;1,246;7;13;1;1,228;98.6;864;778;90
540002;Mittelbare†Falschbeurkundung;7;Rheinland-Pfalz;165;4.1;6;3.6;163;98.8;146;120;82.2
540002;Mittelbare†Falschbeurkundung;10;Saarland;43;4.3;2;4.7;43;100;39;28;71.8
540002;Mittelbare†Falschbeurkundung;14;Sachsen;85;2.1;2;2.4;85;100;85;59;69.4
540002;Mittelbare†Falschbeurkundung;15;Sachsen-Anhalt;21;0.9;0;0;20;95.2;23;18;78.3
540002;Mittelbare†Falschbeurkundung;1;Schleswig-Holstein;57;2;1;1.8;56;98.2;66;41;62.1
540002;Mittelbare†Falschbeurkundung;16;Thueringen;30;1.4;0;0;29;96.7;28;22;78.6
540002;Mittelbare†Falschbeurkundung;70;Bund echte Zaehlung der Tatverdaechtigen;3,894;4.7;143;3.7;3,785;97.2;3,419;2,831;82.8
540003;Veraendern†von†amtlichen†Ausweisen;8;Baden-Wuerttemberg;36;0.3;0;0;36;100;36;28;77.8
540003;Veraendern†von†amtlichen†Ausweisen;9;Bayern;73;0.6;1;1.4;73;100;72;61;84.7
540003;Veraendern†von†amtlichen†Ausweisen;11;Berlin;30;0.9;0;0;23;76.7;21;15;71.4
540003;Veraendern†von†amtlichen†Ausweisen;12;Brandenburg;18;0.7;0;0;16;88.9;17;10;58.8
540003;Veraendern†von†amtlichen†Ausweisen;4;Bremen;3;0.4;0;0;2;66.7;2;1;50
540003;Veraendern†von†amtlichen†Ausweisen;2;Hamburg;3;0.2;0;0;3;100;4;3;75
540003;Veraendern†von†amtlichen†Ausweisen;6;Hessen;41;0.7;0;0;41;100;41;33;80.5
540003;Veraendern†von†amtlichen†Ausweisen;13;Mecklenburg-Vorpommern;3;0.2;0;0;3;100;3;1;33.3
540003;Veraendern†von†amtlichen†Ausweisen;3;Niedersachsen;15;0.2;0;0;14;93.3;14;9;64.3
540003;Veraendern†von†amtlichen†Ausweisen;5;Nordrhein-Westfalen;32;0.2;0;0;28;87.5;30;14;46.7
540003;Veraendern†von†amtlichen†Ausweisen;7;Rheinland-Pfalz;6;0.1;0;0;6;100;6;2;33.3
540003;Veraendern†von†amtlichen†Ausweisen;10;Saarland;0;0;0;0;0;0;0;0;0
540003;Veraendern†von†amtlichen†Ausweisen;14;Sachsen;12;0.3;0;0;12;100;12;7;58.3
540003;Veraendern†von†amtlichen†Ausweisen;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
540003;Veraendern†von†amtlichen†Ausweisen;1;Schleswig-Holstein;15;0.5;0;0;15;100;16;12;75
540003;Veraendern†von†amtlichen†Ausweisen;16;Thueringen;4;0.2;0;0;4;100;4;0;0
540003;Veraendern†von†amtlichen†Ausweisen;70;Bund echte Zaehlung der Tatverdaechtigen;291;0.4;1;0.3;276;94.8;278;196;70.5
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;8;Baden-Wuerttemberg;65;0.6;1;1.5;29;44.6;32;7;21.9
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;9;Bayern;128;1;4;3.1;95;74.2;102;33;32.4
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;11;Berlin;85;2.4;15;17.6;39;45.9;38;9;23.7
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;12;Brandenburg;35;1.4;0;0;30;85.7;30;4;13.3
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;4;Bremen;3;0.4;0;0;3;100;4;1;25
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;2;Hamburg;3;0.2;0;0;1;33.3;1;0;0
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;6;Hessen;47;0.8;0;0;41;87.2;48;29;60.4
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;13;Mecklenburg-Vorpommern;18;1.1;0;0;12;66.7;17;0;0
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;3;Niedersachsen;74;0.9;0;0;68;91.9;73;24;32.9
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;5;Nordrhein-Westfalen;65;0.4;3;4.6;51;78.5;58;17;29.3
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;7;Rheinland-Pfalz;43;1.1;1;2.3;33;76.7;41;5;12.2
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;10;Saarland;19;1.9;1;5.3;13;68.4;15;3;20
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;14;Sachsen;52;1.3;0;0;45;86.5;45;3;6.7
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;15;Sachsen-Anhalt;18;0.8;1;5.6;13;72.2;13;0;0
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;1;Schleswig-Holstein;29;1;0;0;23;79.3;23;14;60.9
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;16;Thueringen;33;1.5;0;0;25;75.8;32;6;18.8
540004;Urkundenunterdrueckung,†Veraenderung†einer†Grenzbezeichnung†ß†274††StGB;70;Bund echte Zaehlung der Tatverdaechtigen;717;0.9;26;3.6;521;72.7;571;154;27
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;8;Baden-Wuerttemberg;1;0;0;0;1;100;1;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;9;Bayern;1;0;0;0;1;100;2;2;100
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;11;Berlin;3;0.1;0;0;2;66.7;3;3;100
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;12;Brandenburg;1;0;0;0;1;100;1;1;100
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;4;Bremen;0;0;0;0;0;0;0;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;2;Hamburg;0;0;0;0;0;0;0;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;6;Hessen;2;0;0;0;2;100;2;1;50
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;13;Mecklenburg-Vorpommern;1;0.1;0;0;0;0;0;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;3;Niedersachsen;1;0;0;0;1;100;1;1;100
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;5;Nordrhein-Westfalen;5;0;0;0;5;100;6;2;33.3
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;7;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;10;Saarland;0;0;0;0;0;0;0;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;14;Sachsen;0;0;0;0;0;0;0;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;1;Schleswig-Holstein;2;0.1;0;0;2;100;2;1;50
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;16;Thueringen;2;0.1;0;0;1;50;1;0;0
540005;Vorbereitung†der†Faelschung†von†amtlichen†Ausweisen;70;Bund echte Zaehlung der Tatverdaechtigen;19;0;0;0;16;84.2;19;11;57.9
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;8;Baden-Wuerttemberg;230;2.1;0;0;225;97.8;230;202;87.8
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;9;Bayern;1,909;14.9;0;0;1,890;99;1,919;1,865;97.2
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;11;Berlin;118;3.4;0;0;116;98.3;88;79;89.8
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;12;Brandenburg;47;1.9;0;0;44;93.6;46;39;84.8
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;4;Bremen;15;2.2;0;0;15;100;15;13;86.7
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;2;Hamburg;26;1.5;0;0;22;84.6;23;21;91.3
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;6;Hessen;160;2.6;0;0;156;97.5;173;152;87.9
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;13;Mecklenburg-Vorpommern;21;1.3;0;0;21;100;22;15;68.2
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;3;Niedersachsen;99;1.2;0;0;96;97;101;89;88.1
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;5;Nordrhein-Westfalen;292;1.6;0;0;264;90.4;282;229;81.2
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;7;Rheinland-Pfalz;50;1.2;0;0;41;82;43;27;62.8
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;10;Saarland;15;1.5;0;0;15;100;16;13;81.3
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;14;Sachsen;54;1.3;0;0;52;96.3;54;49;90.7
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;15;Sachsen-Anhalt;18;0.8;0;0;17;94.4;17;13;76.5
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;1;Schleswig-Holstein;50;1.7;0;0;49;98;56;44;78.6
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;16;Thueringen;7;0.3;0;0;7;100;7;6;85.7
540006;Verschaffen†von†falschen†amtlichen†Ausweisen;70;Bund echte Zaehlung der Tatverdaechtigen;3,111;3.8;0;0;3,030;97.4;3,085;2,852;92.4
540007;Faelschung†von†Gesundheitszeugnissen;8;Baden-Wuerttemberg;3;0;0;0;3;100;3;0;0
540007;Faelschung†von†Gesundheitszeugnissen;9;Bayern;8;0.1;0;0;7;87.5;8;2;25
540007;Faelschung†von†Gesundheitszeugnissen;11;Berlin;2;0.1;0;0;2;100;2;0;0
540007;Faelschung†von†Gesundheitszeugnissen;12;Brandenburg;1;0;0;0;1;100;1;0;0
540007;Faelschung†von†Gesundheitszeugnissen;4;Bremen;0;0;0;0;0;0;0;0;0
540007;Faelschung†von†Gesundheitszeugnissen;2;Hamburg;0;0;0;0;0;0;0;0;0
540007;Faelschung†von†Gesundheitszeugnissen;6;Hessen;0;0;0;0;0;0;0;0;0
540007;Faelschung†von†Gesundheitszeugnissen;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
540007;Faelschung†von†Gesundheitszeugnissen;3;Niedersachsen;5;0.1;0;0;5;100;7;4;57.1
540007;Faelschung†von†Gesundheitszeugnissen;5;Nordrhein-Westfalen;4;0;0;0;4;100;4;1;25
540007;Faelschung†von†Gesundheitszeugnissen;7;Rheinland-Pfalz;1;0;0;0;1;100;1;0;0
540007;Faelschung†von†Gesundheitszeugnissen;10;Saarland;1;0.1;0;0;1;100;3;1;33.3
540007;Faelschung†von†Gesundheitszeugnissen;14;Sachsen;0;0;0;0;0;0;0;0;0
540007;Faelschung†von†Gesundheitszeugnissen;15;Sachsen-Anhalt;1;0;0;0;1;100;3;0;0
540007;Faelschung†von†Gesundheitszeugnissen;1;Schleswig-Holstein;2;0.1;0;0;1;50;1;1;100
540007;Faelschung†von†Gesundheitszeugnissen;16;Thueringen;1;0;0;0;1;100;1;0;0
540007;Faelschung†von†Gesundheitszeugnissen;70;Bund echte Zaehlung der Tatverdaechtigen;29;0;0;0;27;93.1;34;9;26.5
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;8;Baden-Wuerttemberg;7;0.1;0;0;7;100;8;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;9;Bayern;23;0.2;0;0;23;100;28;3;10.7
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;11;Berlin;34;1;0;0;31;91.2;13;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;12;Brandenburg;5;0.2;0;0;5;100;7;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;4;Bremen;0;0;0;0;0;0;0;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;2;Hamburg;1;0.1;0;0;1;100;1;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;6;Hessen;14;0.2;0;0;15;107.1;16;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;13;Mecklenburg-Vorpommern;4;0.2;0;0;4;100;4;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;3;Niedersachsen;18;0.2;0;0;15;83.3;17;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;5;Nordrhein-Westfalen;6;0;0;0;6;100;6;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;7;Rheinland-Pfalz;4;0.1;0;0;4;100;4;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;10;Saarland;7;0.7;0;0;7;100;10;1;10
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;14;Sachsen;5;0.1;0;0;5;100;5;1;20
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;15;Sachsen-Anhalt;1;0;0;0;1;100;1;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;1;Schleswig-Holstein;3;0.1;0;0;3;100;3;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;16;Thueringen;0;0;0;0;0;0;0;0;0
540008;Ausstellen†unrichtiger†Gesundheitszeugnisse;70;Bund echte Zaehlung der Tatverdaechtigen;132;0.2;0;0;127;96.2;123;5;4.1
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;8;Baden-Wuerttemberg;4;0;0;0;4;100;4;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;9;Bayern;4;0;0;0;4;100;4;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;11;Berlin;41;1.2;0;0;41;100;42;12;28.6
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;12;Brandenburg;1;0;0;0;0;0;0;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;4;Bremen;0;0;0;0;0;0;0;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;2;Hamburg;0;0;0;0;0;0;0;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;6;Hessen;3;0;0;0;3;100;3;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;3;Niedersachsen;2;0;0;0;2;100;2;1;50
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;5;Nordrhein-Westfalen;3;0;0;0;3;100;3;1;33.3
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;7;Rheinland-Pfalz;1;0;0;0;1;100;1;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;10;Saarland;9;0.9;0;0;9;100;4;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;14;Sachsen;0;0;0;0;0;0;0;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;1;Schleswig-Holstein;0;0;0;0;0;0;0;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;16;Thueringen;0;0;0;0;0;0;0;0;0
540009;Gebrauch†unrichtiger†Gesundheitszeugnisse;70;Bund echte Zaehlung der Tatverdaechtigen;68;0.1;0;0;67;98.5;62;14;22.6
540010;Missbrauch†von†Ausweispapieren;8;Baden-Wuerttemberg;422;3.9;9;2.1;401;95;435;151;34.7
540010;Missbrauch†von†Ausweispapieren;9;Bayern;938;7.3;14;1.5;891;95;913;441;48.3
540010;Missbrauch†von†Ausweispapieren;11;Berlin;203;5.8;1;0.5;171;84.2;181;117;64.6
540010;Missbrauch†von†Ausweispapieren;12;Brandenburg;88;3.5;1;1.1;85;96.6;85;60;70.6
540010;Missbrauch†von†Ausweispapieren;4;Bremen;50;7.4;6;12;39;78;38;25;65.8
540010;Missbrauch†von†Ausweispapieren;2;Hamburg;140;7.8;5;3.6;124;88.6;140;71;50.7
540010;Missbrauch†von†Ausweispapieren;6;Hessen;191;3.1;2;1;173;90.6;182;133;73.1
540010;Missbrauch†von†Ausweispapieren;13;Mecklenburg-Vorpommern;31;1.9;0;0;30;96.8;34;20;58.8
540010;Missbrauch†von†Ausweispapieren;3;Niedersachsen;285;3.6;17;6;275;96.5;248;100;40.3
540010;Missbrauch†von†Ausweispapieren;5;Nordrhein-Westfalen;459;2.6;9;2;403;87.8;440;224;50.9
540010;Missbrauch†von†Ausweispapieren;7;Rheinland-Pfalz;82;2;0;0;79;96.3;91;21;23.1
540010;Missbrauch†von†Ausweispapieren;10;Saarland;6;0.6;0;0;5;83.3;5;1;20
540010;Missbrauch†von†Ausweispapieren;14;Sachsen;66;1.6;3;4.5;63;95.5;63;45;71.4
540010;Missbrauch†von†Ausweispapieren;15;Sachsen-Anhalt;21;0.9;1;4.8;16;76.2;18;8;44.4
540010;Missbrauch†von†Ausweispapieren;1;Schleswig-Holstein;137;4.8;10;7.3;132;96.4;165;27;16.4
540010;Missbrauch†von†Ausweispapieren;16;Thueringen;13;0.6;1;7.7;12;92.3;12;2;16.7
540010;Missbrauch†von†Ausweispapieren;70;Bund echte Zaehlung der Tatverdaechtigen;3,132;3.8;79;2.5;2,899;92.6;3,048;1,446;47.4
541000;Faelschung†technischer†Aufzeichnungen†ß†268†StGB;8;Baden-Wuerttemberg;74;0.7;0;0;71;95.9;75;60;80
541000;Faelschung†technischer†Aufzeichnungen†ß†268†StGB;9;Bayern;140;1.1;2;1.4;135;96.4;145;101;69.7
541000;Faelschung†technischer†Aufzeichnungen†ß†268†StGB;11;Berlin;60;1.7;0;0;60;100;58;20;34.5
541000;Faelschung†technischer†Aufzeichnungen†ß†268†StGB;12;Brandenburg;59;2.4;0;0;52;88.1;55;34;61.8
