1;2;3;4;5;6;7;8;9;10;11;12;
20020;Minder†schwerer†Totschlag†ß†213†StGB;5;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0
20020;Minder†schwerer†Totschlag†ß†213†StGB;7;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0
20020;Minder†schwerer†Totschlag†ß†213†StGB;10;Saarland;0;0;0;0;0;0;0;0;0
20020;Minder†schwerer†Totschlag†ß†213†StGB;14;Sachsen;0;0;0;0;0;0;0;0;0
20020;Minder†schwerer†Totschlag†ß†213†StGB;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
20020;Minder†schwerer†Totschlag†ß†213†StGB;1;Schleswig-Holstein;0;0;0;0;0;0;0;0;0
20020;Minder†schwerer†Totschlag†ß†213†StGB;16;Thueringen;0;0;0;0;0;0;0;0;0
20020;Minder†schwerer†Totschlag†ß†213†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;3;0;3;100;3;100;6;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;8;Baden-Wuerttemberg;4;0;2;50;4;100;6;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;9;Bayern;3;0;1;33.3;3;100;3;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;11;Berlin;1;0;1;100;1;100;1;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;12;Brandenburg;0;0;0;0;0;0;0;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;4;Bremen;0;0;0;0;0;0;0;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;2;Hamburg;0;0;0;0;0;0;0;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;6;Hessen;3;0;1;33.3;3;100;5;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;3;Niedersachsen;2;0;0;0;2;100;2;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;5;Nordrhein-Westfalen;5;0;2;40;5;100;5;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;7;Rheinland-Pfalz;2;0;2;100;2;100;2;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;10;Saarland;0;0;0;0;0;0;0;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;14;Sachsen;2;0;0;0;2;100;2;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;1;Schleswig-Holstein;1;0;1;100;1;100;1;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;16;Thueringen;1;0;0;0;1;100;1;0;0
20030;Toetung†auf†Verlangen†ß†216†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;24;0;10;41.7;24;100;28;0;0
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;8;Baden-Wuerttemberg;70;0.6;0;0;65;92.9;90;6;6.7
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;9;Bayern;129;1;0;0;110;85.3;167;24;14.4
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;11;Berlin;54;1.5;0;0;25;46.3;41;6;14.6
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;12;Brandenburg;38;1.5;0;0;27;71.1;41;3;7.3
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;4;Bremen;5;0.7;0;0;3;60;3;1;33.3
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;2;Hamburg;23;1.3;0;0;19;82.6;26;6;23.1
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;6;Hessen;68;1.1;0;0;49;72.1;65;11;16.9
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;13;Mecklenburg-Vorpommern;19;1.2;0;0;17;89.5;22;1;4.5
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;3;Niedersachsen;110;1.4;0;0;97;88.2;170;22;12.9
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;5;Nordrhein-Westfalen;65;0.4;0;0;55;84.6;78;7;9
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;7;Rheinland-Pfalz;10;0.2;0;0;10;100;19;4;21.1
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;10;Saarland;6;0.6;0;0;6;100;7;0;0
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;14;Sachsen;32;0.8;0;0;25;78.1;38;3;7.9
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;15;Sachsen-Anhalt;22;1;0;0;18;81.8;37;7;18.9
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;1;Schleswig-Holstein;12;0.4;0;0;7;58.3;8;0;0
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;16;Thueringen;23;1.1;0;0;16;69.6;29;2;6.9
30000;Fahrlaessige†Toetung†ß†222†StGB†-†nicht†i.V.m.†Verkehrsunfall†-;70;Bund echte Zaehlung der Tatverdaechtigen;686;0.8;0;0;549;80;841;103;12.2
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;8;Baden-Wuerttemberg;9;0.1;3;33.3;9;100;9;5;55.6
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;9;Bayern;27;0.2;15;55.6;26;96.3;27;8;29.6
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;11;Berlin;21;0.6;6;28.6;19;90.5;19;6;31.6
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;12;Brandenburg;7;0.3;0;0;6;85.7;9;1;11.1
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;4;Bremen;0;0;0;0;0;0;0;0;0
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;2;Hamburg;3;0.2;1;33.3;2;66.7;2;0;0
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;6;Hessen;9;0.1;5;55.6;9;100;11;4;36.4
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;13;Mecklenburg-Vorpommern;1;0.1;0;0;1;100;1;0;0
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;3;Niedersachsen;14;0.2;3;21.4;14;100;19;3;15.8
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;5;Nordrhein-Westfalen;24;0.1;13;54.2;24;100;24;7;29.2
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;7;Rheinland-Pfalz;3;0.1;1;33.3;3;100;5;0;0
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;10;Saarland;2;0.2;2;100;2;100;2;1;50
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;14;Sachsen;6;0.1;0;0;6;100;8;0;0
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;15;Sachsen-Anhalt;9;0.4;0;0;8;88.9;10;1;10
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;1;Schleswig-Holstein;2;0.1;1;50;2;100;2;0;0
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;16;Thueringen;1;0;0;0;1;100;1;0;0
40000;Abbruch†der†Schwangerschaft†ßß†218,†218b,†218c,†219a,†219b†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;138;0.2;50;36.2;132;95.7;149;36;24.2
40010;Schwangerschaftsabbruch†ß†218†StGB;8;Baden-Wuerttemberg;9;0.1;3;33.3;9;100;9;5;55.6
40010;Schwangerschaftsabbruch†ß†218†StGB;9;Bayern;25;0.2;15;60;25;100;25;8;32
40010;Schwangerschaftsabbruch†ß†218†StGB;11;Berlin;13;0.4;6;46.2;11;84.6;11;6;54.5
40010;Schwangerschaftsabbruch†ß†218†StGB;12;Brandenburg;1;0;0;0;1;100;1;0;0
40010;Schwangerschaftsabbruch†ß†218†StGB;4;Bremen;0;0;0;0;0;0;0;0;0
40010;Schwangerschaftsabbruch†ß†218†StGB;2;Hamburg;1;0.1;1;100;1;100;1;0;0
40010;Schwangerschaftsabbruch†ß†218†StGB;6;Hessen;7;0.1;5;71.4;7;100;9;4;44.4
40010;Schwangerschaftsabbruch†ß†218†StGB;13;Mecklenburg-Vorpommern;1;0.1;0;0;1;100;1;0;0
40010;Schwangerschaftsabbruch†ß†218†StGB;3;Niedersachsen;12;0.2;3;25;12;100;15;3;20
40010;Schwangerschaftsabbruch†ß†218†StGB;5;Nordrhein-Westfalen;22;0.1;13;59.1;22;100;22;6;27.3
40010;Schwangerschaftsabbruch†ß†218†StGB;7;Rheinland-Pfalz;2;0;1;50;2;100;2;0;0
40010;Schwangerschaftsabbruch†ß†218†StGB;10;Saarland;2;0.2;2;100;2;100;2;1;50
40010;Schwangerschaftsabbruch†ß†218†StGB;14;Sachsen;2;0;0;0;2;100;2;0;0
40010;Schwangerschaftsabbruch†ß†218†StGB;15;Sachsen-Anhalt;2;0.1;0;0;2;100;2;1;50
40010;Schwangerschaftsabbruch†ß†218†StGB;1;Schleswig-Holstein;2;0.1;1;50;2;100;2;0;0
40010;Schwangerschaftsabbruch†ß†218†StGB;16;Thueringen;1;0;0;0;1;100;1;0;0
40010;Schwangerschaftsabbruch†ß†218†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;102;0.1;50;49;100;98;105;34;32.4
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;8;Baden-Wuerttemberg;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;9;Bayern;1;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;11;Berlin;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;12;Brandenburg;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;4;Bremen;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;2;Hamburg;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;6;Hessen;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;3;Niedersachsen;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;5;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;7;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;10;Saarland;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;14;Sachsen;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;1;Schleswig-Holstein;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;16;Thueringen;0;0;0;0;0;0;0;0;0
40020;Schwangerschaftsabbruch†ohne†aerztliche†Feststellung,†unrichtige†aerztliche†Feststellung†ß†218b†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;1;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;8;Baden-Wuerttemberg;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;9;Bayern;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;11;Berlin;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;12;Brandenburg;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;4;Bremen;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;2;Hamburg;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;6;Hessen;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;3;Niedersachsen;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;5;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;7;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;10;Saarland;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;14;Sachsen;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;1;Schleswig-Holstein;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;16;Thueringen;0;0;0;0;0;0;0;0;0
40030;ƒrztliche†Pflichtverletzung†ß†218c†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;0;0;0;0;0;0;0;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;8;Baden-Wuerttemberg;0;0;0;0;0;0;0;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;9;Bayern;1;0;0;0;1;100;2;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;11;Berlin;8;0.2;0;0;8;100;8;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;12;Brandenburg;6;0.2;0;0;5;83.3;8;1;12.5
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;4;Bremen;0;0;0;0;0;0;0;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;2;Hamburg;2;0.1;0;0;1;50;1;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;6;Hessen;2;0;0;0;2;100;2;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;3;Niedersachsen;2;0;0;0;2;100;4;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;5;Nordrhein-Westfalen;2;0;0;0;2;100;2;1;50
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;7;Rheinland-Pfalz;1;0;0;0;1;100;3;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;10;Saarland;0;0;0;0;0;0;0;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;14;Sachsen;4;0.1;0;0;4;100;6;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;15;Sachsen-Anhalt;7;0.3;0;0;6;85.7;8;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;1;Schleswig-Holstein;0;0;0;0;0;0;0;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;16;Thueringen;0;0;0;0;0;0;0;0;0
40040;Werbung†fuer†den†Abbruch†der†Schwangerschaft†ß†219a†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;35;0;0;0;32;91.4;44;2;4.5
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;8;Baden-Wuerttemberg;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;9;Bayern;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;11;Berlin;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;12;Brandenburg;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;4;Bremen;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;2;Hamburg;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;6;Hessen;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;3;Niedersachsen;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;5;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;7;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;10;Saarland;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;14;Sachsen;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;1;Schleswig-Holstein;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;16;Thueringen;0;0;0;0;0;0;0;0;0
40050;Inverkehrbringen†von†Mitteln†Schwangerschaftsabbruch†ß†219b†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;0;0;0;0;0;0;0;0;0
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;8;Baden-Wuerttemberg;5,406;49.7;299;5.5;4,211;77.9;3,822;1,313;34.4
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;9;Bayern;6,076;47.3;388;6.4;5,126;84.4;4,407;1,292;29.3
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;11;Berlin;2,852;81;213;7.5;1,829;64.1;1,615;521;32.3
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;12;Brandenburg;1,509;60.7;80;5.3;1,251;82.9;1,192;168;14.1
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;4;Bremen;573;85.3;78;13.6;402;70.2;372;125;33.6
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;2;Hamburg;1,420;79.4;84;5.9;1,093;77;765;333;43.5
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;6;Hessen;3,197;51.8;251;7.9;2,642;82.6;2,407;760;31.6
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;13;Mecklenburg-Vorpommern;1,050;65.1;72;6.9;942;89.7;816;63;7.7
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;3;Niedersachsen;5,226;65.9;391;7.5;4,341;83.1;4,016;799;19.9
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;5;Nordrhein-Westfalen;10,376;58.1;790;7.6;7,597;73.2;7,084;2,039;28.8
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;7;Rheinland-Pfalz;2,388;58.9;169;7.1;1,977;82.8;1,765;395;22.4
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;10;Saarland;506;50.8;24;4.7;392;77.5;361;122;33.8
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;14;Sachsen;2,167;53;163;7.5;1,821;84;1,619;284;17.5
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;15;Sachsen-Anhalt;1,480;65.9;140;9.5;1,241;83.9;1,169;151;12.9
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;1;Schleswig-Holstein;1,773;62;152;8.6;1,372;77.4;1,285;263;20.5
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;16;Thueringen;1,402;64.6;73;5.2;1,205;85.9;1,045;101;9.7
100000;Straftaten†gegen†die†sexuelle†Selbstbestimmung;70;Bund echte Zaehlung der Tatverdaechtigen;47,401;57.7;3,367;7.1;37,442;79;33,533;8,698;25.9
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;8;Baden-Wuerttemberg;1,553;14.3;232;14.9;1,265;81.5;1,264;612;48.4
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;9;Bayern;1,645;12.8;294;17.9;1,406;85.5;1,402;604;43.1
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;11;Berlin;936;26.6;139;14.9;582;62.2;564;259;45.9
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;12;Brandenburg;409;16.5;55;13.4;348;85.1;351;78;22.2
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;4;Bremen;246;36.6;56;22.8;169;68.7;170;85;50
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;2;Hamburg;277;15.5;65;23.5;177;63.9;184;98;53.3
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;6;Hessen;1,098;17.8;179;16.3;889;81;901;411;45.6
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;13;Mecklenburg-Vorpommern;234;14.5;39;16.7;217;92.7;217;26;12
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;3;Niedersachsen;1,660;20.9;270;16.3;1,407;84.8;1,478;467;31.6
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;5;Nordrhein-Westfalen;3,481;19.5;543;15.6;2,486;71.4;2,560;991;38.7
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;7;Rheinland-Pfalz;723;17.8;109;15.1;608;84.1;616;202;32.8
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;10;Saarland;118;11.9;18;15.3;97;82.2;97;45;46.4
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;14;Sachsen;606;14.8;105;17.3;516;85.1;503;152;30.2
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;15;Sachsen-Anhalt;523;23.3;93;17.8;427;81.6;417;86;20.6
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;1;Schleswig-Holstein;579;20.3;99;17.1;464;80.1;472;149;31.6
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;16;Thueringen;404;18.6;48;11.9;341;84.4;328;57;17.4
110000;Straftaten†gegen†die†sexuelle†Selbstbestimmung†unter†Gewaltanwendung†oder†Ausnutzen†eines†Abhaengigkeitsverhaeltnisses†ßß†174,†174a,†174b,†174c,†177,†178†StGB;70;Bund echte Zaehlung der Tatverdaechtigen;14,492;17.6;2,344;16.2;11,399;78.7;11,493;4,315;37.5
