1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
131800;Sexueller Missbrauch von Kindern mit Todesfolge ß 176b StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132000;Exhibitionistische Handlungen und Erregung oeffentlichen ƒrgernisses ßß 183, 183a StGB;8,001;0.1;0;0;1,718;2,310;1,807;2,160;6;0;0;4,445;55.6;3,623;3,542;81;1,192;32.9
132010;Exhibitionistische Handlungen ß 183 StGB;7,099;0.1;0;0;1,541;2,113;1,610;1,832;3;0;0;3,800;53.5;3,036;3,036;0;1,039;34.2
132020;Erregung oeffentlichen ƒrgernisses ß 183a StGB;902;0;0;0;177;197;197;328;3;0;0;645;71.5;666;585;81;183;27.5
133000;Sexueller Missbrauch von Jugendlichen ß 182 StGB;1,161;0;189;16.3;377;353;179;235;17;0;0;1,062;91.5;994;969;25;210;21.1
134000;Sexueller Missbrauch Widerstandsunfaehiger ß 179 StGB;1,493;0;62;4.2;462;400;242;383;6;0;0;1,303;87.3;1,377;1,363;14;335;24.3
140000;Ausnutzen sexueller Neigung ßß 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;10,235;0.2;37;0.4;3,635;2,347;1,404;2,210;639;0;0;8,876;86.7;8,151;6,828;1,323;1,098;13.5
140010;Ausuebung der verbotenen Prostitution ß 184f StGB;973;0;0;0;58;85;79;749;2;0;0;966;99.3;519;37;482;300;57.8
140020;Jugendgefaehrdende Prostitution ß 184g StGB;13;0;0;0;3;5;3;2;0;0;0;8;61.5;10;3;7;1;10
141000;Foerderung sexueller Handlungen Minderjaehriger oder Ausbeuten von Prostituierten ßß 180, 180a StGB;123;0;19;15.4;37;39;23;21;3;0;0;103;83.7;133;95;38;40;30.1
141100;Foerderung sexueller Handlungen Minderjaehriger ß 180 StGB;99;0;19;19.2;29;27;20;20;3;0;0;81;81.8;100;72;28;26;26
141200;Ausbeuten von Prostituierten ß 180a StGB;24;0;0;0;8;12;3;1;0;0;0;22;91.7;33;23;10;14;42.4
142000;Zuhaelterei ß 181a StGB;209;0;0;0;40;43;54;69;3;0;0;191;91.4;220;190;30;125;56.8
143000;Verbreitung pornographischer Schriften (Erzeugnisse) ßß 184, 184a, 184b, 184c, 184d, 184e StGB;8,917;0.1;18;0.2;3,497;2,175;1,245;1,369;631;0;0;7,608;85.3;7,276;6,508;768;632;8.7
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) ß 184 StGB;946;0;0;0;345;247;144;133;77;0;0;720;76.1;689;608;81;93;13.5
143020;Verbreitung gewalt- oder tierpornographischer Schriften ß 184a StGB;100;0;0;0;55;19;8;13;5;0;0;89;89;86;77;9;11;12.8
143030;Zugaenglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;75;0;0;0;14;21;8;23;9;0;0;56;74.7;63;56;7;7;11.1
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen ß 184e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren ß 184 Abs. 1 Nr. 1, 2, 5 StGB;1,053;0;0;0;502;247;112;130;62;0;0;905;85.9;857;722;135;80;9.3
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften ß 184b StGB;5,687;0.1;13;0.2;2,099;1,344;854;961;429;0;0;4,877;85.8;4,859;4,480;379;368;7.6
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie ß 184b Abs. 1 StGB;2,807;0;13;0.5;973;644;438;509;243;0;0;2,292;81.7;2,367;2,122;245;186;7.9
143211;Verbreitung von Kinderpornographie ß 184b Abs. 1 Nr. 1 StGB;2,478;0;10;0.4;824;585;403;432;234;0;0;2,033;82;2,115;1,896;219;163;7.7
143212;Besitzverschaffung fuer andere von Kinderpornographie ß 184b Abs. 1 Nr. 2 StGB;218;0;0;0;95;34;20;62;7;0;0;155;71.1;160;151;9;11;6.9
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsaechlichem Geschehen ß 184b Abs. 1 Nr. 3 StGB;64;0;3;4.7;33;15;9;6;1;0;0;61;95.3;55;51;4;8;14.5
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie ß 184b Abs. 1 Nr. 4 StGB;47;0;0;0;21;10;6;9;1;0;0;43;91.5;51;37;14;5;9.8
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmaeﬂig ß 184b Abs. 2 StGB;37;0;0;0;13;6;8;8;2;0;0;31;83.8;34;34;0;3;8.8
143230;Besitz oder sich Verschaffen von Kinderpornographie ß 184b Abs. 3 StGB;2,843;0;0;0;1,113;694;408;444;184;0;0;2,554;89.8;2,573;2,437;136;180;7
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften ß 184c StGB;1,056;0;5;0.5;482;297;119;109;49;0;0;961;91;942;780;162;90;9.6
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie ß 184c Abs. 1 StGB;563;0;5;0.9;254;158;64;66;21;0;0;513;91.1;502;398;104;52;10.4
143511;Verbreitung von Jugendpornographie ß 184c Abs. 1 Nr. 1 StGB;464;0;3;0.6;208;130;51;56;19;0;0;422;90.9;419;330;89;38;9.1
143512;Besitzverschaffung fuer andere von Jugendpornographie ß 184c Abs. 1 Nr. 2 StGB;24;0;0;0;8;8;4;4;0;0;0;21;87.5;21;17;4;5;23.8
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsaechlichem Geschehen von Jugendpornografie ß 184c Abs. 1 Nr. 3 StGB;50;0;2;4;27;15;5;2;1;0;0;49;98;43;39;4;4;9.3
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie ß 184c Abs. 1 Nr. 4 StGB;25;0;0;0;11;5;4;4;1;0;0;21;84;22;15;7;5;22.7
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmaeﬂig ß 184c Abs. 2 StGB;3;0;0;0;1;0;1;1;0;0;0;3;100;3;1;2;0;0
143530;Besitz oder sich Verschaffen von Jugendpornographie ß 184c Abs. 3 StGB;490;0;0;0;227;139;54;42;28;0;0;445;90.8;455;399;56;39;8.6
200000;Rohheitsdelikte und Straftaten gegen die persoenliche Freiheit;815,709;12.8;56,179;6.9;212,175;230,783;163,636;206,742;2,373;4,242;1,186;708,682;86.9;631,399;517,628;113,771;192,215;30.4
210000;Raub, raeuberische Erpressung und raeuberischer Angriff auf Kraftfahrer ßß 249-252, 255, 316a StGB;43,009;0.7;8,813;20.5;5,438;10,648;10,451;16,439;33;1,906;116;22,383;52;28,120;25,409;2,711;11,525;41
210010;Sonstiger Raub ß 249 StGB;3,173;0;606;19.1;571;911;705;983;3;3;0;1,656;52.2;2,345;2,155;190;925;39.4
210020;Sonstiger schwerer Raub ß 250 StGB;1,142;0;233;20.4;179;321;239;403;0;145;7;596;52.2;981;929;52;404;41.2
210030;Sonstiger Raub mit Todesfolge ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210040;Raeuberischer Diebstahl ß 252 StGB;9,204;0.1;936;10.2;1,210;2,629;2,297;3,067;1;15;2;6,798;73.9;7,935;6,746;1,189;3,848;48.5
210050;Sonstige raeuberische Erpressung ß 255 StGB;2,478;0;1,113;44.9;492;678;537;755;16;140;9;1,879;75.8;2,611;2,445;166;983;37.6
211000;Raub, raeuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;164;0;50;30.5;61;47;25;30;1;88;2;115;70.1;137;130;7;48;35
211100;Raub, raeuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);128;0;45;35.2;52;30;21;24;1;71;2;96;75;115;109;6;38;33
211110;Raub auf Geldinstitute (Banken/Sparkassen) ß 249 StGB;7;0;2;28.6;4;1;1;0;1;2;0;5;71.4;12;11;1;4;33.3
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) ß 250 StGB;47;0;13;27.7;15;9;7;16;0;28;0;36;76.6;48;45;3;16;33.3
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211150;Raeuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) ß 255 StGB;74;0;30;40.5;33;20;13;8;0;41;2;55;74.3;68;66;2;21;30.9
211200;Raub, raeuberische Erpressung auf/gegen Postfilialen und -agenturen;36;0;5;13.9;9;17;4;6;0;17;0;19;52.8;22;21;1;10;45.5
211210;Raub auf Postfilialen und -agenturen ß 249 StGB;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
211220;Schwerer Raub auf Postfilialen und -agenturen ß 250 StGB;18;0;1;5.6;2;9;4;3;0;8;0;9;50;14;14;0;7;50
211230;Raub mit Todesfolge auf Postfilialen und -agenturen ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211250;Raeuberische Erpressung gegen Postfilialen und -agenturen ß 255 StGB;17;0;4;23.5;7;7;0;3;0;9;0;10;58.8;11;10;1;3;27.3
212000;Raub, raeuberische Erpressung auf/gegen sonstige Zahlstellen und Geschaefte;3,057;0;768;25.1;538;936;648;935;0;981;44;1,553;50.8;1,874;1,814;60;626;33.4
212010;Raub auf sonstige Zahlstellen oder Geschaefte ß 249 StGB;252;0;72;28.6;26;62;56;108;0;15;0;123;48.8;147;141;6;51;34.7
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschaefte ß 250 StGB;1,025;0;263;25.7;116;264;224;421;0;340;23;501;48.9;734;716;18;287;39.1
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschaefte ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212050;Raeuberische Erpressung gegen sonstige Zahlstellen oder Geschaefte ß 255 StGB;576;0;180;31.3;106;158;134;178;0;205;6;282;49;339;325;14;79;23.3
212100;Raub, raeuberische Erpressung auf/gegen Spielhallen;633;0;130;20.5;121;218;135;159;0;216;6;323;51;450;431;19;168;37.3
212110;Raub auf Spielhallen ß 249 StGB;78;0;35;44.9;21;27;12;18;0;8;0;40;51.3;66;65;1;32;48.5
212120;Schwerer Raub auf Spielhallen ß 250 StGB;352;0;56;15.9;54;118;75;105;0;143;4;186;52.8;284;269;15;101;35.6
212130;Raub mit Todesfolge auf Spielhallen ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212150;Raeuberische Erpressung gegen Spielhallen ß 255 StGB;203;0;39;19.2;46;73;48;36;0;65;2;97;47.8;124;120;4;41;33.1
212200;Raub, raeuberische Erpressung auf/gegen Tankstellen;571;0;123;21.5;169;234;99;69;0;205;9;324;56.7;380;372;8;90;23.7
212210;Raub auf Tankstellen ß 249 StGB;57;0;29;50.9;13;26;10;8;0;6;0;33;57.9;56;56;0;19;33.9
212220;Schwerer Raub auf Tankstellen ß 250 StGB;269;0;47;17.5;77;110;45;37;0;94;8;152;56.5;195;191;4;52;26.7
212230;Raub mit Todesfolge auf Tankstellen ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212250;Raeuberische Erpressung gegen Tankstellen ß 255 StGB;245;0;47;19.2;79;98;44;24;0;105;1;139;56.7;151;147;4;26;17.2
213000;Raub, raeuberische Erpressung auf/gegen Geld- und Werttransporte;87;0;24;27.6;15;30;14;27;1;6;0;40;46;73;67;6;29;39.7
213100;Raub, raeuberische Erpressung auf/gegen Geld- und Kassenboten;84;0;23;27.4;15;30;14;24;1;5;0;40;47.6;73;67;6;29;39.7
213110;Raub auf Geld- und Kassenboten ß 249 StGB;41;0;7;17.1;8;14;8;10;1;0;0;14;34.1;19;17;2;6;31.6
213120;Schwerer Raub auf Geld- und Kassenboten ß 250 StGB;39;0;14;35.9;5;16;5;13;0;3;0;26;66.7;54;50;4;23;42.6
213130;Raub mit Todesfolge auf Geld- und Kassenboten ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213150;Raeuberische Erpressung gegen Geld- und Kassenboten ß 255 StGB;4;0;2;50;2;0;1;1;0;2;0;0;0;0;0;0;0;0
213200;Raub, raeuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;3;0;1;33.3;0;0;0;3;0;1;0;0;0;0;0;0;0;0
213210;Raub auf Spezialgeldtransportfahrzeuge ß 249 StGB;1;0;1;100;0;0;0;1;0;0;0;0;0;0;0;0;0;0
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge ß 250 StGB;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Raeuberische Erpressung gegen Spezialgeldtransportfahrzeuge ß 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214000;Raeuberischer Angriff auf Kraftfahrer ß 316a StGB;227;0;80;35.2;43;66;45;73;0;22;1;140;61.7;204;196;8;77;37.7
214079;Raeuberischer Angriff auf sonstige Kraftfahrer;130;0;53;40.8;34;39;23;34;0;12;1;76;58.5;120;115;5;47;39.2
214100;Beraubung von Taxifahrern;97;0;27;27.8;9;27;22;39;0;10;0;64;66;85;82;3;31;36.5
216000;Handtaschenraub;2,166;0;565;26.1;197;494;497;978;0;7;0;631;29.1;700;637;63;315;45
216010;Handtaschenraub ß 249 StGB;2,015;0;536;26.6;186;466;463;900;0;0;0;559;27.7;625;565;60;285;45.6
216020;Handtaschenraub ß 250 StGB;134;0;25;18.7;9;24;29;72;0;7;0;62;46.3;74;70;4;34;45.9
216030;Handtaschenraub mit Todesfolge ß 251 StGB;1;0;0;0;0;0;1;0;0;0;0;1;100;2;2;0;0;0
216050;Raeuberische Erpressung bei Handtaschenraub ß 255 StGB;16;0;4;25;2;4;4;6;0;0;0;9;56.3;9;8;1;1;11.1
217000;Sonstige Raubueberfaelle auf Straﬂen, Wegen oder Plaetzen;18,540;0.3;3,916;21.1;1,614;3,788;4,783;8,345;10;325;42;6,861;37;9,939;9,237;702;3,970;39.9
217010;Sonstiger Raub auf Straﬂen, Wegen oder Plaetzen ß 249 StGB;12,202;0.2;2,090;17.1;976;2,443;3,214;5,562;7;16;0;4,014;32.9;5,928;5,489;439;2,511;42.4
217020;Sonstiger schwerer Raub auf Straﬂen, Wegen oder Plaetzen ß 250 StGB;3,015;0;665;22.1;241;512;710;1,550;2;184;33;1,191;39.5;2,071;1,930;141;918;44.3
217030;Sonstiger Raub mit Todesfolge auf Straﬂen, Wegen oder Plaetzen ß 251 StGB;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
217050;Sonstige raeuberische Erpressung auf Straﬂen, Wegen oder Plaetzen ß 255 StGB;3,322;0.1;1,161;34.9;397;833;858;1,233;1;125;9;1,656;49.8;2,465;2,323;142;741;30.1
218000;Raub zur Erlangung von Betaeubungsmitteln;105;0;30;28.6;25;36;26;18;0;4;1;81;77.1;166;157;9;42;25.3
218010;Raub zur Erlangung von Betaeubungsmitteln ß 249 StGB;46;0;9;19.6;9;17;12;8;0;0;0;32;69.6;64;59;5;15;23.4
218020;Schwerer Raub zur Erlangung von Betaeubungsmitteln ß 250 StGB;26;0;11;42.3;8;8;4;6;0;4;1;19;73.1;53;50;3;8;15.1
218030;Raub mit Todesfolge zur Erlangung von Betaeubungsmitteln ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218050;Raeuberische Erpressung zur Erlangung von Betaeubungsmitteln ß 255 StGB;33;0;10;30.3;8;11;10;4;0;0;0;30;90.9;49;48;1;19;38.8
219000;Raubueberfaelle in Wohnungen;2,666;0;492;18.5;493;712;635;825;1;170;8;2,033;76.3;3,147;2,811;336;1,020;32.4
219010;Raub in Wohnungen ß 249 StGB;1,282;0;152;11.9;201;345;305;430;1;11;0;940;73.3;1,339;1,173;166;398;29.7
219020;Schwerer Raub in Wohnungen ß 250 StGB;775;0;103;13.3;153;192;184;246;0;109;7;546;70.5;1,120;1,014;106;384;34.3
219030;Raub mit Todesfolge in Wohnungen ß 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219050;Raeuberische Erpressung in Wohnungen ß 255 StGB;609;0;237;38.9;139;175;146;149;0;50;1;547;89.8;741;674;67;248;33.5
220000;Koerperverletzung ßß 223-227, 229, 231 StGB;573,450;9;41,129;7.2;147,155;162,464;116,268;147,335;228;273;864;509,513;88.9;484,769;393,906;90,863;153,163;31.6
221000;Koerperverletzung mit Todesfolge ßß 227, 231 StGB;86;0;0;0;32;15;19;20;0;0;0;78;90.7;112;87;25;25;22.3
221010;Koerperverletzung mit Todesfolge ß 227 StGB;85;0;0;0;32;15;19;19;0;0;0;77;90.6;109;84;25;24;22
221020;Beteiligung an einer Schlaegerei mit Todesfolge ß 231 StGB;1;0;0;0;0;0;0;1;0;0;0;1;100;3;3;0;1;33.3
222000;Gefaehrliche und schwere Koerperverletzung, Verstuemmelung weiblicher Genitalien ßß 224, 226, 226a, 231 StGB;140,033;2.2;20,290;14.5;31,537;38,368;30,162;39,907;59;145;805;115,712;82.6;149,567;127,151;22,416;56,252;37.6
222010;Sonstige Tatoertlichkeit bei gefaehrlicher Koerperverletzung ß 224 StGB;78,364;1.2;12,136;15.5;20,484;21,725;15,344;20,772;39;78;371;69,470;88.7;86,501;71,496;15,005;35,486;41
222020;Sonstige Tatoertlichkeit bei schwerer Koerperverletzung ß 226 StGB;366;0;56;15.3;101;119;78;68;0;0;1;316;86.3;385;317;68;128;33.2
222030;Sonstige Tatoertlichkeit bei Beteiligung an einer Schlaegerei ohne Todesfolge ß 231 StGB;22;0;0;0;2;8;5;7;0;0;0;20;90.9;93;90;3;46;49.5
222040;Verstuemmelung weiblicher Genitalien ß 226a StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222100;Gefaehrliche und schwere Koerperverletzung auf Straﬂen, Wegen oder Plaetzen;61,281;1;8,098;13.2;10,950;16,516;14,735;19,060;20;67;433;45,906;74.9;67,200;59,460;7,740;22,448;33.4
222110;Gefaehrliche Koerperverletzung gemaeﬂ ß 224 StGB auf Straﬂen, Wegen oder Plaetzen;61,015;1;8,075;13.2;10,893;16,459;14,675;18,969;19;66;425;45,705;74.9;66,900;59,191;7,709;22,355;33.4
222120;Schwere Koerperverletzung auf Straﬂen, Wegen oder Plaetzen ß 226 StGB;209;0;23;11;41;40;51;77;0;1;8;156;74.6;207;179;28;46;22.2
222130;Beteiligung an einer Schlaegerei ohne Todesfolge auf Straﬂen, Wegen oder Plaetzen ß 231 StGB;57;0;0;0;16;17;9;14;1;0;0;45;78.9;154;145;9;71;46.1
223000;Misshandlung von Schutzbefohlenen ß 225 StGB;4,652;0.1;39;0.8;1,566;1,233;669;1,175;9;1;1;4,510;96.9;4,785;2,683;2,102;1,260;26.3
223001;Misshandlung Schutzbefohlener ab 14 Jahren;1,031;0;6;0.6;360;249;152;270;0;1;0;967;93.8;1,087;610;477;292;26.9
223100;Misshandlung von Kindern;3,621;0.1;33;0.9;1,206;984;517;905;9;0;1;3,543;97.8;3,746;2,103;1,643;984;26.3
224000;Vorsaetzliche einfache Koerperverletzung ß 223 StGB;406,038;6.4;20,800;5.1;105,298;116,853;82,153;101,582;152;127;0;369,898;91.1;340,100;276,683;63,417;103,528;30.4
225000;Fahrlaessige Koerperverletzung ß 229 StGB;22,641;0.4;0;0;8,722;5,995;3,265;4,651;8;0;58;19,315;85.3;20,513;13,736;6,777;2,884;14.1
